,Address,total_cost
0,10001000119,192519000.0
1,10001000120,847235000.0
2,10001000126,55246000.0
3,10001000130,350769000.0
4,10001000132,427947000.0
5,10001000135,145475000.0
6,10001000220,452924000.0
7,10001000221,302542000.0
8,10001000226,39602000.0
9,10001000230,73544776.0
10,10001000232,402050000.0
11,10001000235,317320940.0
12,10001000319,79906000.0
13,10001000321,330770000.0
14,10001000326,368360000.0
15,10001000329,662630000.0
16,10001000332,390764000.0
17,10001000335,248020000.0
18,10001000420,152302000.0
19,10001000423,207116940.0
20,10001000425,309679000.0
21,10001000426,200427776.0
22,10001000432,361068000.0
23,10001000435,563545000.0
24,10001000519,81660000.0
25,10001000521,486570000.0
26,10001000528,315569000.0
27,10001000530,276284000.0
28,10001000532,89352000.0
29,10001000535,1265175000.0
30,10001000619,185000000.0
31,10001000622,1515825000.0
32,10001000625,209608000.0
33,10001000627,248474000.0
34,10001000632,209089000.0
35,10001000635,152501000.0
36,10001000720,359855000.0
37,10001000723,178882552.0
38,10001000726,86582940.0
39,10001000729,186029552.0
40,10001000732,104956164.0
41,10001000735,53195776.0
42,10001000921,1793197000.0
43,10001000923,570647000.0
44,10001000926,471682000.0
45,10001000929,142488776.0
46,10001000932,618227000.0
47,10001000935,262185552.0
48,10001001021,682252000.0
49,10001001023,1401550000.0
50,10001001026,131914000.0
51,10001001029,380850000.0
52,10001001032,1647370000.0
53,10001001035,130005000.0
54,10001001119,356217000.0
55,10001001120,288932000.0
56,10001001125,378015000.0
57,10001001128,307923000.0
58,10001001132,112946684.0
59,10001001135,343548000.0
60,10001001223,358785164.0
61,10001001224,36447776.0
62,10001001226,133303000.0
63,10001001229,83569000.0
64,10001001232,178607288.0
65,10001001235,170225164.0
66,10001001319,206109998.0
67,10001001320,238290000.0
68,10001001326,1189720000.0
69,10001001329,241005000.0
70,10001001332,356345000.0
71,10001001335,73260000.0
72,10001001423,265858164.0
73,10001001424,89460000.0
74,10001001428,166738000.0
75,10001001429,100979000.0
76,10001001432,468738000.0
77,10001001435,479674000.0
78,10001001520,166875776.0
79,10001001523,223408940.0
80,10001001527,170814000.0
81,10001001528,190267164.0
82,10001001532,206189164.0
83,10001001535,92725000.0
84,10001001620,150183000.0
85,10001001621,112961388.0
86,10001001625,92690000.0
87,10001001629,791655000.0
88,10001001632,68870000.0
89,10001001635,203516000.0
90,10001001721,339553164.0
91,10001001723,150596000.0
92,10001001726,180504164.0
93,10001001727,218716776.0
94,10001001732,145469388.0
95,10001001735,299924000.0
96,10001001821,22412000.0
97,10001001822,37698552.0
98,10001001826,67395000.0
99,10001001829,86328000.0
100,10001001832,1979995000.0
101,10001001835,589060000.0
102,10001001920,89893552.0
103,10001001924,184329000.0
104,10001001925,424818000.0
105,10001001927,166321164.0
106,10001001932,156966000.0
107,10001001935,93928000.0
108,10001002020,167139000.0
109,10001002024,89906164.0
110,10001002025,266437164.0
111,10001002029,291241000.0
112,10001002032,288196000.0
113,10001002035,257872552.0
114,10001002220,503898000.0
115,10001002221,224875000.0
116,10001002226,719719000.0
117,10001002229,180194000.0
