,Address,total_cost
0,10001000108,152193000.0
1,10001000111,198140288.0
2,10001000114,43402000.0
3,10001000117,89418000.0
4,10001000120,61097000.0
5,10001000123,521199000.0
6,10001000209,41161500.0
7,10001000211,85682500.0
8,10001000214,225560000.0
9,10001000217,18747500.0
10,10001000220,218851000.0
11,10001000223,103498000.0
12,10001000308,51947000.0
13,10001000309,185172000.0
14,10001000314,223364000.0
15,10001000317,80344000.0
16,10001000320,60375000.0
17,10001000323,67618000.0
18,10001000407,19454000.0
19,10001000408,36016000.0
20,10001000414,30101000.0
21,10001000417,54902500.0
22,10001000420,81827000.0
23,10001000423,35171000.0
24,10001000508,60805000.0
25,10001000511,77306000.0
26,10001000514,164457000.0
27,10001000517,74995000.0
28,10001000520,23671776.0
29,10001000609,69755000.0
30,10001000612,38397000.0
31,10001000613,20074000.0
32,10001000615,55955000.0
33,10001000620,164805000.0
34,10001000623,37914000.0
35,10001000707,293831000.0
36,10001000711,61375500.0
37,10001000715,116857000.0
38,10001000716,19106000.0
39,10001000720,112562000.0
40,10001000723,51206000.0
41,10001000910,224092000.0
42,10001000911,112794000.0
43,10001000915,42659500.0
44,10001000916,123456000.0
45,10001000920,172919000.0
46,10001000923,83857000.0
47,10001001010,234784000.0
48,10001001013,63330552.0
49,10001001015,76650000.0
50,10001001020,76665776.0
51,10001001023,92584000.0
52,10001001108,55849000.0
53,10001001109,31488500.0
54,10001001114,61392500.0
55,10001001116,190388000.0
56,10001001120,63107500.0
57,10001001123,183295000.0
58,10001001207,31120000.0
59,10001001212,88276000.0
60,10001001216,28799388.0
61,10001001217,25832000.0
62,10001001220,122520000.0
63,10001001223,88399164.0
64,10001001308,260729000.0
65,10001001311,166011000.0
66,10001001314,230467000.0
67,10001001315,206149000.0
68,10001001320,130978000.0
69,10001001323,202300000.0
70,10001001409,57968000.0
71,10001001411,78977000.0
72,10001001414,90558000.0
73,10001001415,120733000.0
74,10001001420,338020000.0
75,10001001423,212594000.0
76,10001001510,10476000.0
77,10001001512,175221000.0
78,10001001514,82641000.0
79,10001001516,136364000.0
80,10001001520,66115000.0
81,10001001523,7579776.0
82,10001001608,36330000.0
83,10001001612,138638300.0
84,10001001614,365965684.0
85,10001001618,144216500.0
86,10001001620,24992500.0
87,10001001623,114888500.0
88,10001001708,42549776.0
89,10001001712,15177776.0
90,10001001713,5503388.0
91,10001001714,23497552.0
92,10001001720,22142000.0
93,10001001723,101614000.0
94,10001001807,58400000.0
95,10001001811,114930000.0
96,10001001814,93017000.0
97,10001001817,49108000.0
98,10001001820,17825000.0
99,10001001823,102520000.0
100,10001001909,47693000.0
101,10001001911,82540000.0
102,10001001914,131232000.0
103,10001001916,58034000.0
104,10001001920,107452000.0
105,10001001923,55204552.0
106,10001002008,39220000.0
107,10001002012,57084000.0
108,10001002014,56534500.0
109,10001002018,96390500.0
110,10001002020,28240000.0
111,10001002023,112295500.0
112,10001002207,183604000.0
113,10001002211,16309552.0
114,10001002217,112247000.0
115,10001002218,96643000.0
116,10001002220,94128000.0
117,10001002223,142352000.0
118,10001002308,81636940.0
119,10001002312,33191776.0
120,10001002314,151584000.0
121,10001002317,77922000.0
122,10001002320,224770000.0
123,10001002323,43830164.0
124,10001002408,55733000.0
125,10001002410,66510000.0
126,10001002413,126179500.0
127,10001002414,22918164.0
128,10001002420,129830500.0
129,10001002423,34837940.0
130,10001002510,44502500.0
131,10001002511,102275000.0
132,10001002517,46152500.0
133,10001002518,95930000.0
134,10001002520,116015000.0
135,10001002523,140567000.0
136,10001002608,227460000.0
137,10001002611,49430000.0
138,10001002613,20695000.0
139,10001002617,83923000.0
140,10001002620,50772000.0
141,10001002623,151845000.0
142,10001002708,115420000.0
143,10001002711,53600776.0
144,10001002713,241290000.0
145,10001002715,28123000.0
146,10001002720,209712000.0
147,10001002723,13496776.0
148,10002002808,152862388.0
149,10002002810,8037000.0
150,10002002815,459234000.0
151,10002002816,111020000.0
152,10002002820,104294800.0
153,10002002823,27825400.0
154,10002002908,114762000.0
155,10002002911,28130000.0
156,10002002913,32255000.0
157,10002002914,43926000.0
158,10002002920,119734000.0
159,10002002923,51395000.0
160,10002003010,156871000.0
161,10002003011,20822000.0
162,10002003017,122843776.0
163,10002003020,138902000.0
164,10002003023,127578000.0
165,10003003108,91208998.0
166,10003003111,123323000.0
