,Address,total_cost
0,20001383925,62212552.0
1,20001383929,58778776.0
2,20001383932,36050000.0
3,20001383934,108412776.0
4,20001383938,153194388.0
5,20001383941,156132000.0
6,20001384026,98438776.0
7,20001384027,100451940.0
8,20001384031,179197164.0
9,20001384035,377589552.0
10,20001384038,48538776.0
11,20001384041,208040000.0
12,20001384126,201968776.0
13,20001384129,45988164.0
14,20001384135,693380000.0
15,20001384136,265202552.0
16,20001384138,416800000.0
17,20001384141,33900000.0
18,20001384225,28706164.0
19,20001384229,50487552.0
20,20001384232,79667552.0
21,20001384233,155418164.0
22,20001384238,96055000.0
23,20001384241,396255000.0
24,20001384326,44769388.0
25,20001384327,583512552.0
26,20001384332,268511940.0
27,20001384335,539480164.0
28,20001384338,246576940.0
29,20001384341,153988776.0
30,20001384425,126240000.0
31,20001384426,133763164.0
32,20001384432,503441000.0
33,20001384435,355470000.0
34,20001384438,377358000.0
35,20001384441,1611830000.0
36,20001384525,61520000.0
37,20001384528,934670000.0
38,20001384531,140390000.0
39,20001384533,89270000.0
40,20001384538,341950000.0
41,20001384541,116560000.0
42,20001384626,172248776.0
43,20001384629,174931164.0
44,20001384631,65495000.0
45,20001384636,239207552.0
46,20001384638,18113164.0
47,20001384641,78318164.0
48,20001384726,61537552.0
49,20001384729,148097552.0
50,20001384734,182763552.0
51,20001384735,106170000.0
52,20001384738,91357552.0
53,20001384741,117340000.0
54,20001384826,48570000.0
55,20001384828,47720000.0
56,20001384833,40130000.0
57,20001384834,25080000.0
58,20001384838,184080000.0
59,20001384841,298455000.0
60,20001384928,190410000.0
61,20001384930,271060000.0
62,20001384931,80388684.0
63,20001384932,245859000.0
64,20001384938,484771000.0
65,20001384941,132318684.0
66,20001385026,358063000.0
67,20001385029,449553000.0
68,20001385032,310448776.0
69,20001385034,279760000.0
70,20001385038,2043078684.0
71,20001385041,146553164.0
72,20001385125,15229388.0
73,20001385129,72368164.0
74,20001385132,253797552.0
75,20001385133,170782552.0
