Address,member,Male_count,Female_count,age,literacy,studying,degree,occupationalst,maritalst,province,town,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities,total_cost,total_income
10001000113,4,2,2,46.0,1.0,0.0,0,0,2,22,1,4,4,90.0,3,4,1,0,2,2,2,7,243967000.0,667390000.0
10001000116,4,2,2,39.25,1.0,0.0,2,0,1,22,1,4,4,90.0,3,4,1,0,2,2,2,7,314822000.0,654000000.0
10001000120,3,2,1,58.333333333333336,1.0,0.0,2,1,1,22,1,4,5,120.0,3,4,1,0,2,2,2,8,289044000.0,760000000.0
10001000123,2,1,1,68.5,1.0,0.0,0,1,1,22,1,4,4,100.0,3,4,1,0,2,2,2,7,317573000.0,1219470000.0
10001000126,1,0,1,60.0,1.0,0.0,2,1,2,22,1,5,4,70.0,3,4,0,0,2,2,2,7,71117000.0,368510000.0
10001000129,2,0,2,53.5,1.0,0.0,2,1,3,22,1,4,4,75.0,3,4,0,0,2,2,2,8,157541000.0,587470000.0
10001000214,5,2,3,18.0,0.8,0.4,3,3,2,22,1,4,4,100.0,3,4,1,0,2,2,2,8,425904000.0,35300000.0
10001000216,2,1,1,48.0,1.0,0.5,3,0,3,22,1,4,4,120.0,3,4,0,0,2,2,2,7,38943388.0,142860000.0
10001000219,3,2,1,54.0,1.0,0.0,3,1,1,22,1,4,4,120.0,3,4,0,0,2,2,2,8,66948000.0,417580000.0
10001000220,1,0,1,68.0,1.0,0.0,3,1,3,22,1,4,4,100.0,3,4,0,0,2,2,2,6,30590388.0,505460000.0
10001000226,4,2,2,44.5,1.0,0.0,3,4,1,22,1,4,4,90.0,3,4,1,0,2,2,2,7,173653000.0,381840000.0
10001000229,2,1,1,77.5,1.0,0.0,3,1,1,22,1,4,4,95.0,3,4,1,0,2,2,2,7,179786000.0,359720000.0
10001000314,3,2,1,56.0,1.0,0.0,9,1,1,22,1,4,4,100.0,3,4,1,0,2,2,2,8,112923000.0,403180000.0
10001000317,4,2,2,42.25,1.0,0.0,2,4,1,22,1,4,4,110.0,3,4,1,0,2,2,2,8,398799000.0,546040000.0
10001000319,3,1,2,66.66666666666667,1.0,0.0,3,1,1,22,1,4,4,100.0,3,4,1,0,2,2,2,7,167116000.0,391180000.0
10001000321,3,2,1,46.333333333333336,1.0,0.0,3,1,1,22,1,4,4,120.0,3,4,0,0,2,2,2,7,95729000.0,476180000.0
10001000326,4,2,2,28.75,1.0,0.5,5,4,1,22,1,4,4,115.0,3,4,1,0,2,2,2,8,324268000.0,31840000.0
10001000329,4,2,2,25.5,0.75,0.25,0,4,1,22,1,4,4,100.0,3,4,1,0,2,2,2,8,396696000.0,42040000.0
10001000414,3,2,1,23.33333333333333,1.0,0.3333333333333333,9,4,1,22,1,5,4,95.0,3,4,0,0,2,2,2,7,213878288.0,35380000.0
10001000417,4,2,2,37.0,1.0,0.0,2,0,1,22,1,4,4,90.0,3,4,1,0,2,2,2,8,237857000.0,466400000.0
10001000420,2,1,1,58.5,0.5,0.0,3,4,1,22,1,4,4,100.0,3,4,0,0,2,2,2,7,99692776.0,26720000.0
10001000423,3,1,2,22.666666666666668,0.6666666666666666,0.0,2,4,1,22,1,0,4,75.0,3,4,1,0,2,2,2,7,231619000.0,425380000.0
10001000426,2,1,1,28.0,1.0,0.5,2,0,0,22,1,4,4,100.0,3,4,0,0,2,2,2,7,19833776.0,322720000.0
10001000429,3,2,1,24.666666666666668,0.6666666666666666,0.0,2,4,1,22,1,5,4,80.0,3,4,0,0,2,2,2,9,174903000.0,35380000.0
10001000514,5,3,2,15.8,0.6,0.2,2,5,2,22,1,4,4,80.0,3,4,1,0,2,2,2,7,316384000.0,48840000.0
10001000517,2,2,0,30.0,1.0,0.5,2,4,0,22,1,5,3,60.0,3,4,0,0,2,2,2,8,51644776.0,28020000.0
10001000520,2,1,1,27.0,1.0,0.0,2,4,1,22,1,5,3,60.0,3,4,0,0,2,2,2,9,124301776.0,378020000.0
10001000523,1,1,0,76.0,1.0,0.0,3,0,3,22,1,4,4,90.0,3,4,0,0,2,2,2,7,51636388.0,242160000.0
10001000526,2,1,1,40.0,1.0,0.0,0,1,3,22,1,4,4,90.0,3,4,1,0,2,2,2,9,224354000.0,1266020000.0
