Address,member,Male_count,Female_count,age,literacy,studying,degree,occupationalst,maritalst,province,town,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities,total_cost,total_income
10001000119,4,1,3,52.0,1.0,0.25,3,0,1,22,1,4,4,80.0,3.0,4,1,1,3,2,2,9,192519000.0,918940000.0
10001000120,4,2,2,39.0,1.0,0.5,0,3,1,22,1,4,5,170.0,3.0,4,1,0,3,2,2,9,847235000.0,243140000.0
10001000126,1,0,1,60.0,1.0,0.0,9,1,3,22,1,4,4,75.0,3.0,4,0,0,3,2,2,7,55246000.0,595760000.0
10001000130,2,0,2,52.0,1.0,0.0,2,1,0,22,1,4,4,75.0,3.0,4,1,0,3,2,2,8,350769000.0,946220000.0
10001000132,3,2,1,44.66666666666666,1.0,0.0,2,1,1,22,1,4,4,75.0,3.0,4,1,0,3,2,2,8,427947000.0,955680000.0
10001000135,2,1,1,63.0,1.0,0.0,2,1,1,22,1,0,4,180.0,3.0,4,1,0,3,2,2,8,145475000.0,263080000.0
10001000220,3,1,2,39.333333333333336,1.0,0.3333333333333333,2,4,1,22,1,4,4,110.0,3.0,4,1,0,3,2,2,7,452924000.0,38480000.0
10001000221,3,2,1,18.33333333333333,0.6666666666666666,0.0,0,4,1,22,1,0,4,100.0,3.0,4,1,0,3,2,2,7,302542000.0,38480000.0
10001000226,1,1,0,90.0,1.0,0.0,3,1,3,22,1,0,4,90.0,3.0,4,0,0,3,2,2,7,39602000.0,437360000.0
10001000230,2,1,1,83.0,0.5,0.0,3,1,1,22,1,4,4,80.0,3.0,4,0,0,3,2,2,6,73544776.0,506220000.0
10001000232,2,1,1,43.0,1.0,0.0,3,1,3,22,1,4,4,100.0,3.0,4,1,0,3,2,2,9,402050000.0,898220000.0
10001000235,5,2,3,28.8,1.0,0.4,9,0,2,22,1,4,3,100.0,3.0,4,1,0,3,2,2,8,317320940.0,4060200000.0
10001000319,3,1,2,68.0,1.0,0.0,3,0,1,22,1,4,4,120.0,3.0,4,0,0,3,2,2,8,79906000.0,833740000.0
10001000321,3,1,2,22.0,0.6666666666666666,0.0,2,4,1,22,1,5,3,85.0,3.0,4,1,0,3,2,2,9,330770000.0,16380000.0
10001000326,3,1,2,25.0,1.0,0.6666666666666666,5,3,2,22,1,4,4,100.0,3.0,4,0,0,3,2,2,8,368360000.0,0.0
10001000329,4,1,3,29.25,1.0,0.5,0,3,1,22,1,4,4,114.0,2.0,4,1,0,3,2,2,11,662630000.0,0.0
10001000332,3,2,1,42.66666666666666,1.0,0.0,0,1,1,22,1,4,4,120.0,3.0,4,1,0,3,2,2,10,390764000.0,1972180000.0
10001000335,2,1,1,77.5,0.5,0.0,3,1,1,22,1,4,4,120.0,3.0,4,0,0,3,2,2,9,248020000.0,511720000.0
10001000420,2,1,1,61.0,1.0,0.0,7,1,1,22,1,4,4,100.0,3.0,4,1,0,3,2,2,8,152302000.0,634320000.0
10001000423,5,4,1,18.4,0.4,0.0,6,5,2,22,1,0,4,100.0,3.0,4,0,0,3,2,2,8,207116940.0,53900000.0
10001000425,3,2,1,27.666666666666668,0.6666666666666666,0.0,2,4,1,22,1,5,4,80.0,3.0,4,1,0,3,2,2,10,309679000.0,230380000.0
10001000426,2,0,2,27.5,1.0,0.5,2,4,0,22,1,5,4,100.0,3.0,4,1,0,3,2,2,9,200427776.0,19320000.0
10001000432,3,1,2,54.333333333333336,1.0,0.3333333333333333,1,1,1,22,1,4,4,120.0,3.0,4,1,0,3,2,2,8,361068000.0,950380000.0
10001000435,4,3,1,43.5,1.0,0.25,2,1,1,22,1,4,4,110.0,3.0,4,1,0,3,2,2,8,563545000.0,2071440000.0
10001000519,1,0,1,77.0,1.0,0.0,3,1,3,22,1,4,4,90.0,3.0,4,0,0,3,2,2,6,81660000.0,528460000.0
10001000521,3,2,1,22.33333333333333,0.6666666666666666,0.0,0,4,1,22,1,5,3,52.0,2.0,4,0,0,3,2,2,7,486570000.0,419180000.0
10001000528,4,2,2,16.5,0.5,0.0,6,5,1,22,1,4,3,54.0,3.0,4,1,0,3,2,2,10,315569000.0,27640000.0
10001000530,2,1,1,40.0,1.0,0.0,0,1,0,22,1,4,4,88.0,3.0,4,1,0,3,2,2,9,276284000.0,876720000.0
10001000532,4,1,3,27.0,1.0,0.5,9,3,1,22,1,4,2,72.0,2.0,4,1,0,3,2,2,9,89352000.0,1236000000.0
10001000535,5,3,2,37.4,1.0,0.4,2,4,2,22,1,4,4,90.0,2.0,4,1,1,3,2,2,9,1265175000.0,1518000000.0
10001000619,2,1,1,56.5,1.0,0.0,9,1,1,22,1,4,4,110.0,3.0,4,1,0,3,2,2,7,185000000.0,631870000.0
10001000622,3,2,1,50.0,1.0,0.0,5,1,2,22,1,4,4,100.0,3.0,4,1,0,3,2,2,9,1515825000.0,1218130000.0
10001000625,2,1,1,53.5,1.0,0.0,2,4,1,22,1,4,4,86.0,3.0,4,1,0,3,2,2,7,209608000.0,27870000.0
10001000627,5,2,3,34.4,1.0,0.2,9,1,2,22,1,4,4,85.0,3.0,4,1,0,3,2,2,8,248474000.0,725850000.0
