Address,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities
20001384423,4,5,120.0,3,4,1,1,3,3,4,9
20001384507,4,2,50.0,3,4,0,0,3,3,4,5
20001384508,4,3,80.0,3,4,1,0,3,3,4,7
20001384514,4,3,70.0,3,4,0,0,3,3,4,8
20001384517,4,3,60.0,3,4,0,0,3,3,4,8
20001384520,4,3,80.0,3,4,1,0,3,3,4,7
20001384523,4,3,50.0,3,4,1,0,3,3,4,7
20001384608,4,3,120.0,3,4,1,0,3,3,4,6
20001384609,4,3,80.0,3,4,1,0,3,3,4,7
20001384616,4,4,100.0,3,4,0,0,3,3,4,7
20001384617,4,4,110.0,3,4,0,0,3,3,4,7
20001384620,4,4,200.0,3,7,1,1,3,3,4,7
20001384623,4,3,80.0,3,7,0,0,3,3,4,4
20001384708,4,3,60.0,3,4,0,0,3,3,4,4
20001384711,4,4,120.0,3,4,1,1,3,3,4,5
20001384716,4,3,80.0,3,4,1,1,3,3,4,9
20001384718,4,4,80.0,3,4,0,0,3,3,4,7
20001384720,4,4,90.0,3,4,0,1,3,3,4,5
20001384723,4,3,50.0,3,4,1,1,3,3,4,6
20001384809,4,2,50.0,3,4,0,0,3,3,4,5
20001384811,5,3,80.0,3,4,0,1,3,3,4,8
20001384814,4,3,70.0,3,4,1,0,3,3,4,8
20001384817,4,3,80.0,3,4,0,0,3,3,4,6
20001384820,4,3,80.0,3,1,0,0,3,3,4,7
20001384823,5,3,70.0,3,4,0,0,3,3,4,6
20001384908,0,4,100.0,3,4,1,0,3,3,4,6
20001384909,5,3,70.0,3,4,1,0,3,3,4,7
20001384914,4,4,100.0,3,4,1,0,3,3,4,8
20001384917,4,4,110.0,3,4,1,0,3,3,4,7
20001384920,5,4,83.0,3,4,1,0,3,3,4,8
20001384923,4,4,70.0,3,4,1,0,3,3,4,8
20001385007,4,4,90.0,3,4,1,0,3,3,4,6
20001385009,4,5,120.0,3,4,1,0,3,3,4,8
20001385014,4,3,130.0,1,4,1,1,3,3,4,8
20001385018,4,3,100.0,3,1,0,1,3,3,4,4
20001385020,4,3,70.0,3,3,0,0,3,3,4,9
20001385023,4,4,120.0,3,4,1,0,3,3,4,9
20001385107,4,3,50.0,3,3,0,0,3,3,4,4
20001385108,4,4,120.0,3,4,0,1,3,3,4,6
20001385114,4,4,95.0,3,4,1,0,3,3,4,8
20001385115,4,4,80.0,3,4,1,1,3,3,4,8
20001385120,4,4,110.0,3,4,0,0,3,3,4,6
20001385123,0,3,50.0,3,4,0,0,3,3,4,8
20001385207,4,3,80.0,3,7,1,1,3,3,4,7
20001385209,4,4,100.0,3,4,1,1,3,3,4,9
20001385213,4,3,100.0,3,4,1,1,3,3,4,7
20001385214,4,4,100.0,3,7,0,0,3,3,4,6
20001385220,4,2,35.0,3,1,0,1,3,3,4,7
20001385223,4,3,70.0,3,1,0,1,3,3,4,5
20001385308,4,2,50.0,3,7,0,0,3,3,4,7
20001385311,4,3,85.0,3,4,1,0,3,3,4,8
20001385314,4,4,110.0,3,4,1,1,3,3,4,9
20001385317,4,4,80.0,3,3,0,0,3,3,4,6
20001385320,4,5,120.0,3,4,1,0,3,3,4,7
20001385323,4,3,60.0,3,7,0,0,3,3,4,3
20001385408,4,4,120.0,3,4,0,0,3,3,4,7
20001385412,4,4,80.0,3,4,1,0,3,3,4,8
20001385415,4,3,80.0,3,4,1,1,3,3,4,6
20001385417,4,3,80.0,3,4,1,0,3,3,4,9
20001385420,4,2,40.0,3,1,0,0,3,3,4,5
20001385423,4,3,100.0,3,4,1,1,3,3,4,7
20001385508,4,3,100.0,3,4,0,0,3,3,4,7
20001385511,4,4,100.0,1,4,1,0,3,3,4,8
20001385515,0,3,80.0,3,7,0,0,3,3,4,7
20001385517,0,3,60.0,3,3,1,0,3,3,4,8
20001385520,5,3,100.0,3,4,0,0,3,3,4,6
20001385523,4,4,120.0,3,4,1,0,3,3,4,8
20001385607,4,3,60.0,3,7,0,0,3,3,4,5
20001385608,5,3,85.0,3,4,1,0,3,3,4,7
20001385616,4,4,100.0,3,4,0,0,3,3,4,7
20001385617,5,3,70.0,3,4,0,0,3,3,4,7
20001385620,4,4,120.0,3,4,1,0,3,3,4,8
20001385623,4,3,100.0,3,4,1,0,3,3,4,8
20001385707,4,3,140.0,1,4,1,0,3,3,4,9
20001385711,4,2,50.0,3,1,0,0,3,3,4,8
20001385716,4,4,100.0,3,4,0,0,3,3,4,7
