Address,member,subsidy_number,subsidy_month,subsidy,Fasl,year
10004004223,1,2,12,10920000,1,98
10004004220,1,4,12,21840000,1,98
10002002810,1,1,12,5460000,1,98
10002002820,1,4,12,21840000,1,98
10002002823,1,3,12,16380000,1,98
10001000217,1,1,12,5460000,1,98
10002002808,1,2,12,10920000,1,98
10001000209,1,3,12,16380000,1,98
10001000214,1,5,12,27300000,1,98
10006006820,1,2,12,10920000,1,98
10006006811,1,2,12,10920000,1,98
10009008123,1,3,12,16380000,1,98
10009008120,1,2,12,10920000,1,98
10006006814,1,4,12,21840000,1,98
10006006812,1,5,12,27300000,1,98
10009008108,1,4,12,21840000,1,98
10009008117,1,3,12,16380000,1,98
10009008114,1,4,12,21840000,1,98
10006005520,1,2,12,10920000,1,98
10006005523,1,2,12,10920000,1,98
10013010608,1,4,12,21840000,1,98
10013010615,1,5,12,27300000,1,98
10006005518,1,3,12,16380000,1,98
10010009323,1,1,12,5460000,1,98
10010009318,1,1,12,5460000,1,98
10010009312,1,3,12,16380000,1,98
10010009314,1,6,12,32760000,1,98
10010009308,1,4,12,21840000,1,98
10001001523,1,2,12,10920000,1,98
10001001510,1,1,12,5460000,1,98
10004004210,1,5,12,27300000,1,98
10001001514,1,4,12,21840000,1,98
10013010623,1,7,12,38220000,1,98
10010009320,1,3,12,16380000,1,98
10006006823,1,2,12,10920000,1,98
10001000620,1,4,12,21840000,1,98
10001000613,1,1,12,5460000,1,98
10001001516,1,4,12,21840000,1,98
10001001520,1,4,12,21840000,1,98
10001000623,1,2,12,10920000,1,98
10001000609,1,2,12,10920000,1,98
10001000612,1,2,12,10920000,1,98
10001000615,1,3,12,16380000,1,98
10003003207,1,2,12,10920000,1,98
10003003213,1,2,12,10920000,1,98
10007007220,1,1,12,5460000,1,98
10007007208,1,1,12,5460000,1,98
10003003223,1,2,12,10920000,1,98
10007007223,1,4,12,21840000,1,98
10011009720,1,6,12,32760000,1,98
10007007215,1,2,12,10920000,1,98
10009008512,1,4,12,21840000,1,98
10007007211,1,5,12,27300000,1,98
10011009723,1,5,12,27300000,1,98
10011009708,1,4,12,21840000,1,98
10001001923,1,4,12,21840000,1,98
10001001911,1,2,12,10920000,1,98
10001001914,1,3,12,16380000,1,98
10001001909,1,3,12,16380000,1,98
10001001920,1,4,12,21840000,1,98
10006005923,1,3,12,16380000,1,98
10001001916,1,2,12,10920000,1,98
10007007217,1,4,12,21840000,1,98
10006005920,1,4,12,21840000,1,98
10009008513,1,4,12,21840000,1,98
10005004618,1,3,12,16380000,1,98
10005004623,1,2,12,10920000,1,98
10009008518,1,2,12,10920000,1,98
10006005917,1,4,12,21840000,1,98
10005004608,1,2,12,10920000,1,98
10009008508,1,1,12,5460000,1,98
10009008508,2,4,12,21840000,1,98
10006005908,1,3,12,16380000,1,98
10004004215,1,1,12,5460000,1,98
10005004620,1,2,12,10920000,1,98
10005004611,1,4,12,21840000,1,98
10006005913,1,1,12,5460000,1,98
