Address,member,Male_count,Female_count,age,literacy,studying,degree,occupationalst,maritalst
20002386313,2,1,1,67.0,0,0,6,4,1
20002386314,4,2,2,40.5,4,0,3,4,1
20002386320,5,4,1,39.0,3,0,6,4,1
20002386323,1,0,1,93.0,0,0,6,1,3
20002386407,4,3,1,15.75,2,0,2,5,1
20002386408,5,2,3,17.2,4,2,1,3,2
20002386414,4,3,1,47.75,2,0,6,1,1
20002386417,4,3,1,27.0,4,2,3,3,1
20002386420,4,2,2,31.0,4,2,3,3,1
20002386423,2,1,1,82.5,0,0,6,1,1
20003386508,3,2,1,56.333333333333336,1,0,6,1,1
20003386511,2,1,1,73.5,0,0,6,4,1
20003386514,1,0,1,72.0,0,0,6,1,3
20003386516,2,1,1,79.0,0,0,6,5,1
20003386520,3,2,1,55.0,1,0,6,1,1
20003386523,1,0,1,70.0,0,0,6,1,3
20003386609,3,1,2,24.0,2,0,3,4,1
20003386610,2,1,1,77.0,0,0,6,4,1
20003386613,1,0,1,81.0,0,0,6,1,3
20003386614,2,1,1,57.0,2,0,3,4,1
20003386620,2,1,1,49.0,2,0,3,4,1
20003386707,2,0,2,46.0,1,1,6,1,3
20003386708,2,1,1,82.5,0,0,6,1,1
20003386713,1,0,1,77.0,0,0,6,1,3
20003386715,2,0,2,46.5,0,0,6,1,2
20003386720,3,1,2,61.0,1,1,6,1,1
20003386723,2,1,1,71.0,2,0,3,1,1
20003386807,2,1,1,69.0,1,0,3,4,1
20003386811,2,1,1,70.0,0,0,6,1,1
20003386814,2,1,1,72.5,1,0,7,4,1
20003386816,2,1,1,60.5,0,0,6,1,1
20003386820,2,1,1,72.0,0,0,6,4,1
20003386823,1,0,1,49.0,1,0,7,1,0
20003386909,3,2,1,60.0,2,0,9,2,1
20003386912,2,1,1,64.0,0,0,6,4,1
20003386914,4,1,3,39.75,3,0,3,1,2
20003386917,3,2,1,72.66666666666667,2,0,3,1,1
20003386920,3,2,1,23.0,2,0,3,4,1
20003386923,2,1,1,69.5,0,0,6,4,1
20003387007,3,1,2,69.66666666666667,1,0,6,1,1
20003387008,2,1,1,71.0,0,0,6,1,1
20003387014,2,2,0,70.5,2,0,3,1,3
20003387017,2,1,1,81.5,0,0,6,1,1
20003387020,3,2,1,60.666666666666664,3,0,3,1,1
20003387023,3,1,2,72.0,2,0,2,4,1
20003387108,3,1,2,59.666666666666664,1,0,6,0,1
20003387111,2,1,1,57.5,0,0,6,4,1
20003387113,2,1,1,55.5,0,0,6,4,1
20003387116,2,1,1,83.5,0,0,6,1,1
20003387120,3,1,2,50.666666666666664,1,0,6,0,1
20003387123,2,1,1,75.0,0,0,6,1,1
20004387209,2,1,1,60.5,1,0,7,4,1
20004387211,4,2,2,39.75,2,1,6,4,1
20004387214,3,2,1,41.666666666666664,2,1,3,4,1
20004387215,3,1,2,56.0,2,0,3,0,1
20004387220,2,1,1,85.5,0,0,6,1,1
20004387223,3,1,2,34.666666666666664,3,1,3,4,1
20004387307,1,0,1,70.0,0,0,6,1,3
20004387308,2,1,1,75.0,1,0,3,1,1
20004387314,4,2,2,49.75,3,0,3,0,1
20004387317,3,2,1,55.666666666666664,2,0,3,2,1
20004387320,2,1,1,71.5,0,0,6,4,1
20004387323,5,2,3,29.6,5,2,3,4,2
20004387408,4,3,1,27.5,4,2,3,3,1
20004387411,2,1,1,65.0,0,0,6,4,1
20004387414,4,1,3,26.75,4,2,9,3,1
20004387417,1,0,1,73.0,0,0,6,1,3
20004387420,4,2,2,36.75,4,1,3,4,1
20004387423,4,3,1,49.25,3,0,9,4,1
20004387510,6,3,3,31.166666666666668,6,2,3,4,1
20004387511,2,1,1,48.0,1,0,6,1,3
20004387513,2,1,1,29.0,2,0,9,0,1
20004387514,3,2,1,42.333333333333336,2,0,6,4,1
20004387520,2,1,1,32.0,2,0,3,5,3
20004387523,3,2,1,24.333333333333332,3,1,1,4,1
20004387607,2,1,1,63.5,0,0,6,4,1
20004387608,3,1,2,36.333333333333336,1,0,6,1,3
20004387614,4,2,2,23.5,3,1,3,4,1
20004387617,2,1,1,82.5,1,0,3,1,1
20004387620,5,3,2,16.8,4,2,3,3,2
20004387623,4,1,3,29.5,4,2,3,3,1
20004387708,4,3,1,31.75,4,2,2,4,1
20004387710,4,3,1,50.5,4,1,3,4,1
20004387713,4,1,3,32.0,2,0,6,4,1
20004387714,3,2,1,52.0,2,0,3,4,1
20004387720,2,1,1,65.0,1,0,6,4,1
20004387723,2,1,1,56.5,2,0,9,4,1
20004387809,5,3,2,25.0,5,3,3,3,2
20004387811,2,1,1,54.5,2,0,3,4,1
20004387813,2,1,1,53.5,0,0,6,4,1
20004387817,4,2,2,22.25,4,2,2,3,1
20004387820,2,1,1,56.0,1,0,2,5,0
20004387823,2,1,1,57.0,0,0,6,4,1
20004387910,3,2,1,36.666666666666664,0,0,6,4,1
20004387912,5,2,3,43.6,3,0,6,0,1
20004387913,4,1,3,53.75,3,0,3,0,1
20004387918,2,1,1,69.5,0,0,6,1,1
20004387920,3,1,2,61.666666666666664,2,0,6,1,1
20004387923,1,0,1,77.0,0,0,6,1,3
20004388009,1,0,1,62.0,0,0,6,1,3
20004388011,2,1,1,66.5,0,0,6,4,1
20004388014,3,1,2,36.333333333333336,3,1,3,4,1
20004388018,3,1,2,30.666666666666668,3,1,3,4,1
20004388020,3,2,1,41.333333333333336,3,0,3,4,1
20004388023,2,1,1,61.0,0,0,6,4,1
20004388107,5,1,4,50.2,3,1,6,0,1
20004388109,2,1,1,69.0,1,0,3,1,1
20004388113,4,2,2,57.75,2,0,6,4,1
20004388114,2,1,1,74.0,2,0,3,4,1
20004388120,2,0,2,34.5,2,1,3,1,1
20004388123,3,2,1,47.0,3,1,3,4,1
20004388208,2,1,1,73.5,1,0,3,4,1
20004388211,2,1,1,69.0,1,0,3,4,1
20004388214,2,1,1,52.5,2,0,3,4,1
20004388217,2,0,2,43.5,1,0,6,0,2
20004388220,4,3,1,41.25,4,0,3,4,1
20004388223,1,0,1,46.0,1,0,3,1,2
20004388308,2,1,1,77.5,0,0,6,1,1
20004388311,2,1,1,43.5,0,0,6,0,3
20004388314,3,2,1,42.0,1,1,6,4,1
20004388317,3,2,1,65.33333333333333,1,0,6,4,1
20004388320,4,2,2,22.25,3,1,3,4,1
20004388323,1,0,1,80.0,0,0,6,1,3
20004388408,1,1,0,92.0,0,0,6,2,3
20004388411,2,1,1,64.0,0,0,6,4,1
20004388413,4,1,3,52.75,3,1,3,0,1
20004388418,3,2,1,29.0,3,1,3,4,1
20004388420,1,0,1,74.0,0,0,6,1,3
20004388423,1,0,1,64.0,0,0,6,1,3
20004388508,2,1,1,64.0,0,0,6,4,1
20004388509,4,3,1,19.25,2,1,1,5,1
20004388513,3,1,2,40.333333333333336,3,0,3,0,1
20004388514,4,1,3,41.5,3,1,6,0,1
20004388520,2,1,1,67.0,2,0,3,1,1
20004388523,4,1,3,32.5,4,2,3,0,1
20005388609,5,3,2,22.4,4,2,9,3,2
20005388610,5,3,2,19.2,4,2,3,3,2
20005388614,6,5,1,19.666666666666668,5,3,3,3,2
20005388616,4,2,2,14.0,2,0,2,5,1
20005388620,4,1,3,21.0,3,1,3,4,1
20005388623,4,1,3,30.5,4,2,3,3,1
20005388708,3,2,1,19.666666666666668,3,1,2,4,1
20005388712,2,1,1,32.0,2,0,9,4,1
20005388715,1,1,0,50.0,1,0,9,4,2
20005388716,1,0,1,81.0,0,0,6,1,3
20005388720,1,0,1,65.0,0,0,6,1,3
20005388723,1,0,1,78.0,0,0,6,1,3
20005388808,4,3,1,31.25,4,1,3,1,1
20005388811,4,2,2,35.0,4,2,9,4,1
20005388815,5,3,2,49.2,2,0,6,4,1
20005388818,3,2,1,52.666666666666664,1,0,6,4,1
20005388820,5,3,2,38.0,4,2,3,3,1
20005388823,3,1,2,20.333333333333332,2,0,2,4,1
20005388912,2,1,1,54.5,2,0,3,1,1
20005388915,2,1,1,61.5,1,0,6,1,1
20005388917,3,1,2,33.0,3,1,3,4,1
20005388920,2,0,2,44.5,2,0,3,1,3
20005389008,2,1,1,88.0,0,0,6,1,1
20005389011,2,1,1,67.0,0,0,6,1,1
20005389014,1,0,1,57.0,0,0,6,1,3
20005389018,3,1,2,53.666666666666664,2,0,3,0,1
20005389020,1,0,1,78.0,0,0,6,1,3
20005389023,1,1,0,98.0,0,0,6,1,3
20005389110,3,1,2,22.333333333333332,2,0,9,4,1
20005389111,3,1,2,65.33333333333333,2,0,2,0,1
20005389114,1,0,1,88.0,0,0,6,1,3
20005389117,1,0,1,96.0,0,0,6,1,3
20005389120,2,1,1,82.0,0,0,6,1,1
20005389123,3,1,2,55.333333333333336,1,0,6,1,1
20005389208,3,2,1,26.666666666666668,3,1,9,4,1
20005389210,5,2,3,14.4,2,0,6,5,2
20005389213,3,2,1,38.666666666666664,3,1,3,1,1
20005389214,2,1,1,71.0,0,0,6,1,1
20005389220,1,1,0,92.0,1,0,3,1,3
20005389223,3,1,2,74.0,0,0,6,1,1
20006389311,3,2,1,37.666666666666664,3,0,3,4,1
20006389312,2,1,1,26.0,1,0,3,4,1
20006389316,4,2,2,20.25,3,2,3,3,1
20006389320,4,3,1,27.5,4,2,3,3,1
20006389323,2,1,1,64.5,0,0,6,4,1
20006389411,4,2,2,38.0,3,1,0,4,1
20006389412,4,2,2,25.25,4,2,9,4,1
20006389414,5,2,3,34.4,4,1,0,5,2
20006389416,4,2,2,28.5,3,1,2,4,1
20006389420,3,2,1,26.666666666666668,3,1,2,4,1
20006389423,4,1,3,22.0,3,1,6,5,2
20006389508,4,1,3,13.75,2,0,6,5,1
20006389511,4,2,2,28.75,2,2,6,3,1
20006389514,8,6,2,22.5,7,2,3,4,1
20006389517,6,4,2,14.5,5,3,3,3,2
20006389520,2,1,1,69.5,0,0,6,5,1
20006389523,5,3,2,12.2,1,0,6,5,2
20006389607,4,1,3,27.25,4,2,3,3,1
20006389608,3,2,1,36.0,3,1,3,5,1
20006389616,3,1,2,18.0,2,0,2,4,1
20006389618,4,2,2,21.0,3,1,9,4,1
20006389620,5,4,1,30.8,3,2,6,4,1
20006389623,2,1,1,44.0,2,0,2,4,1
20006389710,4,2,2,25.75,4,2,9,3,1
20006389711,5,2,3,27.2,5,3,3,3,1
20006389717,10,8,2,13.7,6,6,3,3,2
20006389718,3,1,2,28.0,3,1,3,4,1
20006389720,3,1,2,39.0,3,1,3,4,1
20006389723,3,2,1,32.0,3,1,9,0,1
20006389808,3,2,1,50.666666666666664,2,0,2,4,1
20006389812,3,1,2,59.0,1,0,6,0,1
20006389814,5,2,3,23.8,5,1,3,4,2
20006389817,4,2,2,40.25,2,0,6,4,1
20006389820,4,1,3,22.0,3,1,9,4,1
20006389823,6,3,3,16.5,5,3,3,3,2
20006389909,4,2,2,19.5,4,2,3,3,1
20006389911,1,1,0,21.0,1,0,3,4,2
20006389914,4,2,2,16.0,3,1,3,4,1
20006389916,5,2,3,15.6,3,1,3,5,2
20006389920,4,2,2,25.5,4,2,3,3,1
20006389923,4,3,1,40.0,2,1,6,4,1
20006390008,4,2,2,22.75,4,2,9,3,1
20006390009,2,1,1,48.0,1,0,6,1,3
20006390017,3,1,2,20.333333333333332,2,0,9,4,1
20006390018,3,2,1,49.0,2,0,9,1,3
20006390020,6,3,3,29.166666666666668,5,3,3,3,2
20006390023,5,2,3,22.2,5,3,3,3,2
20006390110,4,3,1,25.75,4,2,9,3,1
20006390111,5,2,3,31.2,5,1,3,4,2
20006390113,2,1,1,74.0,0,0,6,1,1
20006390118,3,1,2,30.333333333333332,3,1,9,4,1
20006390120,5,2,3,21.4,4,2,3,3,2
20006390123,2,1,1,80.0,0,0,6,1,1
20006390209,5,3,2,18.8,4,2,3,3,2
20006390211,2,0,2,53.0,0,0,6,1,3
20006390213,2,1,1,83.5,1,0,3,1,1
20006390218,1,0,1,86.0,0,0,6,1,3
20006390220,4,3,1,34.25,4,2,3,3,1
20006390223,2,1,1,51.5,2,0,2,4,1
20006390308,1,0,1,75.0,0,0,6,1,3
20006390310,3,2,1,54.666666666666664,2,0,3,1,1
20006390314,1,1,0,72.0,0,0,6,5,1
20006390315,3,2,1,41.666666666666664,3,0,9,4,1
20006390320,4,3,1,44.75,2,0,6,4,1
20006390323,1,1,0,52.0,1,0,0,5,1
20006390407,3,1,2,67.33333333333333,1,0,6,1,1
20006390412,1,0,1,86.0,0,0,6,1,3
20006390414,1,0,1,82.0,0,0,6,1,3
20006390416,6,2,4,56.0,4,0,6,0,2
20006390420,2,1,1,78.0,0,0,6,1,1
20006390423,3,2,1,33.666666666666664,3,1,3,4,1
20006390508,3,1,2,33.0,3,0,3,0,1
20006390512,1,0,1,79.0,0,0,6,1,3
20006390516,1,0,1,72.0,0,0,6,1,3
20006390520,2,1,1,75.0,0,0,6,1,1
20006390523,2,1,1,48.5,2,0,2,4,1
20006390608,4,2,2,35.5,3,1,3,4,1
20006390611,8,5,3,30.625,5,5,6,3,2
20006390614,3,2,1,28.0,3,1,3,4,1
20006390617,5,4,1,20.4,4,2,3,5,2
20006390620,2,1,1,49.0,2,0,2,4,1
20006390623,4,2,2,35.75,4,1,9,5,1
20006390709,3,1,2,60.333333333333336,1,0,6,1,1
20006390712,2,0,2,55.0,1,0,6,1,3
20006390713,1,0,1,70.0,0,0,6,1,3
20006390715,1,1,0,84.0,0,0,6,1,3
20006390720,4,1,3,44.0,2,0,6,0,2
20006390723,3,1,2,40.666666666666664,2,0,9,1,1
20006390808,4,3,1,38.0,3,0,3,4,1
20006390810,2,1,1,57.5,0,0,6,4,1
20006390815,2,0,2,19.0,2,1,3,4,3
20006390816,6,2,4,24.0,5,1,3,1,2
20006390820,4,3,1,21.75,3,1,3,4,1
20006390823,5,3,2,21.4,4,2,3,3,2
20007390908,4,3,1,37.0,3,1,3,4,1
20007390912,3,2,1,26.333333333333332,3,2,3,3,2
20007390914,2,0,2,41.0,1,0,6,1,3
20007390917,3,2,1,44.333333333333336,3,0,3,4,1
20007390920,3,1,2,26.0,3,1,2,5,1
20007390923,3,2,1,19.333333333333332,2,0,2,4,1
20007391008,2,1,1,47.5,2,0,3,0,3
20007391009,3,1,2,27.333333333333332,3,1,9,0,2
20007391015,4,3,1,20.75,3,1,3,4,1
20007391017,3,2,1,50.0,3,0,3,1,1
20007391020,3,2,1,19.666666666666668,2,0,2,4,1
20007391023,3,1,2,50.333333333333336,2,0,3,0,1
20007391108,3,2,1,45.333333333333336,3,0,2,4,1
20007391110,3,2,1,20.666666666666668,2,0,2,4,1
20007391116,3,2,1,21.333333333333332,3,1,3,4,1
20007391117,5,4,1,27.2,5,2,3,3,2
20007391120,3,2,1,34.666666666666664,3,1,2,4,1
20007391123,2,1,1,75.0,0,0,6,4,1
20007391208,5,3,2,22.6,5,2,3,0,2
20007391211,2,1,1,57.0,2,0,3,4,1
20007391215,3,2,1,54.0,3,1,3,4,1
20007391217,1,0,1,75.0,0,0,6,0,3
20007391220,2,1,1,76.5,1,0,3,1,1
20007391223,3,1,2,30.666666666666668,3,1,9,1,1
20007391309,2,1,1,54.0,0,0,6,4,1
20007391312,5,3,2,24.4,5,3,3,3,2
20007391317,4,3,1,22.25,4,2,3,3,1
20007391318,2,1,1,22.0,2,0,9,4,1
20007391320,5,1,4,20.2,4,2,3,3,1
20007391323,3,2,1,41.0,2,1,3,4,1
20007391407,1,0,1,67.0,0,0,6,0,3
20007391408,4,3,1,29.5,3,2,6,3,1
20007391414,2,1,1,64.0,1,0,3,1,1
20007391415,2,1,1,25.0,2,0,1,4,1
20007391420,1,0,1,70.0,0,0,6,1,3
20007391423,2,1,1,57.0,1,0,3,4,1
20007391508,2,1,1,86.5,1,0,3,1,1
20007391511,5,4,1,36.6,5,0,3,4,2
20007391514,2,1,1,82.0,1,0,3,5,1
20007391515,2,1,1,68.0,1,0,3,1,1
20007391520,2,1,1,52.0,1,0,3,4,1
20007391523,3,1,2,55.0,1,0,6,4,1
20007391608,3,2,1,36.333333333333336,1,1,6,4,1
20007391611,6,4,2,33.0,4,1,3,4,2
20007391614,3,2,1,47.666666666666664,1,0,6,4,1
20007391616,3,1,2,26.0,3,2,3,4,1
20007391620,2,1,1,62.5,0,0,6,4,1
20007391623,3,1,2,27.0,2,1,3,4,1
20007391708,3,1,2,27.333333333333332,3,1,3,4,1
20007391711,1,0,1,67.0,0,0,6,1,3
20007391714,2,1,1,61.0,0,0,6,4,1
20007391717,3,2,1,33.666666666666664,3,1,3,4,1
20007391720,5,3,2,34.0,5,1,3,5,2
20007391723,2,1,1,74.5,0,0,6,1,1
20007391808,3,2,1,45.666666666666664,2,0,6,1,1
20007391811,5,2,3,32.6,5,1,3,1,2
20007391814,2,1,1,60.0,1,0,6,1,3
20007391817,5,4,1,24.2,4,1,3,4,2
20007391820,5,3,2,22.2,4,2,9,3,2
20007391823,3,1,2,18.333333333333332,2,0,3,4,1
20007391908,3,1,2,40.666666666666664,3,1,9,4,1
20007391909,5,3,2,35.0,4,2,9,0,1
20007391915,4,3,1,33.5,2,2,6,3,1
20007391918,2,1,1,79.5,0,0,6,1,1
20007391920,4,2,2,28.25,4,2,3,3,1
20007391923,1,0,1,83.0,0,0,6,0,3
20007392008,2,0,2,36.5,2,1,3,4,3
20007392011,1,0,1,92.0,0,0,6,1,3
20007392014,4,2,2,29.5,3,2,3,3,1
20007392015,2,2,0,48.0,2,0,3,2,0
20007392020,3,2,1,48.0,2,0,3,4,1
20007392023,2,1,1,84.5,0,0,6,1,1
20007392110,1,0,1,76.0,0,0,6,1,3
20007392111,1,0,1,74.0,0,0,6,1,3
20007392113,2,1,1,70.0,0,0,6,1,1
20007392115,1,0,1,70.0,0,0,6,1,3
20007392120,2,0,2,27.5,2,1,3,1,1
20007392123,4,2,2,30.75,4,2,3,3,1
20007392208,4,2,2,19.0,3,1,3,4,1
20007392211,2,1,1,54.5,1,0,3,4,1
20007392214,1,0,1,70.0,0,0,6,0,3
20007392217,5,3,2,23.4,4,1,4,4,2
20007392220,2,1,1,33.0,2,0,3,4,1
20007392223,3,1,2,18.0,2,0,3,4,1
20007392308,4,2,2,69.0,2,0,3,0,1
20007392311,4,3,1,35.75,4,1,3,4,1
20007392313,4,1,3,16.5,3,1,9,4,1
20007392317,1,1,0,58.0,1,0,3,4,3
20007392320,5,1,4,18.0,4,2,9,3,2
20007392323,4,1,3,29.0,4,1,2,0,2
20007392409,2,1,1,78.0,0,0,6,4,1
20007392411,4,2,2,27.75,4,2,3,3,1
20007392415,2,1,1,65.0,1,0,3,4,1
20007392417,2,1,1,65.5,1,0,3,4,1
20007392420,3,2,1,19.0,2,0,2,4,1
20007392423,2,1,1,67.5,2,0,3,4,1
20007392508,4,2,2,21.5,3,1,9,4,1
20007392511,2,1,1,78.5,0,0,6,1,1
20007392513,2,1,1,46.5,1,0,3,4,1
20007392515,1,0,1,50.0,1,0,3,1,3
20007392520,2,1,1,51.0,1,0,3,4,1
20007392523,2,1,1,52.0,2,0,3,4,1
20007392608,6,3,3,24.333333333333332,5,3,3,3,2
20007392611,3,2,1,34.333333333333336,3,1,3,4,1
20007392615,3,1,2,40.333333333333336,2,0,6,4,2
20007392616,3,1,2,30.666666666666668,3,1,3,4,1
20007392620,2,1,1,25.5,2,0,3,4,1
20007392623,6,2,4,22.333333333333332,6,3,3,3,2
20007392707,4,2,2,19.0,3,1,1,4,1
20007392708,2,1,1,52.5,1,0,3,4,1
20007392714,1,0,1,74.0,0,0,6,0,3
20007392716,3,1,2,44.666666666666664,3,1,3,4,1
20007392720,4,2,2,25.0,4,2,3,3,1
20007392723,5,3,2,17.4,4,2,3,3,2
20009392809,1,1,0,34.0,1,0,9,4,2
20009392811,1,1,0,57.0,1,0,0,4,1
20009392813,2,1,1,42.0,0,0,6,4,1
20009392814,2,1,1,64.5,0,0,6,1,1
20009392820,1,1,0,34.0,1,0,3,4,2
20009392823,1,0,1,74.0,0,0,6,1,3
20009392908,3,1,2,45.666666666666664,3,0,3,0,1
20009392909,4,2,2,25.25,3,0,3,4,1
20009392913,2,1,1,54.5,2,0,3,4,1
20009392914,3,1,2,38.666666666666664,3,1,3,4,1
