Address,member,ISCO_w,ISIC_w,hours_w,days_w,income_w_m,income_w_y,netincome_w_m,netincome_w_y,Fasl,year
20201406314,1,8342,49230,10.0,4.0,16000000,192000000,16000000,192000000,1,98
20201406323,1,9211,1610,9.0,4.0,15000000,180000000,15000000,180000000,1,98
20201406323,3,7231,45200,9.0,6.0,3000000,39000000,3000000,39000000,1,98
20225415917,1,6221,3220,9.0,6.0,7500000,95000000,7500000,95000000,1,98
20225415914,1,7111,41000,9.0,3.0,12000000,144000000,12000000,144000000,1,98
20225415914,3,7411,43210,7.0,2.0,6000000,72000000,6000000,72000000,1,98
20227416313,1,5411,35100,9.0,6.0,25619700,327436400,24338715,312064580,1,98
20204407907,1,9211,1610,8.0,3.0,5400000,64800000,5400000,64800000,1,98
20204407907,5,9211,1610,8.0,3.0,6600000,79200000,6600000,79200000,1,98
20204407908,1,9211,1610,8.0,4.0,8000000,72000000,8000000,72000000,1,98
20204407908,2,9211,1610,8.0,3.0,4800000,43200000,4800000,43200000,1,98
20225415908,3,7127,43220,8.0,5.0,7000000,84000000,7000000,84000000,1,98
20205408723,1,5224,47213,14.0,6.0,55000000,710000000,54223800,700685600,1,98
20207409514,1,9314,41000,8.0,4.0,0,35000000,0,35000000,1,98
20207409514,2,9111,81210,5.0,2.0,3200000,19200000,3200000,19200000,1,98
20207409514,2,5322,97000,9.5,7.0,0,54000000,0,54000000,1,98
20225415508,1,9314,41000,10.0,3.0,7200000,72000000,7200000,72000000,1,98
20225415508,2,9211,1610,9.0,5.0,9000000,45000000,9000000,45000000,1,98
20218413108,1,2144,19200,8.0,6.0,33840000,416080000,31470134,387641608,1,98
20202407508,1,4214,10712,9.0,6.0,25500000,331500000,22054950,289659400,1,98
20202407508,2,2341,85102,6.0,5.0,23840000,294555000,21090000,261555000,1,98
20202407514,3,8152,13933,9.0,6.0,17550000,240600000,16321500,225858000,1,98
20227416317,1,7212,10800,8.0,6.0,14179000,180148000,13470050,171640600,1,98
20219413508,1,9314,41000,8.0,4.0,0,84000000,0,84000000,1,98
20219413508,1,9211,1120,8.0,5.0,15000000,60000000,15000000,60000000,1,98
20216412311,3,7122,43300,8.0,6.0,15000000,180000000,15000000,180000000,1,98
20204407920,1,5132,52240,8.0,6.0,26586000,364032000,25338934,349067208,1,98
20219413514,2,9211,1120,8.0,5.0,11000000,33000000,11000000,33000000,1,98
20219413514,3,510,84230,8.0,6.0,1756250,21075000,1756250,21075000,1,98
20219413514,4,5224,47590,8.0,6.0,5000000,60000000,5000000,60000000,1,98
20218413120,1,5132,22190,8.0,6.0,19500000,253500000,18681467,243677604,1,98
20220413917,1,2432,2400,8.0,6.0,16000000,202000000,15440000,195280000,1,98
20215411923,1,9314,41000,9.0,4.0,12800000,153600000,12800000,153600000,1,98
