Address,member,ISCO_s,ISIC_s,status_s,agriculture,hours_s,days_s,Total_cost,sale,income_s_y,Fasl,year
10003003229,1,6111.0,1110.0,5,1,3.0,4.0,45000000.0,75000000.0,30000000,1,1401
10003003229,1,6121.0,1440.0,5,1,5.0,7.0,42500000.0,86000000.0,43500000,1,1401
10011009720,1,6121.0,1440.0,5,1,9.0,7.0,142000000.0,350000000.0,208000000,1,1401
10011009735,1,9129.0,96010.0,4,2,12.0,6.0,1100000000.0,1580000000.0,480000000,1,1401
10003003235,4,6111.0,1110.0,5,1,8.0,3.0,88000000.0,250000000.0,162000000,1,1401
10001000235,1,6121.0,1440.0,5,1,8.0,7.0,2000000000.0,6000000000.0,4000000000,1,1401
10003003232,3,5224.0,47212.0,5,2,10.0,7.0,588000000.0,663000000.0,75000000,1,1401
10005004624,1,6112.0,1240.0,5,1,6.0,5.0,9000000.0,140000000.0,131000000,1,1401
10001001532,1,6111.0,1110.0,5,1,10.0,7.0,178000000.0,900000000.0,722000000,1,1401
10001001520,1,7113.0,43300.0,5,2,10.0,6.0,0.0,540000000.0,540000000,1,1401
10006005935,1,8322.0,49230.0,5,2,8.0,2.0,35000000.0,95000000.0,60000000,1,1401
10004004235,1,6111.0,1110.0,5,1,6.0,6.0,177500000.0,230000000.0,52500000,1,1401
10004004235,1,8322.0,49220.0,4,2,8.0,5.0,123000000.0,320000000.0,197000000,1,1401
10009008532,1,6121.0,1440.0,5,1,5.0,7.0,170000000.0,1020000000.0,850000000,1,1401
10010009335,1,5224.0,47213.0,5,2,9.0,7.0,4334000000.0,5200000000.0,866000000,1,1401
10010009335,1,6121.0,1440.0,4,1,4.0,7.0,1270000000.0,1880000000.0,610000000,1,1401
10002002832,1,7115.0,25110.0,5,2,8.0,6.0,2485000000.0,2885000000.0,400000000,1,1401
10006006830,1,6112.0,1240.0,5,1,10.0,7.0,42000000.0,200000000.0,158000000,1,1401
10010009321,1,6111.0,1110.0,5,1,7.0,3.0,182000000.0,720000000.0,538000000,1,1401
10006005924,1,7517.0,10711.0,4,2,10.0,6.0,1216560000.0,2026000000.0,809440000,1,1401
10007007232,1,6111.0,1110.0,5,1,8.0,5.0,235000000.0,345000000.0,110000000,1,1401
10013010623,1,6111.0,1110.0,5,1,3.0,2.0,16100000.0,35000000.0,18900000,1,1401
10006005526,1,7412.0,33140.0,5,2,6.0,4.0,4000000.0,180000000.0,176000000,1,1401
10006005526,2,6111.0,1110.0,4,1,7.0,5.0,62000000.0,120000000.0,58000000,1,1401
10006005532,1,8322.0,49230.0,5,2,8.0,4.0,305000000.0,905000000.0,600000000,1,1401
10006005532,3,3324.0,45100.0,4,2,8.0,6.0,3144000000.0,3600000000.0,456000000,1,1401
10009008121,1,6111.0,1110.0,5,1,7.0,2.0,77000000.0,150000000.0,73000000,1,1401
10013010632,3,7231.0,45200.0,5,2,8.0,6.0,236000000.0,416000000.0,180000000,1,1401
10013010632,1,6111.0,1110.0,4,1,8.0,5.0,193000000.0,290000000.0,97000000,1,1401
10001001932,3,8322.0,49230.0,5,2,10.0,7.0,90000000.0,570000000.0,480000000,1,1401
10010008935,1,6111.0,1110.0,5,1,6.0,7.0,375850000.0,1170000000.0,794150000,1,1401
10010008935,1,6121.0,1440.0,5,1,4.0,7.0,539000000.0,582400000.0,43400000,1,1401
10005005135,1,5224.0,47730.0,5,2,10.0,7.0,150000000.0,510000000.0,360000000,1,1401
10012010120,1,6112.0,1240.0,5,1,9.0,7.0,685000000.0,1930000000.0,1245000000,1,1401
10010008932,1,6111.0,1110.0,5,1,8.0,7.0,342500000.0,750000000.0,407500000,1,1401
10007007723,1,7412.0,33140.0,5,2,10.0,6.0,48000000.0,228000000.0,180000000,1,1401
10007007725,1,8322.0,49230.0,5,2,10.0,6.0,530000000.0,1010000000.0,480000000,1,1401
10012010123,1,6111.0,1110.0,5,1,5.0,3.0,40500000.0,137000000.0,96500000,1,1401
10012010123,1,6112.0,1240.0,5,1,10.0,4.0,76600000.0,560000000.0,483400000,1,1401
10007007732,1,5224.0,77220.0,5,2,10.0,7.0,105000000.0,585000000.0,480000000,1,1401
10004003826,1,6111.0,1110.0,5,1,5.0,3.0,67000000.0,120000000.0,53000000,1,1401
10004003826,1,6112.0,1240.0,5,1,6.0,2.0,8000000.0,50000000.0,42000000,1,1401
10012010129,1,6112.0,1240.0,5,1,12.0,7.0,304000000.0,410000000.0,106000000,1,1401
10012010129,1,6121.0,1440.0,5,1,5.0,7.0,140000000.0,170000000.0,30000000,1,1401
10001001128,3,8322.0,49230.0,5,2,9.0,6.0,120000000.0,700000000.0,580000000,1,1401
10001001128,1,5224.0,47590.0,5,2,8.0,6.0,700000000.0,1300000000.0,600000000,1,1401
10005005124,1,5224.0,47212.0,5,2,12.0,7.0,335000000.0,815000000.0,480000000,1,1401
10004003835,1,7231.0,45400.0,5,2,8.0,6.0,87000000.0,357000000.0,270000000,1,1401
10012010135,1,6112.0,1240.0,5,1,8.0,5.0,33000000.0,350000000.0,317000000,1,1401
10012010128,1,6111.0,1110.0,5,1,5.0,7.0,170000000.0,230000000.0,60000000,1,1401
10012010128,1,6112.0,1240.0,5,1,3.0,7.0,85000000.0,160000000.0,75000000,1,1401
10001001132,1,8322.0,49230.0,5,2,9.0,6.0,120000000.0,720000000.0,600000000,1,1401
10001002425,1,5224.0,47212.0,5,2,9.0,7.0,540000000.0,1200000000.0,660000000,1,1401
10012010132,1,5224.0,47212.0,5,2,10.0,7.0,3664500000.0,4024500000.0,360000000,1,1401
10009008520,1,8322.0,49220.0,5,2,10.0,7.0,130000000.0,466000000.0,336000000,1,1401
10011009732,1,6111.0,1110.0,5,1,8.0,4.0,92000000.0,225000000.0,133000000,1,1401
10011009732,3,6121.0,1440.0,5,1,10.0,7.0,182000000.0,384000000.0,202000000,1,1401
10001001125,1,5224.0,47590.0,5,2,8.0,6.0,560000000.0,1200000000.0,640000000,1,1401
10113024027,1,6111.0,1120.0,4,1,3.0,4.0,21000000.0,176000000.0,155000000,1,1401
10113024035,1,7422.0,47410.0,5,2,9.0,6.0,725400000.0,1445400000.0,720000000,1,1401
10113024026,1,3324.0,45100.0,5,2,5.0,3.0,0.0,550000000.0,550000000,1,1401
10113024026,1,6111.0,1120.0,4,1,6.0,3.0,116100000.0,195000000.0,78900000,1,1401
10108020432,1,7522.0,31000.0,5,2,8.0,6.0,5933000000.0,6808000000.0,875000000,1,1401
10101011229,1,3334.0,68200.0,5,2,5.0,3.0,3500000.0,868500000.0,865000000,1,1401
10103013220,1,8322.0,49220.0,5,2,8.0,6.0,94000000.0,489000000.0,395000000,1,1401
10103013626,1,1324.0,49220.0,5,2,12.0,7.0,21200000.0,441200000.0,420000000,1,1401
