Address,member,subsidy_number,subsidy_month,subsidy,Fasl,year
10106018032,1,1.0,12.0,1960000,1,1401
10106018032,2,2.0,12.0,10920000,1,1401
10109020835,1,1.0,12.0,1610000,1,1401
10109020824,1,1.0,12.0,1610000,1,1401
10109020824,2,2.0,12.0,10920000,1,1401
10106018035,1,1.0,12.0,1960000,1,1401
10106018035,2,3.0,12.0,16380000,1,1401
10105016026,1,3.0,12.0,16380000,1,1401
10108020421,1,1.0,12.0,1960000,1,1401
10108020421,2,1.0,12.0,5460000,1,1401
10105015624,1,1.0,12.0,1960000,1,1401
10105015624,2,2.0,12.0,10920000,1,1401
10105015629,1,1.0,12.0,1960000,1,1401
10105015629,2,2.0,12.0,10920000,1,1401
10106018023,1,1.0,12.0,1960000,1,1401
10106018023,2,3.0,12.0,16380000,1,1401
10106018420,1,1.0,12.0,1610000,1,1401
10106018420,2,2.0,12.0,10920000,1,1401
10107019223,1,1.0,12.0,1960000,1,1401
10107019223,2,2.0,12.0,10920000,1,1401
10107019232,1,1.0,12.0,1960000,1,1401
10107019232,2,1.0,12.0,5460000,1,1401
10104014435,1,1.0,12.0,1960000,1,1401
10104014435,2,1.0,12.0,5460000,1,1401
10104014424,1,1.0,12.0,1960000,1,1401
10104014424,2,1.0,12.0,5460000,1,1401
10104014429,1,1.0,12.0,1960000,1,1401
10104014429,2,3.0,12.0,16380000,1,1401
10104014432,1,1.0,12.0,1960000,1,1401
10104014432,2,2.0,12.0,10920000,1,1401
10104014426,1,4.0,12.0,21840000,1,1401
10105016826,1,1.0,12.0,1960000,1,1401
10105016826,2,1.0,12.0,5460000,1,1401
10105016835,1,1.0,12.0,1960000,1,1401
10105016835,2,2.0,12.0,10920000,1,1401
10105016832,1,1.0,12.0,1960000,1,1401
10105016832,2,3.0,12.0,16380000,1,1401
10105016830,1,2.0,12.0,10920000,1,1401
10105016823,1,1.0,12.0,1960000,1,1401
10105016823,2,3.0,12.0,16380000,1,1401
10105016820,1,1.0,12.0,1960000,1,1401
10105016820,2,3.0,12.0,16380000,1,1401
10111022832,1,3.0,12.0,16380000,1,1401
10111022835,1,1.0,12.0,1960000,1,1401
10111022835,2,2.0,12.0,10920000,1,1401
10111022824,1,2.0,12.0,10920000,1,1401
10111022827,1,1.0,12.0,1960000,1,1401
10111022827,2,3.0,12.0,16380000,1,1401
10115025226,1,1.0,12.0,1960000,1,1401
10115025226,2,2.0,12.0,10920000,1,1401
10115025232,1,1.0,12.0,1960000,1,1401
10115025232,2,4.0,12.0,21840000,1,1401
10115025229,1,1.0,12.0,1960000,1,1401
10115025229,2,2.0,12.0,10920000,1,1401
10115025222,1,1.0,12.0,1960000,1,1401
10115025222,2,2.0,12.0,10920000,1,1401
10110021620,1,3.0,12.0,16380000,1,1401
10110021635,1,1.0,12.0,1960000,1,1401
10110021635,2,2.0,12.0,10920000,1,1401
10110021629,1,1.0,12.0,1960000,1,1401
10110021629,2,1.0,12.0,5460000,1,1401
10110021629,3,2.0,12.0,10920000,1,1401
10110021632,1,1.0,12.0,1960000,1,1401
10110021632,2,2.0,12.0,10920000,1,1401
10105016425,1,1.0,12.0,1260000,1,1401
10105016425,2,2.0,12.0,10920000,1,1401
10101011620,1,3.0,12.0,16380000,1,1401
10112023632,1,1.0,12.0,1260000,1,1401
10112023632,2,2.0,12.0,10920000,1,1401
10104014035,1,1.0,12.0,1260000,1,1401
10104014035,2,2.0,12.0,10920000,1,1401
10109021235,1,1.0,12.0,1260000,1,1401
10109021235,2,1.0,12.0,5460000,1,1401
10104014026,1,1.0,12.0,1260000,1,1401
10104014026,2,1.0,12.0,5460000,1,1401
10101011635,1,1.0,12.0,1260000,1,1401
10101011635,2,2.0,12.0,10920000,1,1401
10101011623,1,1.0,12.0,1260000,1,1401
10101011623,2,3.0,12.0,16380000,1,1401
10101011629,1,1.0,12.0,1260000,1,1401
10101011629,2,1.0,12.0,5460000,1,1401
10104014027,1,3.0,12.0,16380000,1,1401
10112023630,1,1.0,12.0,1260000,1,1401
10112023630,2,2.0,12.0,10920000,1,1401
10109021223,1,1.0,12.0,1260000,1,1401
10109021223,2,2.0,12.0,10920000,1,1401
10105016435,1,1.0,12.0,1260000,1,1401
10105016432,1,1.0,12.0,1260000,1,1401
10105016432,2,3.0,12.0,16380000,1,1401
10106018430,1,1.0,12.0,1610000,1,1401
10109021229,1,1.0,12.0,1260000,1,1401
10109021229,2,2.0,12.0,10920000,1,1401
10105016035,1,1.0,12.0,1610000,1,1401
10105016035,2,1.0,12.0,5460000,1,1401
10107018819,1,1.0,12.0,5460000,1,1401
10104014032,1,1.0,12.0,1260000,1,1401
10104014032,2,1.0,12.0,5460000,1,1401
10109021228,1,1.0,12.0,1260000,1,1401
10109021228,2,1.0,12.0,5460000,1,1401
10109021232,1,2.0,12.0,10920000,1,1401
10112023620,1,1.0,12.0,5460000,1,1401
10112023629,1,1.0,12.0,1260000,1,1401
10112023629,2,3.0,12.0,16380000,1,1401
10105016419,1,1.0,12.0,1260000,1,1401
10105016419,2,2.0,12.0,10920000,1,1401
10112023619,1,1.0,12.0,1260000,1,1401
10112023619,2,2.0,12.0,10920000,1,1401
10104014023,1,1.0,12.0,1260000,1,1401
10104014023,2,2.0,12.0,10920000,1,1401
10107018832,1,1.0,12.0,1260000,1,1401
10107018832,2,3.0,12.0,16380000,1,1401
10107018835,1,1.0,12.0,1260000,1,1401
10107018835,2,1.0,12.0,5460000,1,1401
10107018827,1,1.0,12.0,1260000,1,1401
10107018827,2,2.0,12.0,10920000,1,1401
10107018829,1,1.0,12.0,1260000,1,1401
10107018829,2,2.0,12.0,10920000,1,1401
10104014020,1,1.0,12.0,1260000,1,1401
10104014020,2,1.0,12.0,5460000,1,1401
10106018432,1,1.0,12.0,1610000,1,1401
10106018432,2,3.0,12.0,16380000,1,1401
10112023635,1,1.0,12.0,1260000,1,1401
10105016423,1,1.0,12.0,1260000,1,1401
10105016423,2,1.0,12.0,5460000,1,1401
10107018823,1,1.0,12.0,1260000,1,1401
10107018823,2,2.0,12.0,10920000,1,1401
10101010820,1,1.0,12.0,1960000,1,1401
10101010820,2,3.0,12.0,16380000,1,1401
10113024021,1,1.0,12.0,1960000,1,1401
10113024021,1,1.0,6.0,2730000,1,1401
10113024021,1,1.0,12.0,5460000,1,1401
10104014419,1,2.0,12.0,10920000,1,1401
10102012032,1,1.0,12.0,1960000,1,1401
10102012032,2,1.0,12.0,5460000,1,1401
10101011220,1,1.0,12.0,1610000,1,1401
10101011220,2,3.0,12.0,16380000,1,1401
10101011632,1,1.0,12.0,1260000,1,1401
10101011632,2,3.0,12.0,16380000,1,1401
10103013632,1,3.0,12.0,16380000,1,1401
10105015635,1,1.0,12.0,1960000,1,1401
10105015635,2,1.0,12.0,5460000,1,1401
10109020822,1,1.0,12.0,1610000,1,1401
10109020822,2,3.0,12.0,16380000,1,1401
10110021626,1,1.0,12.0,1960000,1,1401
10110021626,2,2.0,12.0,10920000,1,1401
10110021623,1,1.0,12.0,1960000,1,1401
10110021623,2,3.0,12.0,16380000,1,1401
10116025632,1,1.0,12.0,1610000,1,1401
10116025632,2,2.0,12.0,10920000,1,1401
10110022026,1,1.0,12.0,1610000,1,1401
10110022026,2,3.0,12.0,16380000,1,1401
10105017235,1,1.0,12.0,1610000,1,1401
10105017235,2,4.0,12.0,21840000,1,1401
10111023223,1,1.0,12.0,1610000,1,1401
10111023223,2,2.0,12.0,10920000,1,1401
10116025621,1,1.0,12.0,1610000,1,1401
10116025621,2,2.0,12.0,10920000,1,1401
10102012420,1,1.0,12.0,1610000,1,1401
10102012420,2,1.0,12.0,5460000,1,1401
10102012432,1,1.0,12.0,1610000,1,1401
10102012432,2,2.0,12.0,10920000,1,1401
10113024429,1,5.0,12.0,27300000,1,1401
10102012422,1,1.0,12.0,1610000,1,1401
10102012422,2,1.0,12.0,5460000,1,1401
10102012426,1,1.0,12.0,1610000,1,1401
10102012426,2,2.0,12.0,10920000,1,1401
10113024432,1,1.0,12.0,1610000,1,1401
10113024432,2,2.0,12.0,10920000,1,1401
10113024420,1,1.0,12.0,5460000,1,1401
