Address,member,Total_income,Fasl,year
10109020838,3,24000000,1,1401
10109020841,1,97240000,1,1401
10109020841,2,30300000,1,1401
10109020841,3,60300000,1,1401
10109021228,1,96630000,1,1401
10109021228,2,10000000,1,1401
10109021229,1,532480000,1,1401
10109021234,1,94130000,1,1401
10109021234,2,4500000,1,1401
10109021238,1,860000000,1,1401
10109021238,2,856000000,1,1401
10109021241,1,787520000,1,1401
10109021241,2,5000000,1,1401
10110021626,1,17940000,1,1401
10110021630,1,15890000,1,1401
10110021630,2,4700000,1,1401
10110021630,3,56190000,1,1401
10110021634,1,17940000,1,1401
10110021636,1,17940000,1,1401
10110021638,1,23540000,1,1401
10110021638,2,5300000,1,1401
10110021641,1,517390000,1,1401
10110022025,1,27720000,1,1401
10110022027,1,101940000,1,1401
10110022027,2,20000000,1,1401
10110022027,3,5000000,1,1401
10110022027,4,5000000,1,1401
10110022035,1,28660000,1,1401
10110022035,2,61600000,1,1401
10110022036,1,618660000,1,1401
10110022036,2,5000000,1,1401
10110022038,1,851300000,1,1401
10110022041,1,69100000,1,1401
10111022427,1,32480000,1,1401
10111022432,1,122300000,1,1401
10111022432,2,5300000,1,1401
10111022432,3,15000000,1,1401
10111022434,1,762660000,1,1401
10111022438,1,900800000,1,1401
10111022438,2,1004800000,1,1401
10111022441,1,69050000,1,1401
10111022825,1,5300000,1,1401
10111022825,2,5300000,1,1401
10111022825,3,5300000,1,1401
10111022827,1,487000000,1,1401
10111022827,3,15000000,1,1401
10111022827,4,10000000,1,1401
10111022831,1,22740000,1,1401
10111022831,2,4850000,1,1401
10111022833,1,339940000,1,1401
10111022838,1,17940000,1,1401
10111022838,3,9000000,1,1401
10111022841,1,581150000,1,1401
10111023226,1,592000000,1,1401
10111023226,2,1072000000,1,1401
10111023227,1,82900000,1,1401
10111023232,1,556000000,1,1401
10111023235,1,447900000,1,1401
10111023238,1,62300000,1,1401
10111023238,2,15000000,1,1401
10111023241,1,12000000,1,1401
10112023629,1,117520000,1,1401
10112023629,2,5300000,1,1401
10112023629,3,10300000,1,1401
10112023629,4,8500000,1,1401
10112023630,1,367980000,1,1401
10112023630,2,54500000,1,1401
10112023632,1,832480000,1,1401
10112023635,1,64350000,1,1401
10112023638,1,41750000,1,1401
10112023641,1,37680000,1,1401
10112023641,2,5000000,1,1401
10112023641,3,5000000,1,1401
10113024028,3,12000000,1,1401
10113024031,1,26960000,1,1401
10113024031,2,4700000,1,1401
10113024031,3,4900000,1,1401
10113024032,1,868150000,1,1401
10113024038,1,34560000,1,1401
10113024038,3,15000000,1,1401
10113024426,1,948960000,1,1401
10113024426,2,5300000,1,1401
10113024430,1,54600000,1,1401
10113024430,3,4500000,1,1401
10113024430,4,6000000,1,1401
10113024430,5,15000000,1,1401
10113024432,1,52860000,1,1401
10113024432,2,5000000,1,1401
10113024432,3,5000000,1,1401
10113024432,4,15000000,1,1401
10113024436,1,363900000,1,1401
10113024438,1,759940000,1,1401
10113024441,1,529840000,1,1401
10113024441,2,5200000,1,1401
10113024441,3,4900000,1,1401
10114024826,1,23920000,1,1401
10114024826,2,5200000,1,1401
10114024826,3,5300000,1,1401
10114024827,1,5000000,1,1401
10114024827,2,5000000,1,1401
10114024834,1,874550000,1,1401
10114024835,1,148180000,1,1401
10114024835,3,10000000,1,1401
10114024838,1,32480000,1,1401
10114024841,1,22500000,1,1401
10114024841,2,5000000,1,1401
10114024841,3,7000000,1,1401
10115025228,1,23440000,1,1401
10115025228,2,5300000,1,1401
10115025228,3,5300000,1,1401
10115025232,1,65950000,1,1401
10115025232,2,4300000,1,1401
10115025232,3,4300000,1,1401
10115025232,4,8300000,1,1401
10115025232,5,10300000,1,1401
10115025236,1,1160000000,1,1401
10115025238,1,22680000,1,1401
10115025238,2,5000000,1,1401
10115025238,3,12200000,1,1401
10115025241,1,22940000,1,1401
10115025241,2,5000000,1,1401
10115025241,3,5300000,1,1401
10116025627,1,109250000,1,1401
10116025629,1,46900000,1,1401
10116025635,1,68260000,1,1401
10116025636,1,217460000,1,1401
10116025636,2,40000000,1,1401
10116025636,3,35000000,1,1401
10116025638,1,740660000,1,1401
10116025638,2,5000000,1,1401
10116025641,1,788840000,1,1401
10116025641,2,4750000,1,1401
10116025641,3,4800000,1,1401
10116025641,4,4800000,1,1401
10116026026,1,878480000,1,1401
10116026026,2,5000000,1,1401
10116026029,1,38480000,1,1401
10116026033,1,23330000,1,1401
10116026035,1,18920000,1,1401
10116026038,1,790830000,1,1401
10116026038,2,5800000,1,1401
10116026038,3,8000000,1,1401
10116026041,1,46070000,1,1401
10116026041,2,3850000,1,1401
10116026041,3,8000000,1,1401
10116026041,4,5000000,1,1401
10201026229,1,654000000,1,1401
10201026232,1,800000000,1,1401
10201026626,1,249050000,1,1401
10201026635,1,521500000,1,1401
10202027029,1,31800000,1,1401
10202027032,1,50500000,1,1401
10202027035,1,22300000,1,1401
10202027038,1,31800000,1,1401
10202027041,1,159500000,1,1401
10202027426,1,1273560000,1,1401
10202027432,1,40640000,1,1401
10202027435,1,50000000,1,1401
10202027438,1,20000000,1,1401
10202027835,1,6000000,1,1401
10202027838,1,604000000,1,1401
10202027841,1,9000000,1,1401
10204028226,1,38780000,1,1401
10204028229,1,117800000,1,1401
10204028235,1,795270000,1,1401
10204028241,1,1086480000,1,1401
10205028626,1,70900000,1,1401
10205028632,1,25760000,1,1401
10205028635,1,42060000,1,1401
10205028638,1,16560000,1,1401
10205028638,3,94500000,1,1401
10205028641,1,1682960000,1,1401
10206029026,1,17330000,1,1401
10206029027,1,992230000,1,1401
10206029035,1,30920000,1,1401
10206029038,1,932330000,1,1401
10206029041,1,16080000,1,1401
10207029429,1,1061600000,1,1401
10207029431,1,1109000000,1,1401
10207029435,1,40500000,1,1401
10207029441,1,6000000,1,1401
10207029825,1,62360000,1,1401
10207029826,1,67360000,1,1401
10207029832,1,11000000,1,1401
10207030226,1,925580000,1,1401
10207030228,1,564120000,1,1401
10207030232,1,1008930000,1,1401
10207030233,1,49920000,1,1401
10207030238,1,957550000,1,1401
10207030241,1,944180000,1,1401
10208030627,1,1192740000,1,1401
10208030629,1,680370000,1,1401
10208030632,1,719350000,1,1401
10208030632,2,5750000,1,1401
10208030634,1,46600000,1,1401
10208030634,2,5750000,1,1401
10208030638,1,871300000,1,1401
10208030641,1,593100000,1,1401
10210031026,1,489800000,1,1401
10210031028,1,260900000,1,1401
10210031038,1,540200000,1,1401
10210031426,3,11890000,1,1401
10210031434,1,24180000,1,1401
10210031435,1,965000000,1,1401
10210031441,1,11650000,1,1401
10214031826,1,11300000,1,1401
10214031826,3,5300000,1,1401
10214031829,1,15300000,1,1401
10214031835,1,29300000,1,1401
10214031838,1,7300000,1,1401
10214031841,1,31300000,1,1401
10215032238,1,145060000,1,1401
10215032241,1,484640000,1,1401
10216032626,1,627580000,1,1401
10216032632,1,35540000,1,1401
10216032634,1,44980000,1,1401
10216032638,1,200000000,1,1401
10216032641,1,11540000,1,1401
10218033026,1,1326500000,1,1401
10218033029,1,320000000,1,1401
10218033038,1,23300000,1,1401
10218033041,1,945800000,1,1401
10219033425,1,18560000,1,1401
10219033429,1,1107360000,1,1401
10219033431,1,1215000000,1,1401
10219033435,1,12360000,1,1401
10219033438,1,1035000000,1,1401
10220033825,1,24560000,1,1401
10220033826,1,1010000000,1,1401
10220033826,2,855000000,1,1401
10220033832,1,14000000,1,1401
10220033835,1,265060000,1,1401
10221034226,1,874300000,1,1401
10221034229,1,1139036800,1,1401
10221034232,1,321580000,1,1401
10221034235,1,47700000,1,1401
10221034235,3,36000000,1,1401
10221034238,1,315860000,1,1401
10223034629,1,53900000,1,1401
10223034632,1,22080000,1,1401
10223034634,1,54600000,1,1401
10223034638,1,85700000,1,1401
10224035026,1,747560000,1,1401
10224035029,1,80860000,1,1401
10224035032,1,6000000,1,1401
10224035035,1,785960000,1,1401
10224035038,1,37640000,1,1401
10224035041,1,60860000,1,1401
10227035426,1,936000000,1,1401
10227035429,1,1237250000,1,1401
10227035431,1,2068400000,1,1401
10227035435,1,872450000,1,1401
10227035438,1,15500000,1,1401
10302036025,1,733360000,1,1401
10302036026,1,627640000,1,1401
10302036032,1,31060000,1,1401
10302036034,1,985000000,1,1401
10302036038,1,100000000,1,1401
10302036041,1,677900000,1,1401
10303036526,1,527000000,1,1401
10303036528,1,897410000,1,1401
10303036532,1,517910000,1,1401
10303036535,1,37000000,1,1401
10303036538,1,90000000,1,1401
10303036541,1,60790000,1,1401
10303036925,1,600000000,1,1401
10303036925,3,649410000,1,1401
10303036928,1,219710000,1,1401
10303036931,1,948650000,1,1401
10303036936,1,170210000,1,1401
10303036938,1,1586400000,1,1401
10303036941,1,615000000,1,1401
10303036941,3,33950000,1,1401
10303037528,1,872360000,1,1401
10303037530,1,20000000,1,1401
10303037531,1,120000000,1,1401
10303037535,1,1210000000,1,1401
10303037538,1,2000000000,1,1401
10303037541,1,14400000,1,1401
10303037929,1,20000000,1,1401
10303037930,1,37030000,1,1401
10303037932,1,506000000,1,1401
10303037935,1,37030000,1,1401
10303037941,1,900000000,1,1401
10303038427,1,441440000,1,1401
10303038432,1,39730000,1,1401
10303038436,1,25000000,1,1401
10303038438,1,1225000000,1,1401
10303038441,1,475000000,1,1401
10303038928,1,641600000,1,1401
10303038930,1,794000000,1,1401
10303038932,1,34600000,1,1401
10303038935,1,612000000,1,1401
10303038938,1,409360000,1,1401
10303038941,1,10000000,1,1401
10303039426,1,532000000,1,1401
10303039429,1,268610000,1,1401
10303039432,1,43500000,1,1401
10303039435,1,47210000,1,1401
10303039438,1,520000000,1,1401
10303039441,1,92500000,1,1401
10303039929,1,28800000,1,1401
10303039930,1,128000000,1,1401
10303039931,1,523800000,1,1401
10303039935,1,512820000,1,1401
10303039938,1,36500000,1,1401
10303039941,1,304820000,1,1401
10303039941,4,78560000,1,1401
10303040325,1,6000000,1,1401
10303040330,1,659000000,1,1401
10303040335,1,521000000,1,1401
10303040336,1,25000000,1,1401
10303040338,1,865000000,1,1401
10303040341,1,834000000,1,1401
10303040929,1,25000000,1,1401
10303040930,1,25000000,1,1401
10303040931,1,22000000,1,1401
10303040934,1,471000000,1,1401
10303040938,1,121000000,1,1401
10303040941,1,22000000,1,1401
10303041326,1,724800000,1,1401
10303041330,1,215450000,1,1401
10303041332,1,141920000,1,1401
10303041336,1,35000000,1,1401
10303041336,2,702000000,1,1401
10303041338,1,39000000,1,1401
10303041341,1,257000000,1,1401
10303041829,1,49600000,1,1401
10303041830,1,439640000,1,1401
10303041833,1,30640000,1,1401
10303041834,1,15600000,1,1401
10303041838,1,217800000,1,1401
10303041841,1,14800000,1,1401
10305042427,1,52050000,1,1401
10305042429,1,105000000,1,1401
10305042429,2,820000000,1,1401
10305042432,1,54210000,1,1401
10305042436,1,225000000,1,1401
10305042438,1,94290000,1,1401
10305042441,1,53000000,1,1401
10306043026,1,272300000,1,1401
10306043026,2,4800000,1,1401
10306043027,1,5000000,1,1401
10306043027,2,805000000,1,1401
10306043031,1,338000000,1,1401
10306043038,1,307500000,1,1401
10306043041,1,52300000,1,1401
10306043041,2,10500000,1,1401
10307043426,1,27700000,1,1401
10307043429,1,52000000,1,1401
10307043431,1,36640000,1,1401
10307043432,1,166000000,1,1401
10307043432,3,130700000,1,1401
10307043438,1,45000000,1,1401
10307043438,4,321700000,1,1401
10307043441,1,37360000,1,1401
