Address,member,subsidy_number,subsidy_month,subsidy,Fasl,year
10001000126,1,2,4,3640000,4,1401
10001000130,1,1,4,420000,4,1401
10001000132,1,1,4,420000,4,1401
10001000132,2,1,4,1820000,4,1401
10001000135,1,1,4,420000,4,1401
10001000135,2,1,4,1820000,4,1401
10001000138,1,1,4,420000,4,1401
10001000138,2,2,4,3640000,4,1401
10001000141,1,2,4,3640000,4,1401
10001000526,1,1,3,315000,4,1401
10001000526,2,3,3,4095000,4,1401
10001000531,1,2,3,2730000,4,1401
10001000533,1,1,3,315000,4,1401
10001000533,2,3,3,4095000,4,1401
10001000538,1,1,3,315000,4,1401
10001000538,2,3,3,4095000,4,1401
10001000541,1,1,3,315000,4,1401
10001001036,1,2,2,910000,4,1401
10001001038,1,1,2,210000,4,1401
10001001038,2,4,2,3640000,4,1401
10001001041,1,2,2,1820000,4,1401
10001001428,1,1,4,420000,4,1401
10001001428,2,3,4,5460000,4,1401
10001001429,1,1,4,420000,4,1401
10001001435,1,1,4,420000,4,1401
10001001435,2,3,4,5460000,4,1401
10001001436,1,1,4,420000,4,1401
10001001436,2,3,4,5460000,4,1401
10001001438,1,1,4,420000,4,1401
10001001438,2,2,4,3640000,4,1401
10001001441,1,1,4,1820000,4,1401
10001001825,1,3,3,4095000,4,1401
10001001826,1,1,3,315000,4,1401
10001001826,2,3,3,4095000,4,1401
10001001835,1,1,3,315000,4,1401
10001001835,2,2,3,1365000,4,1401
10001001836,1,1,3,315000,4,1401
10001001836,2,4,3,5460000,4,1401
10001001838,1,1,3,315000,4,1401
10001001838,2,4,3,5460000,4,1401
10001001841,1,2,3,2730000,4,1401
10001002329,1,4,2,3640000,4,1401
10001002330,1,1,2,210000,4,1401
10001002330,2,3,2,2730000,4,1401
10001002332,1,2,2,1820000,4,1401
10001002335,1,2,2,1820000,4,1401
10001002341,1,1,2,210000,4,1401
10001002341,2,2,2,1820000,4,1401
10001002725,1,1,4,420000,4,1401
10001002725,2,3,4,5460000,4,1401
10001002726,1,1,4,420000,4,1401
10001002726,2,2,4,3640000,4,1401
10001002732,1,1,4,420000,4,1401
10001002732,2,3,4,5460000,4,1401
10001002735,1,1,3,315000,4,1401
10001002735,2,3,3,4095000,4,1401
10001002738,1,1,4,420000,4,1401
10001002738,2,2,4,3640000,4,1401
10001002741,1,4,3,5460000,4,1401
10003003126,1,6,3,8190000,4,1401
10003003127,1,1,3,315000,4,1401
10003003127,2,2,3,2730000,4,1401
10003003131,1,1,3,315000,4,1401
10003003131,2,3,3,4095000,4,1401
10003003135,1,1,3,315000,4,1401
10003003135,2,3,3,4095000,4,1401
10003003138,1,5,3,6825000,4,1401
10003003141,1,1,3,315000,4,1401
10003003141,2,3,3,4095000,4,1401
10004003627,1,1,2,210000,4,1401
10004003627,2,4,2,3640000,4,1401
10004003630,1,1,2,210000,4,1401
10004003630,2,2,2,1820000,4,1401
10004003632,1,4,2,3640000,4,1401
10004003636,1,1,2,210000,4,1401
10004003636,2,1,2,910000,4,1401
10004003638,1,4,2,3640000,4,1401
10004003641,1,2,2,1820000,4,1401
10004004125,1,1,4,420000,4,1401
10004004130,1,1,4,420000,4,1401
10004004130,2,1,4,1820000,4,1401
10004004132,1,1,4,420000,4,1401
10004004132,2,3,4,5460000,4,1401
10004004136,1,1,4,420000,4,1401
10004004136,2,1,4,1820000,4,1401
10004004138,1,1,4,420000,4,1401
10004004138,2,2,4,3640000,4,1401
10004004141,1,1,4,420000,4,1401
10004004141,2,2,4,3640000,4,1401
10004004526,1,1,3,315000,4,1401
10004004526,2,2,3,2730000,4,1401
10004004530,1,1,3,315000,4,1401
10004004530,2,2,3,2730000,4,1401
10004004533,1,1,3,315000,4,1401
10004004533,2,1,3,1365000,4,1401
10004004535,1,1,3,315000,4,1401
10004004535,2,3,3,4095000,4,1401
10004004538,1,1,3,315000,4,1401
10004004538,2,3,3,4095000,4,1401
10004004541,1,4,3,5460000,4,1401
10005005026,1,1,2,210000,4,1401
10005005026,2,3,2,2730000,4,1401
10005005027,1,1,2,210000,4,1401
10005005027,2,2,2,1820000,4,1401
10005005033,1,1,2,210000,4,1401
10005005033,2,3,2,2730000,4,1401
10005005035,1,1,2,210000,4,1401
10005005035,2,3,2,2730000,4,1401
10005005038,1,1,2,210000,4,1401
10005005041,1,1,2,210000,4,1401
10006005425,1,1,4,420000,4,1401
10006005425,2,3,4,5460000,4,1401
10006005431,1,1,4,420000,4,1401
10006005431,2,1,4,1820000,4,1401
10006005432,1,1,4,420000,4,1401
10006005432,2,3,4,5460000,4,1401
10006005438,1,4,4,7280000,4,1401
10006005441,1,2,4,3640000,4,1401
10006005825,1,1,3,315000,4,1401
10006005825,2,3,3,4095000,4,1401
10006005830,1,1,3,315000,4,1401
10006005830,2,3,3,4095000,4,1401
10006005832,1,1,3,315000,4,1401
10006005832,2,3,3,4095000,4,1401
10006005835,1,1,3,315000,4,1401
10006005835,2,3,3,4095000,4,1401
10006005838,1,1,3,315000,4,1401
10006005838,2,2,3,2730000,4,1401
10006005841,1,1,3,315000,4,1401
10006005841,2,2,3,2730000,4,1401
10006006230,1,1,2,210000,4,1401
10006006230,2,2,2,1820000,4,1401
10006006233,1,3,2,2730000,4,1401
10006006234,1,3,2,2730000,4,1401
10006006241,1,2,2,1820000,4,1401
10006006725,1,1,4,420000,4,1401
10006006725,2,2,4,3640000,4,1401
10006006730,1,1,4,420000,4,1401
10006006730,2,2,4,3640000,4,1401
10006006733,1,1,4,420000,4,1401
10006006733,2,1,4,1820000,4,1401
10006006735,1,1,4,420000,4,1401
10006006735,2,2,4,3640000,4,1401
10006006738,1,4,4,7280000,4,1401
10006006741,1,1,4,420000,4,1401
10006006741,2,4,4,7280000,4,1401
10007007127,1,1,3,315000,4,1401
10007007127,2,1,3,1365000,4,1401
10007007130,1,1,3,315000,4,1401
10007007130,2,1,3,1365000,4,1401
10007007131,1,1,3,1365000,4,1401
10007007133,1,3,3,4095000,4,1401
10007007138,1,1,3,315000,4,1401
10007007138,2,4,3,5460000,4,1401
10007007141,1,1,3,315000,4,1401
10007007626,1,1,2,210000,4,1401
10007007626,2,1,2,910000,4,1401
10007007627,1,2,2,1820000,4,1401
10007007632,1,1,2,210000,4,1401
10007007632,2,2,2,1820000,4,1401
10009008027,1,4,4,7280000,4,1401
10009008028,1,1,4,420000,4,1401
10009008033,1,1,4,420000,4,1401
10009008033,2,3,4,5460000,4,1401
10009008036,1,3,4,5460000,4,1401
10009008038,1,4,4,7280000,4,1401
10009008425,1,1,3,315000,4,1401
10009008425,2,3,3,4095000,4,1401
10009008429,1,1,3,315000,4,1401
10009008429,2,2,3,2730000,4,1401
10009008435,1,1,3,315000,4,1401
10009008436,1,4,3,5460000,4,1401
10009008438,1,1,2,315000,4,1401
10009008438,2,2,3,2730000,4,1401
10009008441,1,1,3,315000,4,1401
10009008441,2,1,3,1365000,4,1401
10010008825,1,1,2,210000,4,1401
10010008828,1,1,2,210000,4,1401
10010008828,2,2,2,1820000,4,1401
10010008832,1,1,2,910000,4,1401
10010008835,1,1,2,210000,4,1401
10010008835,2,4,2,3640000,4,1401
10010008841,1,1,2,210000,4,1401
10010008841,2,3,2,2730000,4,1401
10010009226,1,1,4,420000,4,1401
10010009226,2,3,4,5460000,4,1401
10010009227,1,1,4,420000,4,1401
10010009227,2,1,4,420000,4,1401
10010009233,1,3,4,5460000,4,1401
10010009235,1,1,4,420000,4,1401
10010009235,2,4,4,7280000,4,1401
10010009238,1,1,4,420000,4,1401
10010009238,2,3,4,5460000,4,1401
10010009241,1,1,4,420000,4,1401
10010009241,2,4,4,7280000,4,1401
10011009626,1,1,3,315000,4,1401
10011009626,2,5,3,6825000,4,1401
10011009629,1,1,3,315000,4,1401
10011009629,2,3,3,4095000,4,1401
10011009634,1,1,3,315000,4,1401
10011009634,2,3,3,4095000,4,1401
10011009636,1,1,3,315000,4,1401
10011009636,2,2,3,2730000,4,1401
10011009638,1,1,3,315000,4,1401
10011009638,2,1,3,1365000,4,1401
10011009641,1,1,3,315000,4,1401
10011009641,2,1,3,1365000,4,1401
10012010025,1,1,2,210000,4,1401
10012010025,2,1,2,910000,4,1401
10012010025,3,1,2,210000,4,1401
10012010026,1,1,2,210000,4,1401
10012010026,2,3,2,2730000,4,1401
10012010034,1,1,2,910000,4,1401
10012010035,1,1,2,210000,4,1401
10012010035,2,2,2,1820000,4,1401
10012010038,1,1,2,210000,4,1401
10012010038,2,3,2,2730000,4,1401
10012010041,1,1,2,210000,4,1401
10012010041,2,1,2,910000,4,1401
10013010429,1,1,4,420000,4,1401
10013010429,2,3,4,5460000,4,1401
10013010430,1,1,4,1820000,4,1401
10013010432,1,1,4,420000,4,1401
10013010432,2,2,4,3640000,4,1401
10013010435,1,1,4,420000,4,1401
10013010435,2,3,4,5460000,4,1401
10013010438,1,1,4,420000,4,1401
10013010438,2,2,4,3640000,4,1401
10101011125,1,3,3,4095000,4,1401
10101011133,1,1,3,315000,4,1401
10101011133,2,2,3,2730000,4,1401
10101011136,1,1,3,315000,4,1401
10101011136,2,2,3,2730000,4,1401
10101011138,1,1,3,315000,4,1401
10101011141,1,1,3,315000,4,1401
10101011141,2,3,3,4095000,4,1401
10101011529,1,1,2,210000,4,1401
10101011529,2,1,2,910000,4,1401
10101011530,1,1,2,210000,4,1401
10101011530,2,1,2,910000,4,1401
10101011531,1,1,2,210000,4,1401
10101011531,2,1,2,910000,4,1401
10101011535,1,1,2,210000,4,1401
10101011535,2,1,2,910000,4,1401
10101011538,1,1,2,210000,4,1401
10101011538,2,4,2,3640000,4,1401
10101011541,1,1,2,210000,4,1401
10101011541,2,2,2,1820000,4,1401
10102011926,1,1,1,105000,4,1401
10102011926,2,1,1,455000,4,1401
10102011928,1,1,1,105000,4,1401
10102011928,2,3,1,1365000,4,1401
10102011932,1,1,1,105000,4,1401
10102011932,2,2,1,910000,4,1401
10102011935,1,1,1,105000,4,1401
10102011935,2,2,1,910000,4,1401
10102011938,1,1,1,105000,4,1401
10102011938,2,3,1,1365000,4,1401
10102011941,1,1,1,105000,4,1401
10102011941,2,2,1,910000,4,1401
10102012325,1,2,3,2730000,4,1401
10102012330,1,1,3,315000,4,1401
10102012330,2,3,3,4095000,4,1401
10102012331,1,1,3,315000,4,1401
10102012331,2,3,3,4095000,4,1401
10102012334,1,1,3,315000,4,1401
10102012334,2,1,3,1365000,4,1401
10102012341,1,1,3,315000,4,1401
10102012341,2,3,3,4095000,4,1401
10103012732,1,1,2,210000,4,1401
10103012732,2,1,2,210000,4,1401
