Address,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities
10001000108,4,4,135.0,3,4,0,0,3,2,3,7
10001000111,5,4,120.0,1,4,1,0,3,2,3,8
10001000114,4,3,100.0,1,4,0,0,3,2,3,7
10001000117,4,4,100.0,3,4,1,0,3,2,3,5
10001000120,4,4,105.0,3,4,0,0,3,2,3,6
10001000123,4,4,100.0,3,4,1,0,3,2,3,5
10001000209,4,4,100.0,3,4,0,0,3,2,3,8
10001000211,4,4,120.0,3,4,1,0,3,2,3,7
10001000214,4,4,110.0,3,4,1,0,3,2,3,9
10001000217,4,3,100.0,3,4,0,0,3,2,3,7
10001000220,4,3,110.0,3,4,1,0,3,2,3,7
10001000223,4,4,110.0,3,4,0,0,3,2,3,6
10001000308,4,4,120.0,3,4,0,0,3,2,3,5
10001000309,0,4,150.0,3,4,1,0,3,2,3,9
10001000314,0,4,100.0,3,4,1,0,3,2,3,8
10001000317,5,4,100.0,3,4,1,0,3,2,3,8
10001000320,4,4,120.0,3,4,0,0,3,2,3,8
10001000323,4,4,100.0,3,4,1,0,3,2,3,7
10001000407,4,3,90.0,3,4,0,0,3,2,3,8
10001000408,4,3,90.0,3,4,1,0,3,2,3,8
10001000414,5,3,90.0,3,4,0,0,3,2,3,8
10001000417,4,3,90.0,3,4,1,0,3,2,3,10
10001000420,4,3,140.0,3,4,1,0,3,2,3,8
10001000423,4,3,110.0,3,4,0,0,3,2,3,8
10001000508,4,4,90.0,3,4,1,0,3,2,3,7
10001000511,4,4,95.0,3,4,0,0,3,2,3,8
10001000514,4,3,55.0,3,4,0,0,3,2,3,6
10001000517,1,3,68.0,3,4,0,0,3,2,3,7
10001000520,5,3,60.0,3,4,0,0,3,2,3,7
10001000609,4,3,97.0,3,4,1,0,3,2,3,7
10001000612,4,3,107.0,3,4,1,0,3,2,3,6
10001000613,4,3,105.0,3,4,0,0,3,2,3,7
10001000615,4,3,105.0,3,4,0,0,3,2,3,6
10001000620,5,3,100.0,3,4,0,0,3,2,3,7
10001000623,4,3,112.0,3,4,1,0,3,2,3,8
10001000707,4,4,90.0,3,4,1,0,3,2,3,8
10001000711,4,3,90.0,3,4,0,0,3,2,3,7
10001000715,4,3,80.0,3,4,1,0,3,2,3,8
10001000716,4,3,75.0,3,4,0,0,3,2,3,6
10001000720,4,3,75.0,3,4,0,0,3,2,3,7
10001000723,4,3,80.0,3,4,1,0,3,2,3,7
10001000910,4,3,80.0,1,4,1,0,3,2,3,8
10001000911,0,3,80.0,1,4,1,0,3,2,3,6
10001000915,0,3,65.0,3,4,0,0,3,2,3,8
10001000916,4,3,65.0,3,4,1,0,3,2,3,7
10001000920,4,4,90.0,3,4,1,0,3,2,3,7
10001000923,4,3,80.0,3,4,0,0,3,2,3,7
10001001010,4,4,100.0,3,4,1,0,3,2,3,7
10001001013,4,4,110.0,3,4,0,0,3,2,3,7
10001001015,4,4,95.0,3,4,0,0,3,2,3,6
10001001020,4,4,80.0,3,4,1,0,3,2,3,7
10001001023,4,4,90.0,3,4,1,0,3,2,3,7
10001001108,4,3,70.0,3,4,1,0,3,2,3,7
10001001109,5,3,100.0,3,4,0,0,3,2,3,7
10001001114,4,4,130.0,3,4,0,0,3,2,3,6
10001001116,4,4,120.0,3,4,1,0,3,2,3,9
10001001120,4,3,140.0,3,4,0,0,3,2,3,6
10001001123,4,4,140.0,3,4,1,0,3,2,3,7
10001001207,4,5,130.0,3,1,0,0,3,2,3,7
10001001212,4,3,87.0,3,4,0,0,3,2,3,7
10001001216,4,6,130.0,3,1,1,0,3,2,3,7
10001001217,4,3,110.0,3,4,0,0,3,2,3,8
10001001220,4,3,120.0,3,4,1,0,3,2,3,7
10001001223,4,6,300.0,3,4,0,1,3,2,3,8
10001001308,4,4,80.0,1,4,1,0,3,2,3,8
10001001311,4,4,80.0,1,4,1,0,3,2,3,7
10001001314,5,4,80.0,1,4,1,0,3,2,3,7
10001001315,5,4,80.0,1,4,1,0,3,2,3,7
10001001320,4,4,80.0,3,4,1,0,3,2,3,7
10001001323,5,4,80.0,1,4,0,0,3,2,3,7
10001001409,5,4,90.0,3,4,1,0,3,2,3,7
10001001411,4,4,80.0,3,4,1,0,3,2,3,7
10001001414,4,5,140.0,3,4,1,0,3,2,3,9
10001001415,0,3,80.0,3,4,1,0,3,2,3,7
10001001420,4,3,86.0,3,4,1,0,3,2,3,7
10001001423,4,3,100.0,3,4,1,0,3,2,3,8
10001001510,4,3,80.0,3,4,0,0,3,2,3,7
10001001512,4,3,70.0,3,4,0,0,3,2,3,7
10001001514,4,3,50.0,3,4,1,0,3,2,3,8
10001001516,4,3,62.0,3,4,1,0,3,2,3,6
10001001520,5,3,60.0,3,4,0,0,3,2,3,7
10001001523,0,3,50.0,3,4,0,0,3,2,3,4
10001001608,4,4,130.0,3,4,0,0,3,2,3,7
10001001612,5,4,100.0,3,4,1,0,3,2,3,8
10001001614,4,4,130.0,3,4,1,0,3,2,3,7
10001001618,4,4,120.0,3,4,1,0,3,2,3,8
10001001620,4,4,120.0,3,4,0,0,3,2,3,7
10001001623,4,4,120.0,3,4,1,0,3,2,3,7
10001001708,4,4,80.0,3,4,0,0,3,2,3,6
10001001712,4,3,90.0,3,1,0,0,3,2,3,5
10001001713,4,2,15.0,3,4,0,0,3,2,3,4
10001001714,4,3,70.0,3,7,0,0,3,2,3,6
