member,Male_count,Female_count,age,literacy,studying,degree,occupationalst,maritalst
2,1,1,37.5,2,0,3,4,1
2,1,1,55.5,2,0,3,4,1
3,1,2,64.66666666666667,1,0,6,1,3
3,1,2,21.333333333333332,3,1,2,4,1
6,5,1,34.333333333333336,4,1,9,5,2
5,2,3,35.0,5,1,2,0,2
6,3,3,26.666666666666668,4,4,6,3,2
3,2,1,42.333333333333336,2,0,6,4,1
4,1,3,26.5,4,2,3,3,1
6,3,3,19.666666666666668,3,1,3,0,2
5,1,4,43.8,4,1,3,0,1
3,2,1,22.333333333333332,2,0,9,4,1
2,1,1,65.0,0,0,6,1,1
3,2,1,20.333333333333332,2,0,3,4,1
6,3,3,22.5,5,1,3,0,1
2,1,1,76.5,0,0,6,1,1
4,1,3,16.75,2,0,3,5,1
7,2,5,18.857142857142858,6,4,3,3,2
5,2,3,15.0,3,1,9,5,2
4,3,1,43.75,4,0,3,4,1
4,1,3,25.25,3,1,9,4,1
6,3,3,26.166666666666668,6,4,0,3,2
3,2,1,51.666666666666664,2,1,6,4,1
5,3,2,29.8,5,2,3,3,2
3,2,1,42.666666666666664,2,0,3,4,1
5,3,2,32.2,4,2,7,0,1
2,0,2,58.0,0,0,6,1,3
5,4,1,50.0,3,0,0,4,2
5,4,1,23.2,4,2,9,3,2
2,1,1,74.5,0,0,6,1,1
3,2,1,41.666666666666664,1,0,6,4,1
4,2,2,23.5,4,2,9,3,1
8,3,5,23.375,7,5,3,3,2
6,3,3,39.166666666666664,4,0,3,4,2
4,1,3,15.5,1,0,6,5,1
6,3,3,23.333333333333332,4,3,3,3,2
7,3,4,23.714285714285715,6,2,3,0,2
8,3,5,26.125,6,4,2,3,2
3,2,1,67.66666666666667,2,0,7,4,1
5,3,2,32.4,5,1,3,0,2
8,2,6,18.25,7,5,3,3,2
6,4,2,15.0,5,4,9,3,2
6,4,2,20.833333333333332,6,4,3,3,2
6,4,2,26.666666666666668,6,4,3,3,2
1,0,1,72.0,0,0,6,1,3
6,3,3,23.5,5,3,3,3,2
4,2,2,49.5,3,0,7,5,1
2,2,0,36.0,2,0,5,4,2
2,1,1,79.0,1,1,3,4,1
2,1,1,65.5,1,0,9,1,1
3,1,2,59.0,3,0,3,1,1
2,0,2,44.5,1,0,6,1,1
3,1,2,25.0,2,0,3,4,1
2,1,1,82.0,0,0,6,1,1
2,1,1,47.0,2,0,3,4,1
4,2,2,30.0,4,2,9,4,1
5,1,4,25.6,4,2,2,4,2
3,1,2,53.333333333333336,2,0,3,1,1
5,1,4,16.8,4,2,3,3,2
4,1,3,23.25,3,1,9,4,1
3,2,1,58.333333333333336,2,0,7,1,1
4,3,1,40.5,4,1,0,1,1
2,1,1,35.0,2,0,3,5,0
4,2,2,38.5,4,2,3,3,1
4,3,1,21.5,3,1,2,4,1
2,1,1,61.5,2,0,3,4,1
1,0,1,82.0,0,0,6,1,3
3,2,1,44.333333333333336,3,1,3,1,1
1,0,1,71.0,0,0,6,1,3
3,1,2,70.0,1,0,6,0,1
2,1,1,55.0,2,0,3,4,1
3,2,1,54.333333333333336,3,0,9,1,1
1,0,1,74.0,0,0,6,1,3
3,1,2,23.0,3,1,2,4,1
4,1,3,23.75,2,1,3,4,1
3,1,2,15.333333333333334,2,0,2,4,1
6,3,3,29.166666666666668,6,2,3,5,2
6,4,2,48.166666666666664,6,0,3,5,2
4,2,2,32.25,4,2,3,3,1
3,2,1,46.666666666666664,2,0,3,4,1
2,1,1,47.5,1,0,6,1,3
1,0,1,80.0,0,0,6,1,3
5,3,2,43.4,4,0,3,4,2
3,0,3,46.0,2,0,6,1,2
1,1,0,84.0,0,0,6,1,3
4,1,3,14.5,2,0,6,5,1
6,2,4,21.333333333333332,5,3,3,3,2
2,1,1,70.0,1,0,3,4,1
2,1,1,69.0,1,0,3,1,1
2,1,1,62.0,0,0,6,4,1
1,0,1,74.0,0,0,6,1,3
5,3,2,34.4,4,1,2,4,2
3,1,2,57.666666666666664,1,0,6,4,1
2,1,1,81.5,0,0,6,1,1
1,0,1,75.0,0,0,6,1,3
5,3,2,16.8,5,3,3,3,2
1,0,1,68.0,0,0,6,1,3
4,1,3,21.25,3,1,2,4,1
3,2,1,36.333333333333336,3,1,3,4,1
3,2,1,52.666666666666664,2,0,9,1,1
5,4,1,46.8,3,0,2,4,2
3,2,1,54.333333333333336,1,0,6,4,1
3,1,2,29.0,2,0,2,4,1
4,2,2,24.5,4,2,2,3,1
2,1,1,52.0,2,0,2,4,1
4,1,3,27.0,4,2,0,3,1
4,2,2,17.25,3,1,2,4,1
3,2,1,37.666666666666664,3,0,9,4,1
3,2,1,41.333333333333336,3,0,3,4,1
3,2,1,36.333333333333336,3,1,2,4,1
1,0,1,82.0,0,0,6,1,3
3,1,2,43.0,3,1,3,4,1
1,1,0,74.0,1,0,3,4,3
2,1,1,33.0,2,0,0,4,1
3,1,2,41.666666666666664,3,0,3,4,1
3,2,1,35.0,3,1,9,4,1
3,2,1,46.666666666666664,2,1,3,4,1
2,1,1,65.5,0,0,6,4,1
4,2,2,26.75,4,2,9,3,1
5,2,3,44.6,3,0,3,4,1
3,1,2,18.666666666666668,2,0,9,4,1
4,3,1,41.25,4,0,9,4,1
2,1,1,63.5,0,0,6,4,1
4,1,3,21.0,3,1,2,4,1
5,2,3,33.6,5,2,3,4,1
4,3,1,34.75,4,1,4,4,1
2,1,1,69.0,1,0,3,4,1
4,3,1,42.25,3,0,3,1,1
2,1,1,69.5,1,0,3,4,1
2,1,1,27.0,2,0,1,4,1
3,2,1,48.333333333333336,2,0,3,4,1
3,1,2,40.0,3,1,9,4,1
2,1,1,70.5,1,0,3,1,1
5,3,2,33.6,5,1,9,4,1
4,2,2,32.0,4,1,9,0,1
3,2,1,46.666666666666664,3,0,3,4,1
4,3,1,23.25,4,2,4,3,1
3,2,1,65.0,0,0,6,4,1
3,1,2,19.0,2,0,9,4,1
3,2,1,40.0,3,1,3,4,1
4,3,1,35.75,4,2,9,3,1
3,1,2,35.666666666666664,3,1,3,4,1
6,2,4,17.166666666666668,5,3,3,3,2
4,2,2,24.5,2,0,2,4,1
2,1,1,62.0,2,0,3,1,1
5,2,3,25.2,4,2,3,3,1
6,1,5,19.166666666666668,5,3,3,3,2
2,1,1,74.5,1,0,3,1,1
4,2,2,29.0,3,1,3,4,1
4,2,2,23.0,3,1,9,4,1
4,2,2,21.25,3,1,9,4,1
4,1,3,25.0,3,1,3,5,1
2,1,1,40.5,1,0,9,5,1
4,1,3,21.25,4,2,2,3,1
3,2,1,26.333333333333332,3,1,2,4,1
5,2,3,24.6,3,1,3,5,2
4,3,1,33.5,4,2,3,4,1
2,1,1,28.5,1,1,6,1,0
4,2,2,18.0,3,1,9,4,1
3,1,2,51.666666666666664,2,0,6,4,2
2,0,2,60.0,0,0,6,0,3
4,3,1,19.25,3,1,9,4,1
5,3,2,15.4,3,1,2,5,2
2,2,0,49.0,1,0,6,4,3
4,2,2,24.25,4,2,9,4,1
2,1,1,53.5,0,0,6,4,1
4,1,3,17.75,2,0,6,5,1
5,2,3,23.0,4,2,9,3,2
2,1,1,34.0,1,0,6,1,3
4,1,3,30.75,3,0,2,4,1
5,1,4,38.4,4,2,9,3,1
4,2,2,23.75,4,2,0,3,1
3,2,1,53.0,2,0,3,1,1
1,0,1,72.0,0,0,6,1,3
2,1,1,61.0,0,0,6,4,1
6,1,5,26.833333333333332,5,3,3,3,2
3,2,1,43.666666666666664,2,0,3,4,1
4,2,2,22.5,3,1,3,4,1
7,4,3,30.428571428571427,3,1,6,1,1
2,1,1,63.0,0,0,6,4,1
8,3,5,26.125,6,2,3,4,2
3,2,1,39.666666666666664,1,0,6,4,1
3,2,1,21.333333333333332,2,0,3,4,1
3,2,1,36.333333333333336,1,1,6,4,1
1,0,1,39.0,0,0,6,1,2
2,1,1,49.0,2,0,3,4,1
4,2,2,35.5,2,1,6,4,1
1,0,1,58.0,0,0,6,1,3
3,1,2,17.666666666666668,2,0,9,4,1
3,2,1,44.333333333333336,3,1,3,1,1
4,1,3,40.75,3,0,3,0,1
4,0,4,23.75,4,2,9,3,2
1,0,1,70.0,0,0,6,1,3
4,2,2,49.5,2,0,6,4,1
4,3,1,32.75,4,2,3,3,1
2,1,1,69.5,0,0,6,1,1
4,3,1,18.5,3,1,2,4,1
6,5,1,17.0,3,3,6,3,2
6,3,3,16.5,4,3,3,3,2
5,1,4,18.4,3,2,3,3,2
3,1,2,57.666666666666664,0,0,6,0,1
5,1,4,25.0,4,2,3,0,2
4,2,2,18.5,4,2,3,3,1
5,3,2,38.0,4,0,2,4,2
5,1,4,25.2,5,3,3,3,2
1,0,1,63.0,0,0,6,1,0
7,4,3,23.0,7,3,3,4,2
4,3,1,37.25,2,0,6,4,1
7,5,2,33.285714285714285,6,3,9,3,1
5,2,3,27.4,5,2,3,4,2
2,1,1,68.5,0,0,6,4,1
4,2,2,17.0,2,0,6,5,1
3,2,1,19.0,2,0,9,4,1
4,2,2,28.0,2,2,6,3,1
1,0,1,70.0,0,0,6,1,3
5,3,2,24.6,4,2,2,3,2
3,1,2,41.666666666666664,2,0,6,4,3
1,0,1,75.0,0,0,6,1,3
5,3,2,18.8,3,1,6,4,2
4,2,2,33.75,4,2,3,3,1
5,4,1,14.6,3,1,3,5,2
3,2,1,32.666666666666664,3,1,9,4,1
4,2,2,24.0,2,2,6,3,1
1,0,1,75.0,0,0,6,1,3
6,3,3,32.333333333333336,4,3,9,3,2
2,1,1,59.0,1,0,3,4,1
7,5,2,21.285714285714285,5,3,3,4,2
5,3,2,21.2,4,2,9,3,2
2,1,1,68.5,0,0,6,4,1
2,1,1,73.0,0,0,6,1,1
4,2,2,26.25,3,1,9,4,1
1,0,1,68.0,0,0,6,1,3
2,1,1,60.0,2,0,3,4,1
2,1,1,53.0,2,0,2,1,1
3,2,1,18.666666666666668,2,0,2,4,1
2,1,1,84.5,0,0,6,4,1
4,3,1,16.75,3,1,9,4,1
5,2,3,49.4,3,0,6,0,2
2,1,1,68.0,1,0,3,4,1
3,1,2,44.666666666666664,2,1,6,4,1
3,1,2,53.666666666666664,2,0,3,0,1
6,5,1,34.333333333333336,6,1,3,4,2
2,1,1,39.5,2,0,3,1,1
3,1,2,18.333333333333332,2,0,9,4,1
2,1,1,63.5,0,0,6,4,1
1,0,1,90.0,0,0,6,1,3
3,2,1,44.0,3,0,3,4,1
4,2,2,19.5,4,2,9,4,1
4,3,1,28.25,3,1,3,4,1
1,0,1,65.0,0,0,6,1,3
1,0,1,54.0,1,0,3,1,3
5,3,2,26.0,5,3,3,3,2
4,2,2,28.0,2,0,9,4,1
5,3,2,21.8,4,2,3,3,2
3,2,1,49.333333333333336,1,0,6,4,1
5,3,2,29.4,5,1,9,4,1
4,2,2,22.75,4,2,3,3,1
4,1,3,31.5,4,2,3,3,1
5,1,4,36.8,4,2,9,0,1
4,1,3,32.75,4,1,3,0,1
1,0,1,60.0,0,0,6,1,3
4,2,2,28.75,3,2,3,3,1
4,3,1,16.0,4,3,3,3,2
3,2,1,54.0,1,0,6,0,1
3,2,1,21.0,2,0,3,4,1
1,0,1,50.0,0,0,6,1,2
4,2,2,22.75,4,2,3,3,1
3,1,2,22.333333333333332,3,1,9,4,1
2,1,1,56.5,1,0,3,4,1
3,1,2,19.666666666666668,2,0,9,4,1
5,3,2,24.2,5,3,9,3,2
2,1,1,81.0,2,0,3,4,1
2,1,1,50.5,2,0,3,4,1
4,3,1,36.25,3,0,9,4,1
3,2,1,47.333333333333336,1,0,6,4,1
2,1,1,50.5,1,0,3,4,1
4,2,2,29.5,2,1,6,0,1
4,2,2,26.5,4,2,3,3,1
5,3,2,21.0,5,2,3,0,2
4,3,1,22.0,4,2,3,3,1
3,1,2,18.333333333333332,2,0,2,4,1
4,2,2,40.25,4,0,3,4,1
3,2,1,41.333333333333336,1,0,6,4,1
2,1,1,44.0,1,0,6,1,3
5,1,4,24.6,4,2,3,3,2
1,0,1,80.0,0,0,6,1,3
5,4,1,33.6,4,1,9,4,2
7,3,4,31.285714285714285,4,1,6,4,1
5,1,4,21.8,5,2,9,0,1
4,2,2,14.25,2,0,9,5,1
5,2,3,26.8,5,2,9,0,2
5,3,2,22.2,4,1,3,4,2
3,1,2,44.0,3,0,3,1,2
1,0,1,81.0,0,0,6,1,3
6,4,2,39.666666666666664,4,2,6,0,1
3,1,2,29.666666666666668,2,0,9,4,1
4,2,2,30.5,4,2,3,3,1
3,1,2,30.666666666666668,3,1,3,1,1
3,2,1,58.666666666666664,1,0,6,4,1
4,2,2,16.25,3,1,3,4,1
4,2,2,42.75,2,0,6,4,1
2,1,1,22.5,2,0,3,4,1
6,1,5,18.666666666666668,3,2,6,4,2
4,1,3,22.25,2,1,3,4,1
5,4,1,26.6,5,3,9,3,2
3,2,1,23.0,2,0,9,4,1
5,3,2,25.6,5,2,3,3,2
4,2,2,41.25,3,0,3,4,1
4,2,2,45.0,2,0,6,0,2
1,0,1,63.0,0,0,6,1,3
3,1,2,25.666666666666668,3,1,3,4,1
3,2,1,43.0,3,0,3,4,1
3,1,2,19.333333333333332,2,0,1,4,1
4,1,3,23.25,4,2,2,3,1
3,2,1,19.0,2,0,9,4,1
6,4,2,18.5,5,3,3,3,2
4,2,2,23.75,3,0,5,4,2
2,2,0,23.5,2,1,4,1,0
7,4,3,29.857142857142858,5,2,6,4,2
6,4,2,27.666666666666668,5,3,9,3,2
2,1,1,73.0,0,0,6,4,1
9,2,7,26.666666666666668,5,0,6,0,1
4,4,0,41.5,4,0,4,4,2
3,1,2,54.666666666666664,1,0,6,0,1
2,1,1,67.5,1,0,6,1,3
5,4,1,23.2,4,1,2,5,2
3,1,2,56.666666666666664,2,0,3,1,1
4,1,3,21.5,4,2,3,3,1
4,2,2,18.0,2,0,2,5,1
4,1,3,46.25,2,0,6,0,1
6,3,3,24.5,3,1,6,5,2
4,3,1,31.0,4,1,3,4,1
4,3,1,32.0,4,1,1,1,1
5,3,2,19.4,4,2,3,3,2
5,3,2,33.0,5,1,3,5,2
4,1,3,28.0,4,2,4,3,1
3,2,1,21.0,2,0,5,4,1
5,3,2,31.4,5,2,3,3,2
5,3,2,48.8,3,0,6,5,2
4,2,2,44.25,2,0,6,4,1
5,3,2,25.8,4,2,3,4,1
5,2,3,13.6,2,0,6,5,2
4,2,2,17.0,2,0,6,5,1
4,2,2,34.75,3,1,3,4,1
4,1,3,41.25,2,0,6,4,1
4,3,1,27.25,4,2,9,3,1
5,4,1,28.0,5,2,3,3,2
3,2,1,46.0,3,0,3,1,1
4,1,3,22.0,3,1,2,1,1
5,4,1,38.8,5,0,3,4,2
5,3,2,31.0,3,1,6,4,2
3,0,3,30.333333333333332,2,1,9,1,2
4,1,3,19.25,3,1,9,4,1
5,3,2,40.2,4,0,9,0,1
5,3,2,20.6,4,2,3,3,2
5,2,3,18.2,3,1,2,5,2
3,1,2,24.0,3,1,9,4,1
1,0,1,85.0,0,0,6,1,3
4,3,1,30.25,4,2,9,3,1
5,4,1,28.8,4,2,9,4,1
6,3,3,21.166666666666668,3,0,6,5,2
5,3,2,41.0,5,1,0,4,2
2,1,1,71.5,1,0,3,1,1
1,0,1,62.0,0,0,6,1,3
3,1,2,27.666666666666668,2,1,6,1,2
5,3,2,30.0,4,2,3,4,1
5,1,4,28.4,2,0,6,5,1
4,3,1,25.75,4,2,2,3,1
5,1,4,36.8,4,2,3,0,1
5,1,4,35.0,5,0,2,0,1
2,0,2,50.0,1,0,6,1,3
2,1,1,70.5,0,0,6,4,1
3,2,1,21.333333333333332,2,0,2,5,1
3,2,1,44.666666666666664,2,0,6,1,2
1,0,1,27.0,1,0,3,1,0
1,0,1,49.0,0,0,6,1,3
4,2,2,18.5,3,1,9,4,1
4,2,2,33.0,1,1,6,4,1
6,3,3,19.0,5,3,9,3,2
4,2,2,41.0,0,0,6,4,1
5,4,1,30.8,4,0,3,5,2
2,1,1,63.5,0,0,6,4,1
2,1,1,70.0,0,0,6,4,1
4,1,3,18.75,2,0,3,5,1
3,2,1,50.666666666666664,1,0,6,4,1
1,1,0,41.0,1,0,5,4,1
1,0,1,68.0,0,0,6,1,3
2,1,1,81.5,0,0,6,1,1
1,0,1,75.0,0,0,6,1,3
1,0,1,71.0,0,0,6,1,3
3,2,1,16.333333333333332,1,0,6,4,1
1,0,1,70.0,0,0,6,1,3
4,2,2,32.0,4,1,3,4,1
4,3,1,23.25,4,1,3,4,2
5,4,1,26.0,3,1,6,5,2
6,3,3,20.166666666666668,5,3,3,3,2
1,0,1,79.0,0,0,6,1,3
4,1,3,19.0,3,1,9,4,1
3,1,2,51.666666666666664,2,0,6,0,3
6,3,3,20.833333333333332,5,3,9,3,2
1,0,1,65.0,0,0,6,1,3
2,1,1,58.5,0,0,6,1,1
5,4,1,32.0,4,1,9,4,2
3,2,1,16.333333333333332,2,0,3,4,1
2,1,1,70.5,0,0,6,1,1
5,2,3,31.4,3,1,6,0,2
4,2,2,33.5,4,0,3,0,1
4,1,3,50.25,2,0,6,0,1
5,2,3,25.8,4,0,9,0,2
4,3,1,27.25,4,1,9,4,1
5,1,4,19.4,3,2,3,3,2
5,3,2,27.2,3,1,3,4,2
3,2,1,26.0,2,0,9,4,1
2,1,1,38.0,2,1,3,4,3
4,2,2,14.75,2,0,9,5,1
2,1,1,65.5,0,0,6,4,1
2,1,1,38.5,1,0,6,0,3
3,2,1,47.0,1,0,6,4,1
5,4,1,20.2,4,2,3,3,2
3,1,2,47.333333333333336,2,0,6,1,2
4,2,2,27.0,4,2,3,4,1
4,2,2,15.5,2,0,9,5,1
5,1,4,28.2,4,2,3,0,1
4,1,3,32.25,3,0,2,0,2
1,0,1,86.0,0,0,6,1,3
3,1,2,40.333333333333336,2,1,3,4,1
3,1,2,42.333333333333336,3,1,3,4,1
4,2,2,37.5,2,1,6,4,1
3,1,2,33.666666666666664,3,1,5,5,1
5,3,2,27.6,4,3,3,3,2
1,0,1,50.0,0,0,6,1,3
6,4,2,20.166666666666668,5,3,3,3,2
3,1,2,17.0,2,0,2,4,1
4,1,3,33.25,3,1,9,1,1
2,1,1,61.5,0,0,6,4,1
1,0,1,59.0,0,0,6,1,3
5,2,3,22.6,4,2,2,3,2
1,0,1,71.0,0,0,6,1,3
4,2,2,46.25,3,1,3,1,1
5,1,4,39.4,4,2,9,3,1
4,3,1,21.5,4,2,9,3,1
4,1,3,30.5,2,0,6,5,1
5,4,1,32.4,5,3,5,3,2
3,2,1,20.0,2,0,9,4,1
1,0,1,88.0,0,0,6,1,3
3,1,2,26.0,2,0,9,5,1
4,1,3,21.0,3,1,3,4,1
2,1,1,59.5,0,0,6,4,1
3,2,1,58.333333333333336,1,0,6,4,1
2,1,1,66.0,0,0,6,4,1
5,2,3,23.8,4,2,2,3,2
4,3,1,33.75,4,0,9,4,1
3,2,1,24.666666666666668,2,0,9,4,1
3,2,1,24.0,2,0,9,4,1
1,0,1,56.0,1,0,3,1,3
3,2,1,25.333333333333332,3,1,3,4,1
2,1,1,56.0,0,0,6,4,1
2,1,1,53.5,2,0,3,4,1
5,2,3,18.2,4,2,3,3,2
3,1,2,57.333333333333336,1,0,6,1,1
5,2,3,22.6,5,3,3,3,2
1,0,1,58.0,0,0,6,1,3
2,1,1,47.5,1,0,6,1,3
3,1,2,46.666666666666664,1,0,6,0,1
5,3,2,23.6,4,2,3,0,2
3,2,1,39.0,3,1,3,4,1
5,2,3,18.0,4,2,3,3,2
4,2,2,32.25,4,1,4,0,1
4,2,2,19.75,3,1,9,4,1
2,1,1,53.0,0,0,6,4,1
4,2,2,26.0,4,2,2,3,1
4,1,3,53.25,1,0,6,0,1
2,1,1,28.0,2,0,1,4,1
4,3,1,26.75,4,2,3,3,1
2,0,2,24.0,2,1,2,1,3
4,2,2,20.0,3,1,2,4,1
2,1,1,38.0,2,0,3,0,1
5,2,3,20.2,4,2,3,3,2
5,3,2,25.0,4,2,3,0,2
4,3,1,35.0,4,1,3,4,1
1,0,1,62.0,1,0,3,1,3
3,2,1,50.666666666666664,1,0,6,1,1
3,2,1,42.666666666666664,3,1,3,4,1
5,3,2,33.8,5,1,2,4,2
3,1,2,36.666666666666664,3,1,3,4,1
2,1,1,58.5,1,0,3,4,1
5,2,3,21.4,5,2,3,0,2
3,2,1,36.0,3,1,9,4,1
6,5,1,22.5,5,3,3,3,2
3,2,1,36.666666666666664,1,0,6,4,2
5,3,2,19.2,4,2,3,4,2
3,0,3,44.0,2,0,3,0,2
2,1,1,71.5,1,0,6,1,1
4,2,2,37.25,3,1,0,4,1
5,3,2,35.8,3,1,6,0,1
6,3,3,15.333333333333334,4,2,3,3,2
2,1,1,58.5,1,0,3,1,1
5,2,3,44.2,3,1,6,4,1
4,2,2,46.25,2,0,6,0,1
3,0,3,51.333333333333336,2,0,6,1,2
2,1,1,66.0,1,0,9,4,1
5,3,2,39.0,4,1,7,4,1
5,4,1,18.6,3,2,6,3,2
2,1,1,54.5,1,0,6,1,3
5,1,4,20.4,4,2,3,3,2
1,0,1,65.0,0,0,6,1,3
2,1,1,70.5,0,0,6,1,1
3,2,1,43.333333333333336,3,0,2,4,1
5,3,2,25.8,4,3,3,3,2
6,2,4,16.833333333333332,4,2,3,3,2
1,0,1,74.0,0,0,6,1,3
5,4,1,25.0,5,3,3,3,2
3,1,2,47.0,1,0,6,0,1
5,2,3,23.8,4,2,3,3,2
4,2,2,13.5,2,0,9,5,1
4,3,1,33.25,2,1,6,4,1
6,3,3,19.833333333333332,5,3,9,3,2
3,1,2,23.333333333333332,3,1,3,4,1
5,4,1,17.8,4,2,3,4,2
4,1,3,53.75,3,0,0,5,1
3,1,2,22.0,2,0,9,5,1
2,1,1,70.5,0,0,6,4,1
4,3,1,41.0,4,1,2,4,1
5,3,2,40.4,4,0,0,4,2
4,3,1,26.5,4,2,3,4,1
2,1,1,56.5,1,0,3,1,1
4,3,1,19.75,3,1,3,4,1
5,2,3,57.2,2,0,6,4,2
4,3,1,38.75,3,1,3,4,1
4,2,2,24.0,3,1,4,4,1
4,2,2,25.25,4,2,3,4,1
4,2,2,18.75,3,1,3,4,1
5,4,1,24.0,4,2,3,3,2
3,1,2,19.666666666666668,1,0,6,4,1
3,1,2,50.666666666666664,1,0,6,4,1
2,1,1,73.0,0,0,6,4,1
5,2,3,40.8,3,0,6,4,2
5,2,3,40.2,2,0,6,0,1
4,2,2,22.75,3,1,3,4,1
1,0,1,64.0,0,0,6,4,3
2,1,1,69.0,0,0,6,1,1
2,1,1,80.5,0,0,6,1,1
1,0,1,66.0,0,0,6,1,3
6,3,3,37.833333333333336,5,1,3,4,2
4,1,3,38.5,4,0,3,0,1
1,1,0,65.0,0,0,6,1,3
2,1,1,73.0,0,0,6,1,1
4,2,2,31.25,4,2,3,3,1
3,2,1,63.333333333333336,1,0,6,4,1
3,1,2,42.666666666666664,2,0,6,1,2
2,2,0,49.0,1,0,6,4,3
2,0,2,55.0,1,0,6,4,3
5,1,4,22.8,4,2,9,3,2
3,2,1,58.333333333333336,1,0,6,4,1
3,1,2,47.666666666666664,3,0,3,0,1
1,0,1,88.0,0,0,6,1,3
3,2,1,45.666666666666664,3,1,3,4,1
2,1,1,85.0,0,0,6,1,1
1,0,1,73.0,0,0,6,1,3
3,1,2,38.333333333333336,3,1,9,4,1
5,4,1,43.0,4,0,9,4,2
4,3,1,25.5,4,2,0,3,1
3,2,1,40.666666666666664,2,0,6,5,2
1,0,1,63.0,0,0,6,1,3
1,0,1,78.0,0,0,6,1,3
5,3,2,23.2,5,3,9,3,2
2,1,1,73.0,1,0,3,1,1
3,2,1,54.333333333333336,1,0,6,1,1
3,2,1,34.666666666666664,3,1,3,4,1
4,1,3,14.25,2,0,6,5,1
4,2,2,29.0,4,2,2,3,1
3,2,1,45.333333333333336,1,0,6,4,1
5,1,4,47.6,4,0,9,4,2
2,1,1,44.5,1,0,6,1,3
2,1,1,63.0,0,0,6,4,1
3,2,1,38.666666666666664,3,0,9,4,1
3,2,1,34.666666666666664,2,1,3,4,1
3,2,1,21.333333333333332,2,0,3,4,1
3,2,1,35.0,3,1,3,4,1
2,1,1,22.5,2,0,2,4,1
4,2,2,21.0,3,1,2,4,1
6,3,3,23.666666666666668,5,2,3,4,2
3,1,2,71.66666666666667,0,0,6,0,1
4,1,3,44.0,2,0,6,0,1
5,1,4,38.8,2,0,6,0,2
3,1,2,43.0,1,0,6,1,1
3,2,1,48.666666666666664,1,0,6,4,1
4,2,2,21.5,3,1,2,4,1
4,3,1,49.0,2,0,6,4,1
5,2,3,32.0,3,3,6,4,2
3,0,3,45.333333333333336,2,0,2,4,2
3,1,2,69.66666666666667,1,0,6,0,1
4,1,3,23.75,4,2,3,3,1
4,1,3,55.0,2,0,6,0,1
3,1,2,56.0,1,0,6,0,1
1,0,1,80.0,0,0,6,1,3
4,1,3,28.25,4,2,2,3,1
2,0,2,52.5,1,0,6,1,3
3,2,1,25.0,2,0,9,4,1
2,1,1,47.5,1,0,6,1,3
4,2,2,19.75,3,1,9,4,1
3,1,2,32.333333333333336,3,0,2,1,1
6,3,3,16.833333333333332,4,2,6,3,2
4,1,3,25.75,4,2,3,3,1
9,5,4,31.0,8,2,2,5,2
4,2,2,31.5,2,2,6,3,1
4,2,2,20.25,3,1,2,4,1
5,4,1,23.6,5,3,3,3,2
3,2,1,30.666666666666668,1,0,6,4,1
5,2,3,20.2,4,2,3,3,2
4,3,1,17.25,3,1,0,4,1
1,0,1,66.0,0,0,6,4,3
3,2,1,53.666666666666664,1,0,6,1,1
3,2,1,43.0,1,0,6,4,1
5,3,2,26.2,5,2,3,3,2
4,2,2,19.25,3,1,9,4,1
2,1,1,64.5,0,0,6,4,1
4,3,1,32.0,3,1,9,4,1
2,1,1,75.0,0,0,6,1,1
7,3,4,43.285714285714285,5,1,6,0,1
3,1,2,62.666666666666664,1,0,6,0,1
4,3,1,39.75,3,0,3,5,1
2,1,1,40.0,2,0,9,4,1
2,1,1,51.0,0,0,6,1,2
5,1,4,23.0,5,3,9,3,2
4,2,2,18.25,3,1,9,4,1
4,3,1,20.25,2,0,3,5,1
4,1,3,51.5,2,0,6,0,1
3,2,1,31.333333333333332,3,1,3,4,1
4,1,3,14.75,3,1,9,4,1
3,1,2,40.0,1,0,6,0,1
4,1,3,33.25,2,2,6,4,1
4,3,1,39.5,2,0,6,4,1
4,2,2,19.25,3,1,4,4,1
4,3,1,17.75,2,0,2,5,1
3,1,2,51.333333333333336,1,0,6,0,1
3,2,1,33.333333333333336,2,1,3,4,1
6,4,2,24.666666666666668,4,2,3,4,2
2,1,1,52.5,1,0,3,4,1
5,4,1,21.6,5,3,3,3,2
2,1,1,70.0,0,0,6,4,1
2,1,1,64.0,0,0,6,4,1
6,4,2,20.5,5,3,3,4,2
2,1,1,77.0,0,0,6,4,1
6,3,3,22.166666666666668,6,4,3,4,2
4,3,1,46.25,2,0,6,4,1
5,3,2,18.2,4,2,3,4,2
1,0,1,65.0,0,0,6,1,3
5,2,3,28.2,5,2,9,0,2
3,1,2,53.666666666666664,2,0,3,0,1
5,4,1,39.8,5,2,3,4,2
8,3,5,33.625,6,1,0,4,2
4,2,2,23.75,3,1,9,4,1
4,3,1,24.25,3,1,9,1,1
8,5,3,28.875,7,3,2,3,2
7,6,1,44.57142857142857,6,0,2,4,2
1,1,0,73.0,0,0,6,1,3
4,2,2,42.25,4,0,2,5,1
6,4,2,54.5,4,0,6,4,2
6,4,2,46.833333333333336,5,1,3,0,2
3,2,1,35.666666666666664,1,0,6,4,1
5,4,1,23.6,4,2,3,3,2
2,1,1,54.5,1,0,6,1,3
3,2,1,44.333333333333336,1,0,6,4,1
2,0,2,41.5,1,0,6,1,3
4,2,2,28.25,4,1,3,1,1
2,1,1,67.0,0,0,6,4,1
