member,Male_count,Female_count,age,literacy,studying,degree,occupationalst,maritalst
6,3,3,19.333333333333332,4,3,9,3,2
5,2,3,34.2,3,1,3,4,1
3,2,1,21.333333333333332,2,0,3,4,1
4,2,2,47.75,2,0,6,4,1
4,3,1,17.5,2,0,2,5,1
4,2,2,51.25,2,0,6,4,1
4,2,2,33.75,4,2,3,4,1
2,1,1,67.5,2,0,3,4,1
3,2,1,31.333333333333332,3,1,3,1,1
2,1,1,45.5,1,0,6,1,2
4,3,1,29.25,4,2,9,4,1
5,3,2,24.2,3,2,3,3,2
3,1,2,69.66666666666667,1,0,6,0,1
4,3,1,36.25,4,0,2,4,1
2,1,1,55.0,1,0,9,4,1
6,2,4,33.5,6,0,3,4,2
2,1,1,36.0,2,0,3,4,1
1,0,1,72.0,0,0,6,1,2
1,0,1,47.0,1,0,3,0,2
4,1,3,48.25,4,0,3,0,1
2,1,1,63.0,1,0,3,1,1
2,1,1,52.0,1,0,6,1,3
4,3,1,21.5,4,2,3,4,1
6,3,3,49.5,4,0,6,0,2
2,1,1,55.0,1,0,3,4,1
2,1,1,41.0,2,0,9,4,1
3,2,1,24.666666666666668,2,0,0,4,1
3,2,1,38.333333333333336,3,1,2,4,1
5,4,1,42.0,4,1,3,4,1
3,2,1,53.333333333333336,0,0,6,4,1
5,2,3,29.6,3,1,6,4,1
4,3,1,29.0,4,2,3,3,1
5,2,3,28.8,4,1,3,4,2
2,1,1,51.0,2,0,9,4,1
3,2,1,51.0,2,1,3,4,1
3,2,1,46.0,3,0,9,1,1
3,2,1,38.333333333333336,2,1,3,4,1
3,2,1,23.666666666666668,2,0,9,4,1
4,2,2,39.75,3,0,9,4,2
4,3,1,22.75,3,1,3,4,1
3,2,1,46.333333333333336,2,0,9,4,2
3,2,1,62.333333333333336,1,0,6,4,1
5,3,2,38.2,4,1,9,4,1
5,1,4,25.4,4,1,9,4,2
5,3,2,27.0,5,2,3,4,2
5,3,2,50.8,2,0,6,4,2
2,1,1,57.0,2,0,3,4,1
1,0,1,67.0,0,0,6,4,3
5,3,2,22.6,4,2,3,4,2
3,2,1,40.0,3,1,9,4,1
4,3,1,42.5,3,0,3,5,1
5,2,3,25.6,4,0,2,4,1
6,3,3,36.666666666666664,4,1,3,0,2
6,3,3,28.333333333333332,4,2,3,3,2
4,1,3,14.25,2,0,3,5,1
2,1,1,43.5,1,0,6,1,3
4,2,2,16.5,2,0,3,5,1
4,2,2,18.5,3,1,3,4,1
5,3,2,24.8,2,2,6,3,2
6,3,3,23.5,5,2,9,3,2
4,3,1,24.25,3,1,9,4,1
5,2,3,36.2,2,0,6,0,1
5,4,1,37.8,4,0,9,4,2
5,2,3,23.6,5,3,3,3,2
3,2,1,25.333333333333332,2,0,3,4,1
6,3,3,19.0,5,3,9,3,2
4,3,1,16.25,2,0,9,5,1
5,1,4,18.4,4,1,3,0,2
4,1,3,24.75,1,0,6,5,1
4,2,2,30.25,4,1,2,4,1
5,3,2,25.2,5,2,3,3,2
4,2,2,26.0,4,2,9,3,1
6,4,2,21.333333333333332,5,2,3,5,2
3,1,2,60.333333333333336,3,0,3,0,1
4,2,2,29.25,3,1,9,4,1
3,1,2,57.333333333333336,0,0,6,4,1
6,2,4,13.833333333333334,3,1,6,5,2
4,2,2,38.75,2,0,6,4,1
5,1,4,22.4,4,2,9,3,2
2,1,1,52.0,1,0,6,1,3
2,1,1,28.0,2,0,3,4,1
5,3,2,25.2,4,0,3,4,1
4,3,1,22.0,3,1,3,4,1
4,1,3,35.5,4,1,9,0,1
5,2,3,27.6,5,2,9,3,2
5,3,2,24.0,5,2,1,0,2
4,2,2,29.25,4,2,9,4,1
6,1,5,48.333333333333336,4,0,6,0,2
3,2,1,54.666666666666664,3,0,1,1,1
4,2,2,26.5,3,1,2,4,1
2,1,1,39.0,2,0,3,4,1
4,2,2,15.0,2,0,6,5,1
6,3,3,22.166666666666668,5,3,3,3,2
1,1,0,38.0,1,0,2,4,0
5,2,3,19.4,4,2,3,3,2
6,2,4,19.0,5,3,3,3,2
2,1,1,67.5,0,0,6,1,1
4,3,1,19.0,3,1,9,4,1
6,3,3,28.5,2,1,6,0,1
3,1,2,42.666666666666664,3,0,9,0,1
5,3,2,29.6,5,1,3,4,1
3,2,1,45.0,3,0,9,1,1
4,3,1,16.5,2,0,6,5,1
5,3,2,42.4,3,0,6,4,2
3,0,3,18.666666666666668,3,2,3,3,2
4,1,3,21.25,2,1,3,4,1
3,2,1,38.666666666666664,3,0,9,4,1
6,3,3,31.5,5,1,2,0,1
5,4,1,9.2,2,0,6,5,2
5,3,2,35.0,4,0,3,5,2
6,5,1,13.5,4,2,3,3,2
5,3,2,17.6,2,1,6,5,2
4,1,3,17.75,3,1,3,4,1
5,3,2,28.6,4,0,3,0,2
5,3,2,19.0,4,2,3,3,2
6,3,3,16.833333333333332,4,2,3,3,2
5,2,3,27.0,3,1,3,4,1
4,2,2,17.25,3,1,3,4,1
4,1,3,26.0,4,0,9,0,1
4,2,2,13.75,3,1,3,4,1
6,3,3,26.666666666666668,5,0,3,0,1
4,3,1,28.0,3,0,2,1,2
4,3,1,15.5,3,1,2,4,1
2,1,1,31.0,2,0,0,4,1
6,1,5,19.5,5,2,9,0,2
8,5,3,23.0,5,1,6,4,1
4,2,2,16.75,2,0,2,5,1
1,0,1,66.0,0,0,6,0,2
4,1,3,29.25,4,2,9,3,1
4,2,2,21.5,4,2,3,3,1
1,0,1,51.0,1,0,3,1,3
4,2,2,21.0,3,1,9,4,1
6,5,1,16.0,5,3,3,3,2
9,3,6,36.888888888888886,7,0,3,0,2
5,2,3,23.4,4,3,3,3,2
4,2,2,24.25,4,2,3,3,1
4,1,3,19.0,2,0,6,5,1
5,4,1,18.4,4,2,2,3,2
5,2,3,29.4,4,3,3,3,1
4,3,1,16.5,2,0,9,5,1
4,2,2,20.25,3,1,9,4,1
7,4,3,29.428571428571427,6,1,3,4,1
10,3,7,19.7,6,3,3,5,2
5,2,3,23.6,4,1,2,0,2
6,3,3,23.5,5,2,3,0,2
4,3,1,33.0,4,1,3,4,1
6,4,2,23.0,6,3,3,3,2
8,3,5,24.375,5,3,6,3,1
5,1,4,14.0,3,1,3,5,2
5,4,1,21.4,4,2,3,3,2
4,1,3,15.25,2,0,6,5,1
4,2,2,32.75,2,0,6,0,1
5,3,2,26.4,5,2,3,0,2
1,0,1,84.0,0,0,6,1,3
7,3,4,21.714285714285715,5,4,3,3,2
7,4,3,23.571428571428573,4,2,6,4,2
6,3,3,31.666666666666668,4,0,6,0,1
7,2,5,24.428571428571427,5,4,6,3,2
8,6,2,20.625,5,3,6,5,2
3,2,1,40.0,1,0,6,4,1
5,3,2,31.2,3,1,6,0,2
8,6,2,28.125,6,1,4,4,2
5,2,3,30.6,3,2,6,4,2
3,1,2,46.666666666666664,1,0,6,0,1
6,3,3,17.333333333333332,5,3,9,3,2
1,0,1,75.0,0,0,6,2,3
7,2,5,32.57142857142857,5,1,6,0,2
3,2,1,29.666666666666668,3,1,9,4,1
6,4,2,25.833333333333332,6,2,3,0,2
6,3,3,33.666666666666664,3,1,6,0,1
7,4,3,36.0,6,0,0,4,2
6,4,2,38.333333333333336,6,1,2,0,1
2,1,1,75.0,0,0,6,4,1
5,3,2,45.4,4,2,6,4,2
5,4,1,23.8,4,2,3,3,2
2,1,1,64.5,0,0,6,1,1
5,2,3,17.6,4,2,3,3,2
2,1,1,54.5,0,0,6,4,1
2,0,2,55.5,1,0,6,1,3
3,0,3,53.666666666666664,2,0,6,1,2
3,1,2,37.333333333333336,2,0,2,1,2
6,3,3,22.833333333333332,6,3,9,3,2
3,1,2,60.666666666666664,1,0,6,0,1
2,1,1,30.5,2,0,4,4,1
3,2,1,23.333333333333332,3,1,9,4,1
3,1,2,56.0,1,1,6,1,1
6,3,3,28.166666666666668,4,0,9,0,1
4,3,1,20.75,3,1,2,4,1
3,2,1,43.666666666666664,2,0,3,4,1
5,4,1,16.2,3,1,3,5,2
3,2,1,38.333333333333336,2,0,0,1,1
4,2,2,60.25,2,0,6,4,1
5,3,2,29.0,4,2,9,4,2
4,1,3,20.5,4,2,3,3,1
4,1,3,48.75,1,0,6,1,3
4,1,3,14.0,2,0,6,5,1
6,3,3,15.666666666666666,4,2,3,3,2
4,2,2,22.0,4,2,3,3,1
2,1,1,50.0,2,0,3,4,1
1,1,0,35.0,1,0,3,5,2
2,1,1,61.5,1,0,9,1,0
6,5,1,27.5,5,2,9,4,2
3,2,1,40.666666666666664,3,0,3,4,1
5,2,3,32.8,3,1,9,4,1
5,2,3,24.8,2,0,6,5,1
2,1,1,61.5,1,0,6,1,1
4,3,1,21.25,3,1,0,4,1
3,1,2,22.333333333333332,3,1,3,4,1
2,1,1,85.0,0,0,6,1,1
5,2,3,24.6,4,1,3,4,2
7,3,4,42.714285714285715,7,1,2,0,2
4,2,2,17.75,3,1,3,4,1
4,2,2,44.5,2,0,6,0,1
3,2,1,50.666666666666664,3,1,2,1,1
3,1,2,69.0,0,0,6,4,1
2,1,1,70.5,0,0,6,1,1
4,3,1,22.5,3,1,9,4,1
3,2,1,25.0,2,0,9,4,1
3,1,2,20.333333333333332,2,0,0,4,1
6,4,2,22.666666666666668,4,2,3,4,2
2,1,1,48.5,1,0,9,4,2
4,1,3,30.5,4,1,9,0,1
2,1,1,47.5,2,0,9,4,1
4,2,2,36.25,4,1,3,4,1
7,3,4,17.571428571428573,4,0,2,0,2
6,2,4,30.833333333333332,4,2,9,3,2
4,2,2,24.75,3,1,3,4,1
1,0,1,66.0,0,0,6,1,3
4,2,2,33.25,4,2,9,3,1
7,4,3,29.285714285714285,3,1,6,0,1
3,1,2,21.666666666666668,2,0,9,4,1
2,1,1,61.0,0,0,6,1,1
2,1,1,50.5,1,0,6,1,3
4,2,2,19.5,3,1,2,1,1
5,3,2,22.6,4,2,9,3,2
2,0,2,53.5,1,0,6,1,3
4,0,4,24.0,4,3,3,3,2
4,2,2,20.75,3,1,9,4,1
4,3,1,34.0,4,1,3,4,1
5,4,1,20.4,4,2,3,3,2
3,1,2,20.333333333333332,3,1,9,4,1
3,2,1,44.333333333333336,2,0,3,1,1
8,4,4,22.875,8,4,3,3,2
2,0,2,43.0,1,0,6,1,3
5,2,3,13.6,2,0,6,5,2
2,1,1,65.5,1,0,3,4,1
3,1,2,25.0,3,1,2,4,1
3,2,1,44.333333333333336,2,0,3,4,1
7,3,4,33.857142857142854,5,0,9,0,1
7,3,4,20.285714285714285,6,3,3,3,2
5,4,1,20.0,4,2,9,3,2
3,2,1,51.666666666666664,1,0,6,1,1
6,4,2,30.5,2,0,6,5,1
4,2,2,35.5,3,1,3,0,1
3,2,1,32.333333333333336,3,1,3,4,1
5,2,3,20.8,4,2,3,3,2
4,2,2,26.75,4,2,3,3,1
2,1,1,28.5,2,0,2,4,1
4,3,1,23.25,3,1,9,4,1
4,2,2,15.75,2,0,9,5,1
5,3,2,31.6,2,0,6,4,1
4,2,2,39.25,4,1,2,4,1
3,2,1,21.333333333333332,3,1,1,4,1
4,2,2,25.25,4,2,3,3,1
4,1,3,21.5,3,1,3,4,1
5,3,2,55.4,3,0,6,4,2
4,0,4,46.25,3,0,2,0,2
4,2,2,44.5,3,0,3,4,1
4,2,2,28.5,4,2,3,3,1
3,2,1,51.666666666666664,2,0,3,4,1
6,3,3,24.5,3,3,6,3,2
4,3,1,26.75,3,2,3,3,1
3,2,1,45.666666666666664,3,0,3,4,1
5,3,2,37.2,5,0,2,4,2
2,1,1,31.5,2,0,2,4,1
5,3,2,44.6,4,0,9,4,1
5,2,3,36.8,5,1,3,0,1
4,3,1,37.25,4,0,9,5,1
6,1,5,20.166666666666668,5,3,3,3,2
3,2,1,44.333333333333336,1,0,6,4,1
2,1,1,27.0,2,0,2,4,1
5,2,3,39.6,3,0,6,0,2
2,1,1,41.5,2,0,3,1,3
3,2,1,33.666666666666664,3,1,3,4,1
4,2,2,57.0,2,0,6,0,1
3,2,1,22.666666666666668,2,0,9,4,1
3,2,1,31.333333333333332,3,1,2,1,1
4,1,3,36.0,3,0,6,4,1
2,1,1,51.0,2,0,3,4,1
3,2,1,40.0,3,0,3,4,1
3,2,1,51.666666666666664,3,0,2,4,1
4,3,1,41.25,4,0,3,4,1
5,3,2,34.8,5,1,9,1,2
3,2,1,56.333333333333336,1,0,6,4,1
4,2,2,23.25,3,1,9,4,1
5,4,1,22.6,4,2,9,3,2
2,0,2,60.5,1,0,6,1,3
2,1,1,73.0,0,0,6,1,1
4,3,1,24.5,4,3,1,3,1
6,4,2,24.833333333333332,6,3,9,3,2
7,4,3,29.285714285714285,7,1,3,4,2
4,2,2,41.5,4,0,3,4,1
6,5,1,27.666666666666668,5,1,3,4,2
3,2,1,64.33333333333333,1,0,6,4,1
4,3,1,21.5,2,0,3,5,1
4,1,3,14.75,2,0,6,5,1
5,3,2,27.4,5,2,9,4,2
4,2,2,35.5,3,0,9,0,1
5,3,2,15.0,3,1,6,5,2
2,1,1,40.0,2,0,3,1,3
5,2,3,21.4,4,1,3,0,2
5,2,3,34.8,3,0,6,0,2
5,3,2,40.6,3,2,6,4,1
6,3,3,24.666666666666668,4,2,3,3,2
2,1,1,42.5,1,0,6,1,3
6,2,4,12.666666666666666,3,2,6,4,2
6,4,2,16.5,4,3,3,3,2
7,3,4,31.285714285714285,4,2,6,4,2
3,2,1,30.0,3,1,3,4,1
4,2,2,14.25,2,0,6,5,1
3,2,1,27.666666666666668,2,1,6,1,2
7,4,3,31.714285714285715,6,2,0,4,2
3,1,2,51.0,2,0,3,4,1
6,3,3,44.5,3,0,6,2,2
5,3,2,20.4,3,1,3,0,2
4,2,2,25.0,2,1,6,4,1
5,3,2,30.0,2,2,6,3,2
7,3,4,24.0,6,5,3,3,2
4,3,1,18.75,3,1,9,4,1
5,3,2,19.2,4,2,3,3,2
3,1,2,45.0,2,0,0,0,1
6,3,3,31.0,2,0,6,4,1
1,0,1,44.0,1,0,3,1,3
4,2,2,20.25,3,1,3,4,1
3,2,1,57.333333333333336,1,0,6,1,1
3,1,2,26.666666666666668,3,1,2,4,1
4,2,2,29.75,2,0,6,5,2
6,2,4,20.0,5,3,3,3,2
8,3,5,22.25,6,4,6,3,1
3,1,2,34.666666666666664,3,1,3,4,1
4,3,1,25.0,4,2,9,3,1
5,2,3,43.0,3,2,6,3,1
4,2,2,47.75,2,0,6,0,1
6,3,3,18.0,3,3,6,3,2
6,3,3,30.666666666666668,3,1,6,4,2
6,5,1,27.666666666666668,5,2,3,4,2
2,1,1,61.5,1,0,3,4,1
4,3,1,15.5,2,0,6,5,1
6,4,2,31.166666666666668,5,1,3,4,1
3,1,2,25.0,2,0,3,4,1
3,2,1,48.666666666666664,1,0,6,4,1
5,2,3,19.8,5,3,3,3,2
6,2,4,20.666666666666668,5,2,9,3,2
5,2,3,18.8,4,2,9,3,2
4,3,1,19.25,3,1,9,4,1
4,2,2,23.75,4,2,9,3,1
4,2,2,42.75,3,0,9,0,1
4,2,2,31.0,3,2,9,3,1
6,2,4,41.333333333333336,3,1,6,0,2
3,1,2,57.666666666666664,1,0,6,1,1
5,3,2,37.2,4,0,2,4,2
3,1,2,25.333333333333332,2,0,3,4,1
4,2,2,31.5,4,2,3,3,1
4,2,2,17.0,3,1,3,4,1
2,1,1,66.5,0,0,6,1,1
6,2,4,20.666666666666668,5,3,3,3,2
5,3,2,18.6,4,2,3,3,2
4,2,2,31.0,4,2,3,3,1
5,3,2,21.4,5,3,3,3,2
7,5,2,17.142857142857142,6,2,3,0,2
5,2,3,14.6,3,1,3,5,2
3,1,2,21.666666666666668,2,0,3,4,1
3,1,2,45.333333333333336,2,0,3,0,1
4,3,1,39.5,2,0,6,1,1
7,3,4,15.142857142857142,5,3,3,3,2
4,2,2,19.25,2,0,6,5,1
4,2,2,41.75,3,0,2,0,1
1,0,1,60.0,0,0,6,1,3
5,3,2,26.6,5,2,3,3,2
5,2,3,42.8,4,0,3,0,2
4,2,2,19.0,3,1,3,4,1
3,1,2,46.666666666666664,2,0,6,0,1
5,4,1,21.0,4,2,3,3,2
4,3,1,21.75,4,2,3,3,1
6,1,5,23.666666666666668,4,2,6,0,2
4,2,2,15.5,2,0,6,5,1
6,3,3,14.166666666666666,5,3,3,3,2
3,2,1,41.333333333333336,3,0,3,4,1
2,1,1,24.5,2,0,0,4,1
3,2,1,41.333333333333336,1,1,6,4,1
5,2,3,13.6,2,0,6,5,2
5,2,3,14.2,2,0,6,5,2
6,4,2,24.166666666666668,4,3,6,3,2
6,4,2,18.333333333333332,4,2,3,3,2
3,2,1,40.333333333333336,3,1,3,4,1
5,2,3,20.4,4,2,3,3,2
4,3,1,22.75,4,2,3,3,1
3,1,2,21.666666666666668,2,0,3,4,1
4,3,1,37.75,3,0,3,4,1
5,3,2,28.8,5,3,0,3,2
2,1,1,45.5,2,0,3,4,1
2,1,1,21.5,2,0,3,4,1
5,3,2,18.6,4,2,3,3,2
1,0,1,63.0,0,0,6,1,3
4,1,3,43.75,2,0,3,0,1
5,2,3,17.0,4,2,3,3,2
6,1,5,26.666666666666668,5,3,3,3,2
6,4,2,27.833333333333332,4,3,6,3,2
5,3,2,26.2,5,1,3,1,1
4,2,2,25.25,4,0,3,1,1
11,4,7,17.818181818181817,9,7,3,3,2
5,3,2,28.6,5,2,3,3,2
3,2,1,19.333333333333332,0,0,6,4,1
2,1,1,21.0,0,0,6,4,2
3,1,2,60.0,1,0,6,0,1
6,3,3,39.666666666666664,5,1,3,1,1
4,3,1,16.75,2,0,6,5,1
2,1,1,81.0,0,0,6,1,1
5,3,2,23.4,5,3,3,3,2
5,3,2,29.4,4,2,9,3,2
4,3,1,40.5,4,0,3,5,1
5,2,3,34.2,5,1,3,0,2
5,1,4,28.0,4,3,9,3,2
6,5,1,24.833333333333332,4,1,4,5,2
2,1,1,53.5,2,0,4,4,1
6,3,3,15.833333333333334,4,2,3,3,2
4,2,2,30.25,4,1,3,0,1
4,1,3,33.5,3,0,0,0,1
4,2,2,18.0,3,1,4,4,1
4,2,2,21.25,3,1,4,4,1
2,1,1,90.0,0,0,6,4,1
6,2,4,22.5,4,2,3,0,2
6,4,2,29.333333333333332,6,2,3,5,2
5,3,2,25.6,4,1,3,0,2
4,3,1,27.0,3,0,3,5,1
3,2,1,35.0,3,1,9,4,1
4,3,1,24.5,4,2,3,3,1
4,2,2,26.75,2,1,3,4,1
2,1,1,37.0,2,0,3,4,1
3,1,2,31.333333333333332,1,0,6,4,1
3,2,1,22.666666666666668,3,1,3,4,1
3,1,2,18.0,2,0,2,4,1
4,2,2,20.5,3,1,9,4,1
4,2,2,27.75,4,2,9,3,1
5,4,1,27.4,4,0,9,5,2
3,2,1,25.0,2,0,0,4,1
3,1,2,47.0,2,0,6,0,1
4,3,1,40.25,2,0,6,5,1
3,1,2,19.666666666666668,2,0,2,4,1
4,2,2,40.5,3,0,3,0,1
2,1,1,52.0,0,0,6,4,1
2,2,0,19.5,2,1,9,4,0
4,1,3,20.0,3,1,3,4,1
4,2,2,20.5,3,1,3,4,1
3,2,1,50.666666666666664,3,0,2,1,1
2,1,1,69.0,0,0,6,1,1
4,1,3,53.5,3,0,3,0,1
1,0,1,76.0,0,0,6,1,3
4,3,1,29.0,4,2,2,3,1
4,2,2,32.0,2,1,6,0,1
3,1,2,25.333333333333332,3,1,3,4,1
1,0,1,60.0,0,0,6,1,3
4,2,2,38.0,3,1,3,1,1
4,1,3,18.5,4,2,3,3,1
5,2,3,19.0,3,1,6,5,2
7,4,3,39.857142857142854,5,2,6,0,1
6,1,5,22.833333333333332,6,2,3,0,2
2,0,2,55.0,0,0,6,1,3
4,2,2,26.75,2,0,3,4,1
6,3,3,18.666666666666668,3,2,6,0,2
5,2,3,27.8,3,1,3,2,2
5,0,5,15.8,4,4,3,3,2
3,1,2,37.333333333333336,1,0,6,0,1
3,2,1,49.333333333333336,2,0,3,1,1
2,1,1,76.5,0,0,6,1,1
6,2,4,43.166666666666664,3,0,6,0,1
4,1,3,16.5,2,0,6,5,1
5,3,2,21.0,3,1,3,4,2
9,6,3,36.55555555555556,6,0,9,4,2
3,1,2,21.666666666666668,2,0,0,4,1
5,3,2,16.2,4,2,3,3,2
2,1,1,32.0,1,0,6,4,1
4,1,3,16.75,2,0,6,5,1
6,1,5,25.666666666666668,5,2,3,0,2
5,4,1,18.2,4,2,3,3,2
4,2,2,38.5,3,0,3,0,1
5,2,3,34.8,4,0,3,0,1
5,2,3,15.8,3,1,3,5,2
6,3,3,19.333333333333332,5,2,3,3,2
5,3,2,18.8,3,2,3,3,2
6,2,4,26.833333333333332,5,3,3,3,2
7,4,3,30.142857142857142,6,1,3,0,2
5,4,1,35.0,5,1,3,4,2
4,1,3,43.25,4,1,3,0,1
2,1,1,72.5,0,0,6,4,1
4,2,2,17.25,3,1,1,4,1
4,2,2,33.75,4,2,0,1,1
1,0,1,84.0,0,0,6,1,3
5,2,3,41.6,4,1,1,1,1
4,2,2,23.25,3,1,5,4,1
4,1,3,27.0,4,2,0,3,1
5,4,1,17.0,4,2,3,3,2
5,2,3,20.2,4,2,3,3,2
5,3,2,35.0,3,2,6,0,1
3,2,1,23.333333333333332,3,1,9,4,1
5,2,3,43.6,2,0,6,0,1
5,3,2,16.4,3,1,2,5,2
4,3,1,48.5,3,0,3,1,1
4,1,3,17.25,2,0,2,5,1
3,0,3,23.0,3,2,2,3,2
7,4,3,20.285714285714285,5,1,4,4,2
6,3,3,25.5,6,4,2,3,2
5,3,2,21.8,4,2,9,3,2
4,1,3,15.0,2,0,2,5,1
4,2,2,32.75,3,2,6,3,1
4,2,2,19.5,3,1,2,4,1
5,1,4,18.2,4,2,3,3,2
5,2,3,24.4,4,2,3,3,2
4,2,2,37.75,3,0,2,4,1
2,1,1,62.5,0,0,6,2,1
4,1,3,58.75,1,0,6,0,1
6,4,2,20.333333333333332,2,2,6,3,2
4,3,1,33.75,2,1,6,1,1
6,2,4,36.5,5,1,0,4,2
5,2,3,30.8,5,1,3,4,2
8,2,6,20.5,5,3,6,0,2
3,1,2,48.333333333333336,1,0,6,1,1
4,1,3,15.5,2,0,6,5,1
5,2,3,16.2,3,1,2,5,2
4,2,2,42.5,2,0,6,0,1
3,2,1,51.0,2,1,3,1,1
4,1,3,19.0,3,1,2,5,1
1,0,1,85.0,0,0,6,1,3
8,4,4,23.375,7,5,9,3,2
1,0,1,64.0,0,0,6,1,3
1,0,1,70.0,0,0,6,1,3
6,4,2,23.0,6,3,4,3,2
5,4,1,31.8,4,1,3,5,2
2,1,1,65.0,0,0,6,0,1
5,1,4,15.6,4,2,3,3,2
4,3,1,26.0,3,2,3,3,1
3,3,0,34.333333333333336,3,1,0,1,2
4,3,1,33.25,4,1,3,4,1
4,2,2,31.75,2,2,6,3,1
2,1,1,32.5,1,0,6,4,1
3,1,2,38.666666666666664,3,0,3,0,1
3,1,2,32.0,2,0,2,1,1
1,0,1,70.0,0,0,6,1,3
2,1,1,61.5,1,0,3,1,1
3,1,2,41.0,3,0,3,0,1
2,1,1,62.0,1,0,6,1,1
5,2,3,19.6,4,2,2,3,2
2,1,1,39.0,2,0,3,4,1
2,0,2,26.5,2,1,3,1,3
1,1,0,66.0,1,0,3,1,3
4,3,1,29.25,4,2,3,3,1
5,2,3,14.6,3,1,3,5,2
2,1,1,62.0,2,0,3,1,1
1,1,0,73.0,0,0,6,1,3
6,2,4,21.166666666666668,6,2,3,0,2
4,3,1,18.0,3,1,3,4,1
4,2,2,35.25,2,1,6,4,1
5,3,2,18.8,4,2,3,3,2
3,1,2,54.333333333333336,1,1,6,4,1
3,1,2,28.333333333333332,3,0,9,1,2
6,3,3,27.5,6,4,3,3,2
5,4,1,14.4,4,2,3,3,2
6,3,3,18.166666666666668,5,3,3,3,2
5,3,2,17.8,4,2,3,3,2
6,1,5,21.333333333333332,4,1,3,0,2
6,4,2,14.833333333333334,4,2,3,3,2
5,3,2,17.2,4,2,3,3,2
4,2,2,27.5,3,1,3,4,1
4,2,2,25.75,3,1,3,4,1
7,4,3,22.428571428571427,7,2,3,0,2
4,3,1,29.25,4,2,4,3,1
2,1,1,71.5,0,0,6,1,1
4,2,2,14.75,2,0,9,5,1
2,1,1,60.0,1,0,6,4,1
3,2,1,25.666666666666668,3,1,3,4,1
5,2,3,23.8,4,2,3,3,2
4,2,2,26.75,4,2,2,3,1
6,4,2,32.333333333333336,5,1,3,5,2
4,2,2,47.5,2,0,6,1,1
3,1,2,35.333333333333336,2,0,6,1,1
2,1,1,24.0,2,0,4,4,1
4,1,3,16.75,3,1,3,4,1
4,1,3,14.25,2,0,6,5,1
3,1,2,42.666666666666664,3,0,3,0,1
2,1,1,58.5,0,0,6,1,1
2,1,1,47.5,0,0,6,4,1
4,3,1,19.5,3,1,3,4,1
3,1,2,36.666666666666664,3,0,3,0,1
4,2,2,19.25,3,1,3,4,1
2,1,1,59.0,1,0,6,1,3
3,2,1,26.666666666666668,3,1,9,4,1
2,1,1,71.0,1,0,3,1,1
2,1,1,75.5,0,0,6,1,1
2,1,1,82.0,0,0,6,1,1
4,3,1,28.5,4,2,9,3,1
4,3,1,21.25,3,1,9,4,1
4,3,1,26.5,3,1,9,4,1
5,2,3,21.4,4,2,3,3,2
4,2,2,26.0,4,2,9,3,1
4,3,1,49.5,3,0,9,5,1
4,1,3,20.0,3,1,0,4,1
4,2,2,23.5,3,1,5,4,1
4,2,2,18.5,3,1,3,4,1
5,3,2,26.0,5,1,3,5,2
7,3,4,20.0,6,4,9,3,2
1,0,1,70.0,0,0,6,1,3
8,3,5,24.5,4,2,6,0,1
6,5,1,22.5,5,3,3,3,2
5,3,2,15.6,2,0,6,5,2
5,2,3,18.8,3,1,3,5,2
4,2,2,21.0,2,1,6,4,1
6,4,2,34.666666666666664,4,0,3,4,2
6,3,3,21.666666666666668,6,4,3,3,2
9,5,4,22.77777777777778,6,4,6,3,2
10,3,7,31.0,5,1,6,0,2
8,4,4,27.75,7,2,3,4,2
4,1,3,52.0,2,0,6,0,1
3,1,2,41.666666666666664,2,0,6,4,2
2,1,1,84.0,0,0,6,1,1
4,1,3,48.0,3,0,3,4,2
1,0,1,75.0,0,0,6,0,3
2,1,1,72.0,0,0,6,4,1
3,0,3,50.333333333333336,2,0,6,0,2
3,1,2,48.666666666666664,1,0,6,1,2
2,0,2,47.5,2,0,3,1,3
4,3,1,19.75,4,2,3,3,1
1,0,1,79.0,0,0,6,1,3
2,1,1,74.0,0,0,6,1,1
5,2,3,23.4,3,1,2,5,1
6,2,4,26.0,4,4,6,3,2
2,1,1,50.5,1,0,6,1,3
3,0,3,30.0,1,0,6,1,3
3,2,1,21.666666666666668,2,0,9,4,1
5,2,3,45.6,3,0,6,0,2
3,2,1,31.666666666666668,2,0,3,4,1
8,4,4,25.875,6,5,6,3,2
1,0,1,80.0,0,0,6,0,3
1,0,1,71.0,0,0,6,0,3
1,0,1,70.0,0,0,6,0,3
1,0,1,65.0,0,0,6,0,3
4,2,2,42.25,3,0,3,4,1
6,5,1,14.166666666666666,3,2,3,3,2
8,4,4,30.25,5,3,3,0,2
6,2,4,17.0,5,3,3,3,2
6,3,3,46.166666666666664,2,0,6,0,1
5,2,3,23.8,3,1,6,0,2
4,3,1,40.75,3,0,9,4,1
4,2,2,19.5,4,2,9,3,1
6,4,2,22.0,5,3,3,3,2
3,1,2,15.333333333333334,2,1,3,0,2
2,1,1,59.0,1,0,3,1,1
8,2,6,15.125,6,3,3,3,2
4,2,2,17.0,2,1,6,4,1
5,3,2,30.2,4,0,3,4,2
6,3,3,30.5,4,0,3,4,1
4,1,3,17.25,3,1,3,4,1
6,4,2,34.333333333333336,4,1,6,4,1
6,3,3,20.666666666666668,6,4,9,3,2
2,1,1,57.5,2,0,3,4,1
5,3,2,27.0,4,2,9,3,2
