,Address,total_cost
0,20001383919,521422940.0
1,20001383923,113830000.0
2,20001383925,83847552.0
3,20001383929,40054776.0
4,20001383932,99872000.0
5,20001383935,91317552.0
6,20001384021,211664164.0
7,20001384022,202204552.0
8,20001384026,199386776.0
9,20001384029,328381940.0
10,20001384032,390979776.0
11,20001384035,155667000.0
12,20001384121,189240000.0
13,20001384123,136812552.0
14,20001384126,1128257552.0
15,20001384129,89123164.0
16,20001384132,521063164.0
17,20001384135,21677776.0
18,20001384220,234169164.0
19,20001384223,278517164.0
20,20001384225,97356164.0
21,20001384232,165057164.0
22,20001384235,207725776.0
23,20001384321,123075776.0
24,20001384322,165280164.0
25,20001384326,25798388.0
26,20001384327,246620552.0
27,20001384332,129346776.0
28,20001384335,227998164.0
29,20001384420,136376776.0
30,20001384423,235182552.0
31,20001384425,201485940.0
32,20001384426,425511000.0
33,20001384432,313389552.0
34,20001384521,237274000.0
35,20001384522,494466000.0
36,20001384525,44200000.0
37,20001384528,150502552.0
38,20001384532,1094324388.0
39,20001384535,147534164.0
40,20001384621,122458000.0
41,20001384622,41740388.0
42,20001384626,57147776.0
43,20001384629,174655000.0
44,20001384632,86453164.0
45,20001384635,88617388.0
46,20001384723,335909552.0
47,20001384724,242024552.0
48,20001384726,162122164.0
49,20001384729,122261940.0
50,20001384732,267684552.0
51,20001384735,67718000.0
52,20001384819,310568164.0
53,20001384824,300692776.0
54,20001384825,893148164.0
55,20001384828,230043776.0
56,20001384832,88770000.0
57,20001384835,54489388.0
58,20001384919,143382288.0
59,20001384920,1069329999.0
60,20001384926,462670000.0
61,20001384929,170230000.0
62,20001384932,201260000.0
63,20001384935,113023684.0
64,20001385020,27361388.0
65,20001385023,348610000.0
66,20001385026,225032164.0
67,20001385029,118533388.0
68,20001385032,509863000.0
69,20001385035,235118000.0
70,20001385119,199174000.0
71,20001385120,124867552.0
72,20001385127,10324388.0
73,20001385129,20023164.0
74,20001385132,51982552.0
75,20001385135,120076940.0
76,20001385220,164225000.0
77,20001385222,401210000.0
78,20001385226,99187552.0
79,20001385229,144020000.0
80,20001385232,377905000.0
81,20001385235,50824552.0
82,20001385321,404002552.0
83,20001385323,369266000.0
84,20001385326,89962552.0
85,20001385329,39110000.0
86,20001385332,312116552.0
87,20001385335,50232552.0
88,20001385421,448668000.0
89,20001385424,260890000.0
90,20001385429,30108552.0
