Address,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities
10001000113,4,4,90.0,3,4,1,0,2,2,2,7
10001000116,4,4,90.0,3,4,1,0,2,2,2,7
10001000120,4,5,120.0,3,4,1,0,2,2,2,8
10001000123,4,4,100.0,3,4,1,0,2,2,2,7
10001000126,5,4,70.0,3,4,0,0,2,2,2,7
10001000129,4,4,75.0,3,4,0,0,2,2,2,8
10001000214,4,4,100.0,3,4,1,0,2,2,2,8
10001000216,4,4,120.0,3,4,0,0,2,2,2,7
10001000219,4,4,120.0,3,4,0,0,2,2,2,8
10001000220,4,4,100.0,3,4,0,0,2,2,2,6
10001000226,4,4,90.0,3,4,1,0,2,2,2,7
10001000229,4,4,95.0,3,4,1,0,2,2,2,7
10001000314,4,4,100.0,3,4,1,0,2,2,2,8
10001000317,4,4,110.0,3,4,1,0,2,2,2,8
10001000319,4,4,100.0,3,4,1,0,2,2,2,7
10001000321,4,4,120.0,3,4,0,0,2,2,2,7
10001000326,4,4,115.0,3,4,1,0,2,2,2,8
10001000329,4,4,100.0,3,4,1,0,2,2,2,8
10001000414,5,4,95.0,3,4,0,0,2,2,2,7
10001000417,4,4,90.0,3,4,1,0,2,2,2,8
10001000420,4,4,100.0,3,4,0,0,2,2,2,7
10001000423,0,4,75.0,3,4,1,0,2,2,2,7
10001000426,4,4,100.0,3,4,0,0,2,2,2,7
10001000429,5,4,80.0,3,4,0,0,2,2,2,9
10001000514,4,4,80.0,3,4,1,0,2,2,2,7
10001000517,5,3,60.0,3,4,0,0,2,2,2,8
10001000520,5,3,60.0,3,4,0,0,2,2,2,9
10001000523,4,4,90.0,3,4,0,0,2,2,2,7
10001000526,4,4,90.0,3,4,1,0,2,2,2,9
10001000529,4,4,70.0,3,4,1,0,2,2,2,8
10001000613,4,4,100.0,3,4,1,0,2,2,2,7
10001000614,4,4,90.0,3,4,0,0,2,2,2,8
10001000619,4,4,110.0,3,4,1,0,2,2,2,7
10001000620,4,4,100.0,3,4,0,0,2,2,2,7
10001000626,4,4,86.0,3,4,1,0,2,2,2,7
10001000629,4,4,85.0,3,4,1,0,2,2,2,7
10001000716,4,4,80.0,3,4,0,0,2,2,2,6
10001000717,4,4,70.0,3,4,1,0,2,2,2,8
10001000720,4,4,82.0,3,4,1,0,2,2,2,8
10001000723,4,4,100.0,3,4,1,0,2,2,2,7
10001000726,5,4,80.0,3,4,0,0,2,2,2,6
10001000729,4,4,70.0,3,4,1,0,2,2,2,7
10001000915,4,4,100.0,3,4,1,0,2,2,2,7
10001000916,4,4,100.0,3,4,1,0,2,2,2,8
10001000920,4,4,105.0,3,4,0,0,2,2,2,7
10001000923,5,4,100.0,3,4,0,0,2,2,2,8
10001000926,4,4,100.0,3,4,1,0,2,2,2,8
10001000929,1,4,85.0,3,4,1,0,2,2,2,7
10001001013,4,4,100.0,3,4,1,0,2,2,2,8
10001001015,4,4,100.0,3,4,1,0,2,2,2,9
10001001020,4,4,80.0,3,4,1,0,2,2,2,9
10001001023,4,4,90.0,3,4,1,0,2,2,2,8
10001001026,4,4,100.0,3,4,0,0,2,2,2,7
10001001029,4,4,85.0,3,4,0,0,2,2,2,7
10001001113,4,4,100.0,3,4,1,0,2,2,2,8
10001001114,4,4,125.0,3,4,1,0,2,2,2,7
10001001119,0,4,90.0,3,4,1,0,2,2,2,7
10001001120,4,4,120.0,3,4,0,0,2,2,2,7
10001001126,4,4,120.0,3,4,0,0,2,2,2,8
10001001129,5,4,100.0,3,4,1,0,2,2,2,7
10001001217,4,4,80.0,3,4,1,0,2,2,2,7
10001001218,0,4,75.0,3,4,0,0,2,2,2,6
10001001220,4,4,120.0,3,4,0,0,2,2,2,7
10001001223,4,4,90.0,3,4,0,0,2,2,2,8
10001001226,4,4,100.0,3,4,1,0,2,2,2,7
10001001229,4,4,100.0,3,4,1,0,2,2,2,7
10001001313,4,4,90.0,3,4,1,0,2,2,2,9
10001001315,4,4,90.0,3,4,0,0,2,2,2,8
10001001320,5,4,90.0,3,4,1,0,2,2,2,8
10001001323,4,4,82.0,3,4,1,0,2,2,2,7
10001001326,5,4,90.0,3,4,0,0,2,2,2,7
10001001329,4,4,90.0,3,4,1,0,2,2,2,8
10001001414,4,4,100.0,3,4,1,0,2,2,2,8
10001001418,0,4,105.0,3,4,1,0,2,2,2,8
