,Address,total_cost
0,10001000126,1218760000.0
1,10001000130,153712000.0
2,10001000132,163720000.0
3,10001000135,137920000.0
4,10001000138,653590000.0
5,10001000141,521830000.0
6,10001000226,293091000.0
7,10001000230,856895000.0
8,10001000232,677695000.0
9,10001000235,326980288.0
10,10001000238,388346000.0
11,10001000241,416150000.0
12,10001000326,1018664000.0
13,10001000329,694613000.0
14,10001000332,389190000.0
15,10001000336,176575000.0
16,10001000338,122355000.0
17,10001000341,776760000.0
18,10001000425,335070000.0
19,10001000426,125094000.0
20,10001000432,475895000.0
21,10001000435,718455000.0
22,10001000438,301210000.0
23,10001000441,180317000.0
24,10001000526,520590000.0
25,10001000530,540000000.0
26,10001000531,788690000.0
27,10001000533,309716000.0
28,10001000538,799880000.0
29,10001000541,184110000.0
30,10001000625,3408119000.0
31,10001000627,379836000.0
32,10001000632,302356388.0
33,10001000635,1230246000.0
34,10001000638,760443000.0
35,10001000641,519700000.0
36,10001000726,106401940.0
37,10001000729,193761552.0
38,10001000731,121889000.0
39,10001000732,69190000.0
40,10001000738,134880000.0
41,10001000741,106640000.0
42,10001000926,698178000.0
43,10001000930,128455000.0
44,10001000932,573380000.0
45,10001000935,487875000.0
46,10001000938,580180000.0
47,10001000941,439490000.0
48,10001001027,179845000.0
49,10001001029,1090080000.0
50,10001001033,3282560000.0
51,10001001036,358388776.0
52,10001001038,628310000.0
53,10001001041,356190000.0
54,10001001125,855078164.0
55,10001001128,147730000.0
56,10001001132,623205000.0
57,10001001135,1800130000.0
58,10001001138,2245560000.0
59,10001001141,661545000.0
60,10001001226,398468336.0
61,10001001227,68990000.0
62,10001001234,3483010000.0
63,10001001236,35050776.0
64,10001001238,466168000.0
65,10001001241,222980000.0
66,10001001328,374880000.0
67,10001001330,504915000.0
68,10001001332,775530000.0
69,10001001333,1878590000.0
70,10001001338,153060000.0
71,10001001341,42165000.0
72,10001001428,158458000.0
73,10001001429,115560000.0
74,10001001435,159540000.0
75,10001001436,61140000.0
76,10001001438,430410000.0
77,10001001441,459830000.0
78,10001001527,300915000.0
79,10001001528,23455000.0
80,10001001532,49058164.0
81,10001001534,132476000.0
82,10001001538,190778500.0
83,10001001541,332552000.0
84,10001001625,176850000.0
85,10001001628,310374000.0
86,10001001632,134128000.0
87,10001001633,167561000.0
88,10001001638,415730000.0
89,10001001641,40868776.0
90,10001001726,86116776.0
91,10001001727,538443776.0
92,10001001732,372178776.0
93,10001001735,322654164.0
94,10001001738,110028164.0
95,10001001741,361989164.0
96,10001001825,337870000.0
97,10001001826,643410000.0
98,10001001835,259525000.0
99,10001001836,589900000.0
100,10001001838,94540000.0
101,10001001841,276460000.0
102,10001001925,385895000.0
103,10001001929,198613776.0
104,10001001932,629202940.0
105,10001001935,296732000.0
106,10001001938,280641000.0
107,10001001941,221160000.0
108,10001002025,53814000.0
109,10001002029,108210000.0
110,10001002034,355433000.0
111,10001002035,40590000.0
112,10001002038,184115000.0
113,10001002041,179217288.0
114,10001002226,94340000.0
115,10001002229,174910000.0
116,10001002232,261630000.0
117,10001002235,343869000.0
118,10001002238,13195880000.0
119,10001002329,377520000.0
120,10001002330,428690000.0
121,10001002332,118030000.0
122,10001002335,122020000.0
123,10001002338,439744000.0
124,10001002341,740420000.0
125,10001002425,643970000.0
126,10001002430,432546000.0
127,10001002432,1078142164.0
128,10001002435,121445000.0
129,10001002438,540500000.0
130,10001002441,567080000.0
131,10001002526,481740000.0
132,10001002529,78500000.0
133,10001002532,40767500.0
134,10001002534,614630000.0
135,10001002538,478655000.0
136,10001002541,384450000.0
137,10001002625,66288000.0
138,10001002629,94720000.0
139,10001002631,135510000.0
140,10001002634,108910000.0
141,10001002638,177350000.0
142,10001002641,106650000.0
143,10001002725,3106340000.0
144,10001002726,346025000.0
145,10001002732,469742288.0
146,10001002735,633086999.0
147,10001002738,75363000.0
148,10001002741,1507256000.0
149,10002002825,603210000.0
150,10002002827,263234000.0
151,10002002832,179100000.0
152,10002002835,170882000.0
153,10002002838,412487000.0
154,10002002841,141450000.0
155,10002002925,286942000.0
156,10002002932,197896000.0
157,10002002935,337068776.0
158,10002002938,649720000.0
159,10002002941,593380000.0
160,10002003026,303040000.0
161,10002003027,190467552.0
162,10002003032,348254000.0
163,10002003035,131195000.0
164,10002003038,174188000.0
165,10002003041,579615000.0
166,10003003126,742090000.0
167,10003003127,273730000.0
168,10003003131,378064000.0
169,10003003135,592170000.0
170,10003003138,186660000.0
171,10003003141,481730000.0
172,10003003227,3643226000.0
173,10003003229,269159999.0
174,10003003232,821055000.0
175,10003003236,350972000.0
176,10003003238,94455000.0
177,10003003241,163103776.0
178,10003003327,317510000.0
179,10003003329,188340000.0
180,10003003332,440035000.0
181,10003003335,520750000.0
182,10003003338,223803000.0
183,10003003341,453207000.0
184,10003003527,158210000.0
185,10003003529,131630000.0
186,10003003534,378605000.0
187,10003003535,362330000.0
188,10003003538,1732720000.0
189,10003003541,398165000.0
190,10004003627,3656677500.0
191,10004003630,562230000.0
192,10004003632,462205000.0
193,10004003636,340230000.0
194,10004003638,623590000.0
195,10004003641,1137650000.0
196,10004003826,293060000.0
197,10004003829,65900000.0
198,10004003832,141250000.0
199,10004003835,82640000.0
200,10004003838,82030000.0
201,10004003841,47528000.0
202,10004003926,801130000.0
203,10004003930,529342000.0
204,10004003932,284640000.0
205,10004003935,112617000.0
206,10004003938,88390000.0
207,10004003941,129583164.0
208,10004004029,399370000.0
209,10004004030,500000000.0
210,10004004034,136780000.0
211,10004004036,276450000.0
212,10004004038,639367000.0
213,10004004041,514280000.0
214,10004004125,127745000.0
215,10004004130,87867500.0
216,10004004132,161310000.0
217,10004004136,766600000.0
218,10004004138,591990000.0
219,10004004141,314786000.0
220,10004004227,486100000.0
221,10004004230,50370000.0
222,10004004231,124000000.0
223,10004004235,971792000.0
224,10004004238,66650000.0
225,10004004241,617410000.0
226,10004004327,628279999.0
227,10004004329,435025000.0
228,10004004334,1538243000.0
229,10004004335,770050000.0
230,10004004338,120525000.0
231,10004004341,717098000.0
232,10004004429,739930000.0
233,10004004430,417895000.0
234,10004004432,719120000.0
235,10004004435,119143776.0
236,10004004438,17191097000.0
237,10004004441,105945000.0
238,10004004526,467825000.0
239,10004004530,274531000.0
240,10004004533,150928552.0
241,10004004535,1370310000.0
242,10004004538,2173530000.0
243,10004004541,784128000.0
244,10005004625,123140000.0
245,10005004630,319720000.0
246,10005004634,412590000.0
247,10005004635,107610000.0
248,10005004638,351490000.0
249,10005004641,64202000.0
250,10005004725,351170000.0
251,10005004728,13992530000.0
252,10005004732,1016092000.0
253,10005004735,373706000.0
254,10005004738,716471000.0
255,10005004741,56370000.0
256,10005004826,170065000.0
257,10005004829,374965000.0
258,10005004831,310981000.0
259,10005004835,404475000.0
260,10005004838,356406000.0
261,10005004841,280051552.0
262,10005005026,366819000.0
263,10005005027,219532000.0
264,10005005033,466306000.0
265,10005005035,112555000.0
266,10005005038,83930000.0
267,10005005041,216180000.0
268,10005005129,344170000.0
269,10005005130,662840000.0
270,10005005132,112970000.0
271,10005005135,332625000.0
272,10005005138,819385000.0
273,10005005141,80295000.0
274,10005005229,81330000.0
275,10005005230,413230000.0
276,10005005232,351310000.0
277,10005005233,199630000.0
278,10005005238,78268000.0
279,10005005241,399540000.0
280,10005005325,212815000.0
281,10005005329,274178000.0
282,10005005331,54180000.0
283,10005005333,56410000.0
284,10005005338,289190000.0
285,10005005341,161230000.0
286,10006005425,220790000.0
287,10006005426,882150000.0
288,10006005431,837510000.0
289,10006005432,975670552.0
290,10006005438,1371360000.0
291,10006005441,212680000.0
292,10006005526,702535000.0
293,10006005530,337063000.0
294,10006005534,607740000.0
295,10006005536,158972000.0
296,10006005538,615040000.0
297,10006005541,319930000.0
298,10006005625,401140000.0
299,10006005629,636915000.0
300,10006005633,632697000.0
301,10006005635,316118000.0
302,10006005638,628287000.0
