Address,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities
20001383916,5,4,60.0,3,7,0,1,3,3,4,8
20001383917,4,2,100.0,3,4,0,1,3,3,4,9
20001383919,4,3,80.0,3,4,0,1,3,3,4,6
20001383923,1,4,80.0,3,3,0,0,3,3,4,4
20001383926,0,3,35.0,3,1,0,0,3,3,4,8
20001383929,0,1,20.0,3,4,0,1,3,3,4,8
20001384014,4,4,110.0,3,4,1,0,3,3,4,8
20001384015,4,4,75.0,3,4,0,0,3,3,4,6
20001384021,4,4,70.0,3,4,0,0,3,3,4,7
20001384022,0,4,70.0,3,4,0,0,3,3,4,7
20001384026,4,4,100.0,3,1,1,0,3,3,4,8
20001384029,0,4,70.0,3,4,0,0,3,3,4,7
20001384114,4,3,60.0,3,1,0,0,3,3,4,6
20001384115,0,3,40.0,3,1,0,0,3,3,4,6
20001384121,4,3,70.0,3,1,1,0,3,3,4,5
20001384123,4,3,100.0,3,1,1,0,3,3,4,5
20001384126,4,5,150.0,3,4,1,1,3,3,4,10
20001384129,4,3,90.0,3,4,0,1,3,3,4,7
20001384214,4,3,50.0,3,4,0,0,3,3,4,7
20001384215,0,4,80.0,3,4,1,0,3,3,4,7
20001384220,0,4,80.0,3,4,1,0,3,3,4,7
20001384223,4,4,70.0,3,4,0,0,3,3,4,7
20001384226,5,3,65.0,3,4,0,0,3,3,4,7
20001384229,4,4,90.0,3,4,0,0,3,3,4,7
20001384316,4,3,80.0,3,4,1,0,3,3,4,5
20001384317,4,4,80.0,3,4,1,0,3,3,4,7
20001384323,5,4,85.0,3,4,0,0,3,3,4,6
20001384324,4,4,85.0,3,4,1,0,3,3,4,6
20001384326,4,3,70.0,3,4,0,0,3,3,4,5
20001384329,4,4,80.0,3,4,1,0,3,3,4,8
20001384417,4,4,100.0,3,1,0,0,3,3,4,6
20001384418,4,4,120.0,3,4,1,0,3,3,4,8
20001384420,4,5,140.0,3,1,0,0,3,3,4,6
20001384423,4,5,130.0,3,1,1,0,3,3,4,7
20001384426,4,4,90.0,3,4,1,0,3,3,4,7
20001384429,4,4,95.0,3,4,0,0,3,3,4,8
20001384514,4,4,70.0,3,4,0,0,3,3,4,8
20001384517,4,3,60.0,3,4,0,0,3,3,4,7
20001384520,4,4,80.0,3,4,0,0,3,3,4,9
20001384523,4,4,80.0,3,4,0,0,3,3,4,9
20001384526,4,4,80.0,3,4,0,0,3,3,4,7
20001384529,4,4,120.0,3,4,1,0,3,3,4,7
20001384613,4,3,90.0,3,4,1,0,3,3,4,7
20001384616,4,4,150.0,3,7,1,0,3,3,4,8
20001384620,5,4,100.0,3,4,1,0,3,3,4,7
20001384622,4,3,80.0,3,4,0,0,3,3,4,8
20001384626,4,4,90.0,3,3,0,0,3,3,4,7
20001384629,4,4,80.0,3,4,1,0,3,3,4,7
20001384713,4,4,80.0,3,4,1,0,3,3,4,8
20001384718,4,4,85.0,3,4,1,0,3,3,4,8
20001384719,4,4,90.0,3,4,1,0,3,3,4,7
20001384724,4,4,95.0,3,4,1,0,3,3,4,6
20001384726,4,4,70.0,3,4,0,0,3,3,4,6
20001384729,4,4,75.0,3,4,1,0,3,3,4,6
20001384814,4,4,80.0,3,4,1,0,3,3,4,8
20001384817,4,4,80.0,3,4,1,0,3,3,4,7
20001384819,4,4,80.0,3,4,1,0,3,3,4,8
20001384824,4,4,100.0,3,4,1,0,3,3,4,9
20001384826,6,4,80.0,3,4,1,0,3,3,4,8
20001384829,4,5,100.0,3,4,0,0,3,3,4,7
20001384914,5,4,90.0,3,4,0,0,3,3,4,8
20001384917,4,4,110.0,3,4,1,0,3,3,4,8
20001384920,4,4,82.0,3,4,0,0,3,3,4,7
20001384923,4,4,100.0,3,4,1,0,3,3,4,7
20001384926,4,4,100.0,3,4,1,0,3,3,4,7
20001384929,4,5,120.0,3,4,0,0,3,3,4,7
20001385016,4,4,100.0,3,4,1,0,3,3,4,8
20001385018,5,4,85.0,3,4,1,0,3,3,4,6
20001385020,4,4,100.0,3,4,0,0,3,3,4,7
20001385023,4,4,100.0,3,4,1,0,3,3,4,7
20001385026,4,3,80.0,3,4,0,0,3,3,4,7
20001385029,4,3,60.0,3,4,0,0,3,3,4,7
20001385114,0,1,20.0,3,7,0,0,3,3,4,3
20001385115,4,4,100.0,2,4,0,1,3,3,4,5
20001385120,4,2,30.0,3,3,0,0,3,3,4,5
20001385123,4,3,70.0,3,4,0,1,3,3,4,4
20001385126,0,3,90.0,3,7,0,1,3,3,4,9
20001385129,4,3,65.0,3,7,0,0,3,3,4,5
20001385213,4,2,70.0,3,4,1,1,3,3,4,6
20001385214,4,2,80.0,3,1,0,0,3,3,4,3
20001385220,4,2,70.0,3,7,0,1,3,3,4,6
20001385222,4,2,50.0,3,7,0,1,3,3,4,6
20001385226,4,2,80.0,3,1,0,1,3,3,4,6
20001385229,4,2,70.0,3,1,1,0,3,3,4,7
20001385316,4,2,80.0,3,7,1,0,3,3,4,5
20001385318,4,4,117.0,3,4,1,0,3,3,4,9
20001385320,4,3,70.0,3,4,0,0,3,3,4,4
20001385322,4,3,60.0,3,4,0,0,3,3,4,7
20001385326,4,4,110.0,3,4,0,1,3,3,4,7
20001385329,4,3,80.0,3,4,0,1,3,3,4,6
20001385414,4,3,90.0,3,4,1,1,3,3,4,6
20001385418,4,2,40.0,3,3,0,0,3,3,4,3
20001385420,4,4,100.0,3,4,0,0,3,3,4,9
20001385423,0,4,120.0,3,4,1,0,3,3,4,7
20001385426,4,3,120.0,3,4,0,0,3,3,4,9
20001385429,0,3,110.0,3,4,0,0,3,3,4,7
20001385515,4,4,90.0,3,1,0,0,3,3,4,7
20001385517,4,4,100.0,3,1,1,0,3,3,4,7
20001385521,4,4,120.0,3,4,0,0,3,3,4,7
20001385523,4,4,100.0,3,4,1,0,3,3,4,7
20001385526,4,4,100.0,3,4,0,0,3,3,4,7
20001385529,4,4,110.0,3,4,1,0,3,3,4,8
20001385616,4,4,96.0,3,4,0,1,3,3,4,6
20001385617,4,4,120.0,1,4,1,1,3,3,4,7
20001385620,4,4,120.0,3,4,1,0,3,3,4,7
20001385624,4,3,100.0,3,4,1,1,3,3,4,8
20001385626,4,3,70.0,3,4,1,0,3,3,4,9
20001385629,4,4,100.0,3,3,0,1,3,3,4,7
20001385716,4,4,90.0,3,4,1,1,3,3,4,9
20001385717,4,3,100.0,2,4,1,1,3,3,4,8
20001385720,4,4,80.0,3,1,1,0,3,3,4,7
20001385721,4,3,110.0,3,4,1,0,3,3,4,7
20001385726,4,4,120.0,3,4,1,0,3,3,4,9
20001385729,4,3,90.0,3,4,1,1,3,3,4,9
20002385813,4,3,50.0,3,3,0,0,3,3,4,5
20002385814,4,4,60.0,3,4,0,1,3,3,4,8
20002385819,4,5,78.0,3,1,1,1,3,3,4,7
20002385823,0,3,45.0,3,3,0,1,3,3,4,5
20002385826,4,4,120.0,3,4,1,1,3,3,4,7
20002385829,0,3,70.0,3,3,0,1,3,3,4,8
20002385913,4,4,80.0,3,4,0,1,3,3,4,8
20002385916,4,4,120.0,3,4,1,0,3,3,4,8
20002385920,4,4,100.0,3,7,0,0,3,3,4,7
20002385924,4,3,70.0,3,7,0,0,3,3,4,8
20002385926,4,4,70.0,3,3,0,1,3,3,4,6
20002385929,4,3,45.0,3,4,0,1,3,3,4,6
