Address,member,Male_count,Female_count,age,literacy,studying,degree,occupationalst,maritalst,province,town,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities,total_cost,total_income
20001383916,4,1,3,23.75,1.0,0.5,3,3,1,22,1,5,4,60.0,3,7,0,1,3,3,4,8,145932000.0,51950000.0
20001383917,4,2,2,20.0,0.75,0.25,3,4,1,22,1,4,2,100.0,3,4,0,1,3,3,4,9,141528000.0,285250000.0
20001383919,5,4,1,19.6,0.6,0.2,9,5,2,22,1,4,3,80.0,3,4,0,1,3,3,4,6,15020000.0,69350000.0
20001383923,4,2,2,31.0,1.0,0.25,3,4,1,22,1,1,4,80.0,3,3,0,0,3,3,4,4,56097552.0,47050000.0
20001383926,4,2,2,17.5,0.5,0.0,6,5,1,22,1,0,3,35.0,3,1,0,0,3,3,4,8,38532552.0,186330000.0
20001383929,2,1,1,26.5,1.0,0.0,9,4,1,22,1,0,1,20.0,3,4,0,1,3,3,4,8,125710000.0,53670000.0
20001384014,4,2,2,44.5,1.0,0.0,3,4,1,22,1,4,4,110.0,3,4,1,0,3,3,4,8,161862552.0,751440000.0
20001384015,4,2,2,21.75,0.75,0.25,3,4,1,22,1,4,4,75.0,3,4,0,0,3,3,4,6,45431552.0,44040000.0
20001384021,3,2,1,44.333333333333336,1.0,0.3333333333333333,3,4,1,22,1,4,4,70.0,3,4,0,0,3,3,4,7,69622164.0,354780000.0
20001384022,4,3,1,29.0,1.0,0.25,9,4,1,22,1,0,4,70.0,3,4,0,0,3,3,4,7,35889552.0,40840000.0
20001384026,2,1,1,62.5,0.0,0.0,6,4,1,22,1,4,4,100.0,3,1,1,0,3,3,4,8,166458776.0,424720000.0
20001384029,5,2,3,17.8,0.6,0.2,3,5,2,22,1,0,4,70.0,3,4,0,0,3,3,4,7,48478940.0,53500000.0
20001384114,2,1,1,72.5,0.0,0.0,6,1,1,22,1,4,3,60.0,3,1,0,0,3,3,4,6,97720776.0,110920000.0
20001384115,3,1,2,19.0,0.6666666666666666,0.0,9,6,1,22,1,0,3,40.0,3,1,0,0,3,3,4,6,17534776.0,32940000.0
20001384121,4,3,1,17.25,0.75,0.25,9,4,1,22,1,4,3,70.0,3,1,1,0,3,3,4,5,112737552.0,69410000.0
20001384123,3,1,2,41.333333333333336,1.0,0.3333333333333333,3,4,1,22,1,4,3,100.0,3,1,1,0,3,3,4,5,165502000.0,308940000.0
20001384126,5,3,2,28.8,1.0,0.2,3,4,1,22,1,4,5,150.0,3,4,1,1,3,3,4,10,1596071940.0,1578850000.0
20001384129,4,3,1,38.75,0.75,0.25,3,4,1,22,1,4,3,90.0,3,4,0,1,3,3,4,7,61447552.0,32720000.0
20001384214,1,0,1,78.0,1.0,0.0,3,0,3,22,1,4,3,50.0,3,4,0,0,3,3,4,7,15743388.0,38860000.0
20001384215,4,2,2,26.25,0.75,0.0,2,0,1,22,1,0,4,80.0,3,4,1,0,3,3,4,7,110268552.0,268640000.0
20001384220,3,1,2,21.33333333333333,0.6666666666666666,0.0,2,4,1,22,1,0,4,80.0,3,4,1,0,3,3,4,7,85589164.0,21780000.0
20001384223,4,3,1,26.25,1.0,0.5,9,3,1,22,1,4,4,70.0,3,4,0,0,3,3,4,7,245323000.0,28640000.0
20001384226,3,2,1,32.0,1.0,0.3333333333333333,4,4,1,22,1,5,3,65.0,3,4,0,0,3,3,4,7,22907164.0,21780000.0
20001384229,2,1,1,59.0,1.0,0.0,7,1,1,22,1,4,4,90.0,3,4,0,0,3,3,4,7,37700000.0,370520000.0
20001384316,2,1,1,69.0,0.5,0.0,3,4,1,22,1,4,3,80.0,3,4,1,0,3,3,4,5,90500776.0,375420000.0
20001384317,4,3,1,25.0,1.0,0.5,3,4,1,22,1,4,4,80.0,3,4,1,0,3,3,4,7,119216552.0,239640000.0
20001384323,3,1,2,19.0,0.6666666666666666,0.0,9,4,1,22,1,5,4,85.0,3,4,0,0,3,3,4,6,75405164.0,32180000.0
20001384324,3,2,1,38.0,1.0,0.3333333333333333,9,4,1,22,1,4,4,85.0,3,4,1,0,3,3,4,6,242760164.0,570180000.0
20001384326,1,0,1,75.0,1.0,0.0,7,0,3,22,1,4,3,70.0,3,4,0,0,3,3,4,5,14908388.0,59010000.0
20001384329,4,3,1,25.0,1.0,0.5,9,3,1,22,1,4,4,80.0,3,4,1,0,3,3,4,8,137932552.0,416640000.0
20001384417,1,0,1,52.0,1.0,0.0,3,4,3,22,1,4,4,100.0,3,1,0,0,3,3,4,6,34805388.0,137760000.0
20001384418,5,2,3,19.4,0.8,0.4,3,3,2,22,1,4,4,120.0,3,4,1,0,3,3,4,8,157435940.0,255350000.0
20001384420,2,1,1,65.5,0.5,0.0,7,4,1,22,1,4,5,140.0,3,1,0,0,3,3,4,6,44984776.0,427270000.0
20001384423,4,2,2,46.25,0.75,0.0,2,4,1,22,1,4,5,130.0,3,1,1,0,3,3,4,7,97299552.0,295390000.0
20001384426,4,1,3,21.5,0.75,0.25,2,4,1,22,1,4,4,90.0,3,4,1,0,3,3,4,7,304745000.0,515390000.0
20001384429,5,3,2,20.0,0.8,0.4,3,3,2,22,1,4,4,95.0,3,4,0,0,3,3,4,8,120944940.0,415350000.0
20001384514,3,2,1,45.0,1.0,0.0,3,4,1,22,1,4,4,70.0,3,4,0,0,3,3,4,8,351676000.0,37880000.0
20001384517,4,2,2,27.75,1.0,0.5,3,3,1,22,1,4,3,60.0,3,4,0,0,3,3,4,7,137462000.0,48840000.0
20001384520,2,1,1,34.0,1.0,0.5,2,1,3,22,1,4,4,80.0,3,4,0,0,3,3,4,9,106905776.0,362020000.0
20001384523,4,1,3,32.75,1.0,0.25,7,0,1,22,1,4,4,80.0,3,4,0,0,3,3,4,9,378546000.0,48840000.0
20001384526,1,0,1,58.0,1.0,0.0,7,0,3,22,1,4,4,80.0,3,4,0,0,3,3,4,7,39378388.0,357610000.0
20001384529,2,1,1,53.5,0.5,0.0,2,4,2,22,1,4,4,120.0,3,4,1,0,3,3,4,7,559207000.0,28020000.0
20001384613,2,1,1,60.0,0.5,0.0,3,4,1,22,1,4,3,90.0,3,4,1,0,3,3,4,7,64327776.0,14520000.0
20001384616,4,3,1,36.75,1.0,0.25,3,4,1,22,1,4,4,150.0,3,7,1,0,3,3,4,8,62674552.0,38640000.0
20001384620,4,2,2,25.25,1.0,0.5,3,3,1,22,1,5,4,100.0,3,4,1,0,3,3,4,7,54240552.0,38640000.0
20001384622,1,0,1,79.0,1.0,0.0,3,0,3,22,1,4,3,80.0,3,4,0,0,3,3,4,8,34920164.0,218460000.0
20001384626,2,1,1,56.5,1.0,0.0,7,1,1,22,1,4,4,90.0,3,3,0,0,3,3,4,7,24885776.0,74520000.0
20001384629,3,1,2,23.33333333333333,0.6666666666666666,0.0,3,4,1,22,1,4,4,80.0,3,4,1,0,3,3,4,7,72475164.0,31580000.0
20001384713,3,2,1,33.666666666666664,1.0,0.3333333333333333,3,4,1,22,1,4,4,80.0,3,4,1,0,3,3,4,8,149911164.0,397430000.0
20001384718,4,3,1,34.75,1.0,0.0,7,4,1,22,1,4,4,85.0,3,4,1,0,3,3,4,8,209482552.0,348390000.0
20001384719,4,2,2,28.5,1.0,0.5,3,3,1,22,1,4,4,90.0,3,4,1,0,3,3,4,7,102747552.0,43390000.0
20001384724,4,3,1,14.0,0.5,0.0,6,5,1,22,1,4,4,95.0,3,4,1,0,3,3,4,6,101548552.0,43390000.0
20001384726,4,2,2,19.5,0.75,0.25,3,4,1,22,1,4,4,70.0,3,4,0,0,3,3,4,6,94595552.0,503390000.0
20001384729,5,4,1,30.8,1.0,0.2,9,4,2,22,1,4,4,75.0,3,4,1,0,3,3,4,6,202216940.0,51650000.0
20001384814,3,2,1,23.0,1.0,0.3333333333333333,9,4,1,22,1,4,4,80.0,3,4,1,0,3,3,4,8,109277164.0,35980000.0
20001384817,3,1,2,45.333333333333336,1.0,0.0,3,0,1,22,1,4,4,80.0,3,4,1,0,3,3,4,7,96348000.0,383980000.0
20001384819,3,1,2,55.0,0.3333333333333333,0.0,6,0,1,22,1,4,4,80.0,3,4,1,0,3,3,4,8,119204000.0,405980000.0
20001384824,1,1,0,47.0,1.0,0.0,9,4,0,22,1,4,4,100.0,3,4,1,0,3,3,4,9,131922000.0,437410000.0
20001384826,3,2,1,45.66666666666666,1.0,0.0,3,4,1,22,1,6,4,80.0,3,4,1,0,3,3,4,8,365340000.0,35980000.0
20001384829,2,1,1,78.5,0.0,0.0,6,4,1,22,1,4,5,100.0,3,4,0,0,3,3,4,7,123917776.0,365820000.0
20001384914,4,2,2,40.75,1.0,0.25,3,4,1,22,1,5,4,90.0,3,4,0,0,3,3,4,8,151603552.0,50290000.0
20001384917,5,3,2,17.8,0.8,0.4,3,3,2,22,1,4,4,110.0,3,4,1,0,3,3,4,8,378623940.0,600550000.0
20001384920,3,2,1,22.0,0.6666666666666666,0.0,2,4,1,22,1,4,4,82.0,3,4,0,0,3,3,4,7,115650164.0,38830000.0
20001384923,4,3,1,22.25,1.0,0.5,3,3,1,22,1,4,4,100.0,3,4,1,0,3,3,4,7,235018552.0,550290000.0
20001384926,2,1,1,49.0,1.0,0.0,3,4,1,22,1,4,4,100.0,3,4,1,0,3,3,4,7,195195776.0,28570000.0
