Address,code,purchased,value
10003003229,34126,1,20000000.0
10011009735,33214,1,20000000.0
10010009325,33214,1,130000000.0
10002002832,33214,1,300000000.0
10002002832,34181,1,10000000.0
10004003826,33214,1,46000000.0
10004004235,34239,1,3000000.0
10006006819,33214,1,40000000.0
10006006819,33236,1,10000000.0
10006006819,33247,1,10000000.0
10006006819,33258,1,10000000.0
10004003832,33134,1,13000000000.0
10004003832,33167,1,20000000.0
10006006823,33190,1,500000000.0
10006005526,34228,1,85000000.0
10006005522,33214,1,50000000.0
10006005532,33190,1,400000000.0
10010008935,34228,1,90000000.0
10005005135,33247,1,8000000.0
10012010120,34228,1,52000000.0
10006006332,33214,1,15000000.0
10010008926,33236,1,3500000.0
10002002830,33190,1,350000000.0
10105015620,33214,1,80000000.0
10101011635,33190,1,30000000.0
10101011229,33190,1,65000000.0
10102012029,33190,1,45000000.0
10102012029,33214,1,75000000.0
10105016826,33190,1,75000000.0
10105016830,33190,1,55000000.0
10115025235,33190,1,135000000.0
10110021623,33190,1,80000000.0
10113024429,33190,1,35000000.0
10102012422,33349,1,1070000000.0
10102012422,33360,1,20000000.0
10104014023,33190,1,25000000.0
10112023630,33190,1,10000000.0
10105017229,33190,1,50000000.0
10105017229,33214,1,11000000.0
10105017232,33247,1,33000000.0
10107019620,33190,1,160000000.0
10104014822,33190,1,250000000.0
10104014832,33190,1,100000000.0
10105017632,33190,1,30000000.0
10114024826,33214,1,23000000.0
10105015235,33190,1,480000000.0
10108020029,33190,1,75000000.0
10107018835,33190,1,50000000.0
10202027020,33214,1,30000000.0
10224035035,34272,1,50000000.0
10303040319,33190,1,200000000.0
10303040932,33214,1,20000000.0
10305042426,33190,1,40000000.0
10305042435,33190,1,600000000.0
10310043935,33190,1,80000000.0
10303040330,33190,1,30000000.0
10322047332,33270,1,1870000.0
10321046822,33258,8,3000000.0
10303036928,33190,1,400000000.0
10322047320,33270,1,22200000.0
10322047321,33270,1,1825000.0
10322047326,33270,1,1850000.0
10320046324,33214,1,45000000.0
10303038935,33190,1,50000000.0
10307043429,33214,1,450000000.0
10310043932,33190,1,600000000.0
10303040325,33190,1,20000000.0
10303037524,33134,,
10303037524,33156,1,50000000.0
10303037524,33178,1,6000000.0
10303037524,33190,1,1000000000.0
10303037524,33214,1,430000000.0
10303037524,34272,1,6000000000.0
10302036026,34272,,
10415057728,33214,1,75000000.0
10401049329,33214,1,20000000.0
10411056523,33214,1,3000000000.0
10505064135,33190,1,200000000.0
10505064135,33214,1,50000000.0
10514069923,34272,,
10505064129,34217,1,30000000.0
10501058532,34272,,
10505064123,33190,1,400000000.0
10510067435,34272,,
10502061020,33190,1,40000000.0
10502060235,34272, ,
10510067429,34272, ,
10502062222,33190,1,40000000.0
10502062222,33214,1,75000000.0
10502061427,33214,1,27000000.0
10510067819,34272,,
10507065423,34272,,
10514069435,33190,1,300000000.0
10501059435,34272,,
10503063019,33214,1,35000000.0
10502060622,34272,,
10507065422,34272,,
10502060635,33190,1,150000000.0
10514069423,33190,1,45000000.0
10514069426,33190,1,160000000.0
10501059425,34272,,
10510067832,34272,,
10514069424,33190,1,90000000.0
10514069424,34272,,
10605075920,33190,1,200000000.0
10615080635,33190,1,320000000.0
10603072224,33190,1,500000000.0
10613081635,33214,1,20000000.0
10613081635,34148, ,
10603073924,33214,1,220000000.0
10604075435,33190,1,500000000.0
10603074832,33190,1,200000000.0
10603074832,33214,1,233000000.0
10624082129,33190,1,60000000.0
10624082121,33190,1,100000000.0
10624082121,33214,1,15000000.0
10624082132,33190,1,1100000000.0
10604075432,33214,1,10000000.0
10603071835,33134,1,18000000000.0
10703083227,34272,1,10600000.0
10703083227,34272,8,10600000.0
10703083225,34272,1,15900000.0
10703083225,34272,8,15900000.0
10703083235,34272,1,15900000.0
10703083235,34272,8,15900000.0
10701093732,34272,1,16200000.0
10701093732,34272,8,16200000.0
10701093726,34272,1,10600000.0
10701093726,34272,8,10600000.0
10703083223,34272,1,10600000.0
10703083223,34272,8,10600000.0
10710091126,34272,1,15000000.0
10710091126,34272,8,15000000.0
10707085619,33190,1,1000000000.0
10707085619,34272,1,12500000.0
10707085619,34272,8,12500000.0
10707085620,34272,1,5000000.0
10707085620,34272,8,5000000.0
10707085626,34272,1,7500000.0
10707085626,34272,8,7500000.0
10707085632,34272,1,25000000.0
10707085632,34272,8,25000000.0
10712092023,34272,1,20000000.0
10712092023,34272,8,20000000.0
10707089725,33214,1,20000000.0
10707089726,34272,1,5000000.0
10707089726,34272,8,5000000.0
10707089724,34272,1,10000000.0
10707089724,34272,8,10000000.0
10711091620,34272,1,15000000.0
10711091620,34272,8,15000000.0
10711091623,34272,1,20000000.0
10711091623,34272,8,20000000.0
10707089735,34272,1,10000000.0
10707089735,34272,8,10000000.0
10728095720,33214,1,37000000.0
10728095720,34272,1,5000000.0
10728095720,34272,8,5000000.0
10712092024,34272,1,25000000.0
10712092024,34272,8,25000000.0
10712092026,34272,1,10000000.0
10712092026,34272,8,10000000.0
10712092029,34272,1,15000000.0
10712092029,34272,8,15000000.0
10712092032,34272,1,10000000.0
10712092032,34272,8,10000000.0
10712092035,34272,1,15000000.0
10712092035,34272,8,15000000.0
10712092420,34272,1,10000000.0
10712092420,34272,8,10000000.0
10712092423,34272,1,10000000.0
10712092423,34272,8,10000000.0
10712092426,34272,1,20000000.0
10712092426,34272,8,20000000.0
10712092430,34272,1,20000000.0
10712092430,34272,8,20000000.0
10712092432,34272,1,10000000.0
10712092432,34272,8,10000000.0
10712092435,34272,1,7500000.0
10712092435,34272,8,7500000.0
10728095723,34272,1,15000000.0
10728095723,34272,8,15000000.0
10728095726,34272,1,10000000.0
10728095726,34272,8,10000000.0
10728095729,34272,1,7500000.0
10728095729,34272,8,7500000.0
10728095732,34272,1,7500000.0
10728095732,34272,8,7500000.0
10707088821,34272,1,10000000.0
10707088821,34272,8,10000000.0
10707088829,34272,1,7500000.0
10707088829,34272,8,7500000.0
10707088832,34272,1,7500000.0
10707088832,34272,8,7500000.0
10707088835,34272,1,5000000.0
10707088835,34272,8,5000000.0
10707089722,34272,1,5000000.0
10707089722,34272,8,5000000.0
10707088823,34272,1,15000000.0
10707088823,34272,8,15000000.0
10707088826,34272,1,5000000.0
10707088826,34272,8,5000000.0
10707086523,34272,1,12500000.0
10707086523,34272,8,12500000.0
10707086535,34272,1,12500000.0
10707086535,34272,8,12500000.0
10707086921,34272,1,20000000.0
10707086921,34272,8,20000000.0
10701093730,34272,1,15400000.0
10701093730,34272,8,15400000.0
10707087823,34272,1,20000000.0
10707087823,34272,8,20000000.0
10707086520,34272,1,7500000.0
10707086520,34272,8,7500000.0
10707086526,33190,1,400000000.0
10707086526,34272,1,10000000.0
10707086526,34272,8,10000000.0
10709090735,34272,1,15000000.0
10709090735,34272,8,15000000.0
10709090732,34272,1,15000000.0
10709090732,34272,8,15000000.0
10709090729,34272,1,15000000.0
10709090729,34272,8,15000000.0
10706084426,34272,1,10000000.0
10706084426,34272,8,10000000.0
10706084420,34272,1,10000000.0
10706084420,34272,8,10000000.0
10709090723,34272,1,10000000.0
10709090723,34272,8,10000000.0
10709090721,34272,1,15000000.0
10709090721,34272,8,15000000.0
10707084823,34272,1,10000000.0
10707084823,34272,8,10000000.0
10707084821,34272,1,5000000.0
10707084821,34272,8,5000000.0
10705084027,34272,1,25000000.0
10705084027,34272,8,25000000.0
10705084035,34272,1,10000000.0
10705084035,34272,8,10000000.0
10705084029,34272,1,25000000.0
10705084029,34272,8,25000000.0
10724094920,34272,1,5000000.0
10724094920,34272,8,5000000.0
10724094932,34272,1,15000000.0
10724094932,34272,8,15000000.0
10714092819,33360,1,50000000.0
10714092832,34272,1,20000000.0
10714092832,34272,8,20000000.0
10703083220,34272,1,5300000.0
10703083220,34272,8,5300000.0
10701093735,34272,1,16200000.0
10701093735,34272,8,16200000.0
10711091626,34272,1,20000000.0
10711091626,34272,8,20000000.0
10711091632,34272,1,15000000.0
10711091632,34272,8,15000000.0
10707085222,34272,1,20000000.0
10707085222,34272,8,20000000.0
10707085226,34272,1,5000000.0
10707085226,34272,8,5000000.0
10707085228,33236,1,5400000.0
10707085228,34272,1,20000000.0
10707085228,34272,8,20000000.0
10707085232,34272,1,25000000.0
10707085232,34272,8,25000000.0
10719094320,34272,1,15000000.0
10719094320,34272,8,15000000.0
10719094323,34272,1,20000000.0
10719094323,34272,8,20000000.0
10719094326,34272,1,30000000.0
10719094326,34272,8,30000000.0
10719094329,34272,1,10000000.0
10719094329,34272,8,10000000.0
10715093332,34272,1,5000000.0
10715093332,34272,8,5000000.0
10715093320,34272,1,10000000.0
10715093320,34272,8,10000000.0
10715093323,34272,1,15000000.0
10715093323,34272,8,15000000.0
10715093328,34272,1,25000000.0
10715093328,34272,8,25000000.0
10715093335,34272,1,20000000.0
10715093335,34272,8,20000000.0
10708090219,34272,1,10000000.0
10708090219,34272,8,10000000.0
10708090221,34272,1,10000000.0
10708090221,34272,8,10000000.0
10708090226,34272,1,20000000.0
10708090226,34272,8,20000000.0
10708090229,34272,1,15000000.0
10708090229,34272,8,15000000.0
10708090232,34272,1,20000000.0
10708090232,34272,8,20000000.0
10708090235,34272,1,15000000.0
10708090235,34272,8,15000000.0
10710091119,34272,1,30000000.0
10710091119,34272,8,30000000.0
10710091121,34272,1,15000000.0
10710091121,34272,8,15000000.0
