Address,member,Male_count,Female_count,age,literacy,studying,degree,occupationalst,maritalst,province,town,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities,total_cost,total_income
10001000517,3,2,1,33.0,1.0,0.3333333333333333,1,4,1,22,1,1,3,68.0,3,4,0,0,3,2,3,7,74995000.0,16380000.0
10001000520,2,1,1,26.0,1.0,0.0,2,4,1,22,1,5,3,60.0,3,4,0,0,3,2,3,7,23671776.0,250920000.0
10001000609,3,2,1,35.0,0.6666666666666666,0.0,9,1,1,22,1,4,3,97.0,3,4,1,0,3,2,3,7,69755000.0,356920000.0
10001000612,2,1,1,66.5,1.0,0.0,3,1,1,22,1,4,3,107.0,3,4,1,0,3,2,3,6,38397000.0,301920000.0
10001000613,1,0,1,72.0,0.0,0.0,6,1,3,22,1,4,3,105.0,3,4,0,0,3,2,3,7,20074000.0,231460000.0
10001000615,2,1,1,49.0,1.0,0.0,4,1,1,22,1,4,3,105.0,3,4,0,0,3,2,3,6,55955000.0,350380000.0
10001000620,4,3,1,24.5,1.0,0.25,9,4,1,22,1,5,3,100.0,3,4,0,0,3,2,3,7,164805000.0,21840000.0
10001000623,2,1,1,54.5,1.0,0.0,4,1,1,22,1,4,3,112.0,3,4,1,0,3,2,3,8,37914000.0,332920000.0
10001000707,6,1,5,16.166666666666668,0.6666666666666666,0.3333333333333333,2,3,2,22,1,4,4,90.0,3,4,1,0,3,2,3,8,293831000.0,32760000.0
10001000711,3,1,2,38.333333333333336,1.0,0.0,3,1,3,22,1,4,3,90.0,3,4,0,0,3,2,3,7,61375500.0,424380000.0
10001000715,3,2,1,48.0,1.0,0.0,3,1,1,22,1,4,3,80.0,3,4,1,0,3,2,3,8,116857000.0,208380000.0
10001000716,1,0,1,65.0,0.0,0.0,6,1,3,22,1,4,3,75.0,3,4,0,0,3,2,3,6,19106000.0,125460000.0
10001000720,4,1,3,19.75,0.75,0.25,2,4,1,22,1,4,3,75.0,3,4,0,0,3,2,3,7,112562000.0,21840000.0
10001000723,3,1,2,15.0,0.6666666666666666,0.0,2,4,1,22,1,4,3,80.0,3,4,1,0,3,2,3,7,51206000.0,10920000.0
10001000910,2,1,1,59.5,1.0,0.0,3,1,1,22,1,4,3,80.0,1,4,1,0,3,2,3,8,224092000.0,328920000.0
10001000911,3,2,1,19.33333333333333,0.6666666666666666,0.0,2,4,1,22,1,0,3,80.0,1,4,1,0,3,2,3,6,112794000.0,16380000.0
10001000915,2,1,1,22.0,1.0,0.0,9,4,1,22,1,0,3,65.0,3,4,0,0,3,2,3,8,42659500.0,10920000.0
10001000916,3,2,1,36.0,1.0,0.3333333333333333,3,1,1,22,1,4,3,65.0,3,4,1,0,3,2,3,7,123456000.0,230380000.0
10001000920,4,1,3,21.0,0.75,0.25,1,4,1,22,1,4,4,90.0,3,4,1,0,3,2,3,7,172919000.0,203640000.0
10001000923,3,2,1,22.666666666666668,0.6666666666666666,0.0,0,4,1,22,1,4,3,80.0,3,4,0,0,3,2,3,7,83857000.0,16380000.0
10001001010,3,2,1,52.0,1.0,0.0,1,1,1,22,1,4,4,100.0,3,4,1,0,3,2,3,7,234784000.0,436380000.0
10001001013,4,0,4,38.75,1.0,0.0,5,0,2,22,1,4,4,110.0,3,4,0,0,3,2,3,7,63330552.0,549840000.0
10001001015,3,1,2,69.66666666666667,0.6666666666666666,0.0,9,1,1,22,1,4,4,95.0,3,4,0,0,3,2,3,6,76650000.0,266380000.0
10001001020,2,1,1,56.5,1.0,0.0,3,1,3,22,1,4,4,80.0,3,4,1,0,3,2,3,7,76665776.0,250920000.0
10001001023,5,4,1,38.8,1.0,0.2,0,6,1,22,1,4,4,90.0,3,4,1,0,3,2,3,7,92584000.0,397300000.0
10001001108,4,1,3,48.75,1.0,0.0,2,0,1,22,1,4,3,70.0,3,4,1,0,3,2,3,7,55849000.0,484000000.0
10001001109,1,0,1,68.0,0.0,0.0,6,1,3,22,1,5,3,100.0,3,4,0,0,3,2,3,7,31488500.0,341460000.0
10001001114,3,2,1,58.66666666666666,1.0,0.0,2,1,1,22,1,4,4,130.0,3,4,0,0,3,2,3,6,61392500.0,264000000.0
10001001116,4,2,2,25.5,1.0,0.5,2,3,1,22,1,4,4,120.0,3,4,1,0,3,2,3,9,190388000.0,21840000.0
10001001120,1,1,0,80.0,1.0,0.0,2,1,3,22,1,4,3,140.0,3,4,0,0,3,2,3,6,63107500.0,425460000.0
10001001123,2,1,1,31.0,1.0,0.5,0,4,1,22,1,4,4,140.0,3,4,1,0,3,2,3,7,183295000.0,10920000.0
10001001207,2,1,1,84.0,0.0,0.0,6,1,1,22,1,4,5,130.0,3,1,0,0,3,2,3,7,31120000.0,310920000.0
10001001212,4,3,1,27.75,1.0,0.25,9,4,1,22,1,4,3,87.0,3,4,0,0,3,2,3,7,88276000.0,21840000.0
10001001216,1,1,0,47.0,1.0,0.0,9,4,0,22,1,4,6,130.0,3,1,1,0,3,2,3,7,28799388.0,317460000.0
10001001217,2,1,1,66.0,0.0,0.0,6,1,1,22,1,4,3,110.0,3,4,0,0,3,2,3,8,25832000.0,226920000.0
10001001220,2,1,1,38.0,1.0,0.0,9,4,1,22,1,4,3,120.0,3,4,1,0,3,2,3,7,122520000.0,334920000.0
10001001223,3,2,1,56.66666666666666,0.6666666666666666,0.0,3,1,1,22,1,4,6,300.0,3,4,0,1,3,2,3,8,88399164.0,639380000.0
10001001308,4,3,1,20.5,0.75,0.25,2,4,1,22,1,4,4,80.0,1,4,1,0,3,2,3,8,260729000.0,21840000.0
10001001311,3,1,2,28.0,1.0,0.3333333333333333,0,4,1,22,1,4,4,80.0,1,4,1,0,3,2,3,7,166011000.0,16380000.0
10001001314,4,3,1,26.75,1.0,0.5,2,3,1,22,1,5,4,80.0,1,4,1,0,3,2,3,7,230467000.0,21840000.0
10001001315,2,1,1,32.0,1.0,0.0,0,4,1,22,1,5,4,80.0,1,4,1,0,3,2,3,7,206149000.0,10920000.0
10001001320,3,1,2,22.33333333333333,1.0,0.3333333333333333,9,4,1,22,1,4,4,80.0,3,4,1,0,3,2,3,7,130978000.0,19380000.0
10001001323,2,1,1,25.0,1.0,0.0,0,4,1,22,1,5,4,80.0,1,4,0,0,3,2,3,7,202300000.0,10920000.0
10001001409,4,1,3,20.0,0.75,0.0,2,5,1,22,1,5,4,90.0,3,4,1,0,3,2,3,7,57968000.0,21840000.0
10001001411,4,3,1,32.25,1.0,0.5,3,3,1,22,1,4,4,80.0,3,4,1,0,3,2,3,7,78977000.0,221840000.0
10001001414,3,2,1,53.333333333333336,1.0,0.0,0,1,1,22,1,4,5,140.0,3,4,1,0,3,2,3,9,90558000.0,614000000.0
10001001415,4,3,1,24.75,1.0,0.5,3,3,1,22,1,0,3,80.0,3,4,1,0,3,2,3,7,120733000.0,261840000.0
10001001420,4,3,1,32.0,1.0,0.25,5,4,1,22,1,4,3,86.0,3,4,1,0,3,2,3,7,338020000.0,21840000.0
10001001423,4,3,1,29.5,1.0,0.5,0,3,1,22,1,4,3,100.0,3,4,1,0,3,2,3,8,212594000.0,421840000.0
10001001510,1,0,1,80.0,1.0,0.0,3,0,1,22,1,4,3,80.0,3,4,0,0,3,2,3,7,10476000.0,149460000.0
10001001512,5,3,2,31.6,0.6,0.4,6,4,2,22,1,4,3,70.0,3,4,0,0,3,2,3,7,175221000.0,27300000.0
10001001514,4,3,1,32.75,1.0,0.25,2,4,1,22,1,4,3,50.0,3,4,1,0,3,2,3,8,82641000.0,141840000.0
10001001516,4,3,1,33.75,1.0,0.25,9,4,1,22,1,4,3,62.0,3,4,1,0,3,2,3,6,136364000.0,261840000.0
10001001520,4,1,3,21.75,1.0,0.5,3,3,1,22,1,5,3,60.0,3,4,0,0,3,2,3,7,66115000.0,21840000.0
10001001523,2,1,1,82.0,0.5,0.0,6,1,1,22,1,0,3,50.0,3,4,0,0,3,2,3,4,7579776.0,82920000.0
10001001608,1,0,1,70.0,0.0,0.0,6,1,3,22,1,4,4,130.0,3,4,0,0,3,2,3,7,36330000.0,225460000.0
10001001612,3,2,1,34.0,1.0,0.3333333333333333,2,4,1,22,1,5,4,100.0,3,4,1,0,3,2,3,8,138638300.0,16380000.0
10001001614,4,2,2,41.5,1.0,0.0,3,4,1,22,1,4,4,130.0,3,4,1,0,3,2,3,7,365965684.0,339840000.0
10001001618,4,2,2,38.0,0.5,0.0,6,4,1,22,1,4,4,120.0,3,4,1,0,3,2,3,8,144216500.0,171840000.0
10001001620,2,1,1,72.5,0.5,0.0,3,1,1,22,1,4,4,120.0,3,4,0,0,3,2,3,7,24992500.0,212920000.0
10001001623,3,2,1,40.0,0.6666666666666666,0.0,2,4,1,22,1,4,4,120.0,3,4,1,0,3,2,3,7,114888500.0,0.0
10001001708,2,1,1,77.5,0.0,0.0,6,4,1,22,1,4,4,80.0,3,4,0,0,3,2,3,6,42549776.0,218920000.0
10001001712,2,1,1,69.0,0.5,0.0,3,1,1,22,1,4,3,90.0,3,1,0,0,3,2,3,5,15177776.0,55920000.0
10001001713,1,0,1,68.0,0.0,0.0,6,0,3,22,1,4,2,15.0,3,4,0,0,3,2,3,4,5503388.0,40460000.0
10001001714,4,2,2,26.75,0.75,0.25,3,4,1,22,1,4,3,70.0,3,7,0,0,3,2,3,6,23497552.0,21840000.0
10001001720,2,1,1,77.5,0.5,0.0,3,4,1,22,1,4,2,45.0,3,7,0,0,3,2,3,7,22142000.0,114920000.0
10001001723,4,2,2,42.5,0.75,0.25,3,1,1,22,1,4,4,80.0,3,4,1,0,3,2,3,4,101614000.0,241840000.0
10001001807,3,1,2,23.33333333333333,1.0,0.3333333333333333,1,4,1,22,1,0,3,100.0,3,4,1,0,3,2,3,7,58400000.0,20880000.0
10001001811,3,2,1,48.333333333333336,1.0,0.0,3,6,1,22,1,4,4,90.0,3,4,1,0,3,2,3,7,114930000.0,386380000.0
10001001814,3,2,1,42.66666666666666,1.0,0.3333333333333333,3,4,1,22,1,4,3,60.0,3,4,0,0,3,2,3,9,93017000.0,140880000.0
10001001817,4,3,1,24.0,1.0,0.5,3,3,1,22,1,5,3,55.0,3,4,0,0,3,2,3,9,49108000.0,161840000.0
10001001820,2,0,2,29.5,1.0,0.5,3,0,3,22,1,4,3,60.0,3,4,0,0,3,2,3,7,17825000.0,57920000.0
10001001823,3,2,1,17.333333333333332,0.6666666666666666,0.0,9,4,1,22,1,5,3,80.0,3,4,1,0,3,2,3,7,102520000.0,16380000.0
10001001909,3,2,1,38.0,0.6666666666666666,0.0,3,4,1,22,1,4,3,80.0,3,4,1,0,3,2,3,7,47693000.0,16380000.0
10001001911,2,1,1,65.5,0.5,0.0,3,1,1,22,1,4,3,90.0,3,4,0,0,3,2,3,7,82540000.0,332920000.0
10001001914,3,1,2,25.33333333333333,1.0,0.3333333333333333,9,4,1,22,1,4,3,65.0,3,4,0,0,3,2,3,7,131232000.0,16380000.0
10001001916,2,1,1,58.5,0.0,0.0,6,1,1,22,1,4,3,90.0,3,4,0,0,3,2,3,5,58034000.0,108920000.0
10001001920,4,3,1,24.0,1.0,0.5,2,3,1,22,1,0,3,85.0,3,4,0,0,3,2,3,7,107452000.0,21840000.0
10001001923,4,2,2,25.75,1.0,0.5,2,3,1,22,1,5,3,80.0,3,4,1,0,3,2,3,7,55204552.0,21840000.0
10001002008,2,1,1,74.5,0.5,0.0,3,1,1,22,1,4,3,80.0,3,4,0,0,3,2,3,7,39220000.0,298920000.0
10001002012,3,2,1,36.0,1.0,0.3333333333333333,3,4,1,22,1,5,3,70.0,3,4,0,0,3,2,3,8,57084000.0,220380000.0
10001002014,2,1,1,52.0,1.0,0.0,2,1,1,22,1,4,3,50.0,3,4,1,0,3,2,3,7,56534500.0,370920000.0
10001002018,2,1,1,45.5,1.0,0.0,9,4,1,22,1,5,3,65.0,3,4,0,0,3,2,3,8,96390500.0,10920000.0
10001002020,3,1,2,20.33333333333333,0.6666666666666666,0.0,2,4,1,22,1,4,3,90.0,3,4,1,0,3,2,3,7,28240000.0,268380000.0
10001002023,5,4,1,28.0,1.0,0.2,3,4,2,22,1,5,3,70.0,3,4,0,1,3,2,3,6,112295500.0,57300000.0
10001002207,5,4,1,28.0,1.0,0.4,3,6,2,22,1,4,3,60.0,3,4,1,0,3,2,3,6,183604000.0,27300000.0
10001002211,4,2,2,23.5,0.75,0.25,3,4,1,22,1,5,3,70.0,3,4,0,0,3,2,3,6,16309552.0,21840000.0
10001002217,4,3,1,47.0,0.75,0.0,3,4,1,22,1,4,3,90.0,3,4,1,0,3,2,3,6,112247000.0,171840000.0
10001002218,4,1,3,22.5,0.75,0.25,2,4,1,22,1,0,3,70.0,3,4,0,0,3,2,3,7,96643000.0,21840000.0
10001002220,5,2,3,25.2,1.0,0.4,3,3,2,22,1,5,3,80.0,3,4,1,0,3,2,3,7,94128000.0,27300000.0
10001002223,3,2,1,45.0,0.6666666666666666,0.3333333333333333,3,4,1,22,1,1,3,85.0,3,4,0,0,3,2,3,7,142352000.0,16380000.0
10001002308,5,2,3,31.4,1.0,0.4,4,3,2,22,1,5,4,85.0,3,4,0,0,3,2,3,7,81636940.0,327300000.0
10001002312,2,1,1,64.5,1.0,0.0,9,1,1,22,1,4,4,90.0,3,4,1,0,3,2,3,7,33191776.0,53620000.0
10001002314,3,1,2,40.0,1.0,0.3333333333333333,9,4,1,22,1,4,4,100.0,3,4,1,0,3,2,3,8,151584000.0,266380000.0
10001002317,3,2,1,45.66666666666666,1.0,0.3333333333333333,2,4,1,22,1,4,4,140.0,3,4,1,0,3,2,3,8,77922000.0,363620000.0
10001002320,4,2,2,38.5,1.0,0.25,0,4,1,22,1,4,4,90.0,3,4,1,0,3,2,3,7,224770000.0,521840000.0
10001002323,3,1,2,42.333333333333336,1.0,0.3333333333333333,2,4,1,22,1,4,3,60.0,3,4,0,0,3,2,3,6,43830164.0,20380000.0
10001002408,3,1,2,49.333333333333336,1.0,0.0,0,0,1,22,1,4,6,260.0,3,4,1,0,3,2,3,6,55733000.0,316380000.0
10001002410,2,1,1,67.5,0.5,0.0,3,1,1,22,1,4,4,100.0,3,4,1,0,3,2,3,8,66510000.0,346920000.0
10001002413,3,1,2,46.66666666666666,0.6666666666666666,0.3333333333333333,3,4,1,22,1,4,4,130.0,3,4,1,0,3,2,3,8,126179500.0,436380000.0
10001002414,3,2,1,55.333333333333336,1.0,0.0,3,4,1,22,1,4,4,160.0,3,4,0,0,3,2,3,6,22918164.0,16380000.0
10001002420,5,2,3,18.6,0.8,0.4,0,3,2,22,1,4,2,90.0,3,4,1,0,3,2,3,6,129830500.0,27300000.0
10001002423,5,4,1,42.2,1.0,0.0,3,4,2,22,1,4,4,147.0,3,4,1,0,3,2,3,6,34837940.0,456300000.0
10001002510,1,1,0,86.0,0.0,0.0,6,1,3,22,1,4,3,100.0,3,4,0,0,3,2,3,8,44502500.0,210460000.0
10001002511,5,3,2,24.8,0.8,0.4,9,3,2,22,1,5,3,80.0,3,4,1,0,3,2,3,8,102275000.0,411300000.0
10001002517,3,2,1,53.333333333333336,1.0,0.0,2,1,1,22,1,4,3,100.0,3,4,1,0,3,2,3,7,46152500.0,472380000.0
10001002518,3,1,2,44.333333333333336,1.0,0.0,0,1,1,22,1,4,4,100.0,3,4,1,0,3,2,3,7,95930000.0,256380000.0
10001002520,4,3,1,19.5,0.75,0.25,9,4,1,22,1,5,3,80.0,3,4,1,0,3,2,3,7,116015000.0,321840000.0
10001002523,4,1,3,26.5,1.0,0.5,2,3,1,22,1,4,3,100.0,3,4,0,0,3,2,3,8,140567000.0,21840000.0
10001002608,3,2,1,39.66666666666666,1.0,0.0,9,4,1,22,1,4,3,60.0,3,4,0,0,3,2,3,7,227460000.0,16380000.0
