Address,total_income
10001000108,419300000.0
10001000111,16380000.0
10001000114,149460000.0
10001000117,465840000.0
10001000120,343920000.0
10001000123,21840000.0
10001000209,358880000.0
10001000211,460000000.0
10001000214,27300000.0
10001000217,225460000.0
10001000220,0.0
10001000223,0.0
10001000308,254460000.0
10001000309,16380000.0
10001000314,10920000.0
10001000317,287380000.0
10001000320,386380000.0
10001000323,301380000.0
10001000407,160920000.0
10001000408,370920000.0
10001000414,388380000.0
10001000417,351300000.0
10001000420,382920000.0
10001000423,16380000.0
10001000508,201840000.0
10001000511,21840000.0
10001000514,21840000.0
10001000517,16380000.0
10001000520,250920000.0
10001000609,356920000.0
10001000612,301920000.0
10001000613,231460000.0
10001000615,350380000.0
10001000620,21840000.0
10001000623,332920000.0
10001000707,32760000.0
10001000711,424380000.0
10001000715,208380000.0
10001000716,125460000.0
10001000720,21840000.0
10001000723,10920000.0
10001000910,328920000.0
10001000911,16380000.0
10001000915,10920000.0
10001000916,230380000.0
10001000920,203640000.0
10001000923,16380000.0
10001001010,436380000.0
10001001013,549840000.0
10001001015,266380000.0
10001001020,250920000.0
10001001023,397300000.0
10001001108,484000000.0
10001001109,341460000.0
10001001114,264000000.0
10001001116,21840000.0
10001001120,425460000.0
10001001123,10920000.0
10001001207,310920000.0
10001001212,21840000.0
10001001216,317460000.0
10001001217,226920000.0
10001001220,334920000.0
10001001223,639380000.0
10001001308,21840000.0
10001001311,16380000.0
10001001314,21840000.0
10001001315,10920000.0
10001001320,19380000.0
10001001323,10920000.0
10001001409,21840000.0
10001001411,221840000.0
10001001414,614000000.0
10001001415,261840000.0
10001001420,21840000.0
10001001423,421840000.0
10001001510,149460000.0
10001001512,27300000.0
10001001514,141840000.0
10001001516,261840000.0
10001001520,21840000.0
10001001523,82920000.0
10001001608,225460000.0
10001001612,16380000.0
10001001614,339840000.0
10001001618,171840000.0
10001001620,212920000.0
10001001623,0.0
10001001708,218920000.0
10001001712,55920000.0
10001001713,40460000.0
10001001714,21840000.0
10001001720,114920000.0
10001001723,241840000.0
10001001807,20880000.0
10001001811,386380000.0
10001001814,140880000.0
10001001817,161840000.0
10001001820,57920000.0
10001001823,16380000.0
10001001909,16380000.0
10001001911,332920000.0
10001001914,16380000.0
10001001916,108920000.0
10001001920,21840000.0
10001001923,21840000.0
10001002008,298920000.0
10001002012,220380000.0
10001002014,370920000.0
10001002018,10920000.0
10001002020,268380000.0
10001002023,57300000.0
10001002207,27300000.0
10001002211,21840000.0
10001002217,171840000.0
10001002218,21840000.0
10001002220,27300000.0
10001002223,16380000.0
10001002308,327300000.0
10001002312,53620000.0
10001002314,266380000.0
10001002317,363620000.0
10001002320,521840000.0
10001002323,20380000.0
10001002408,316380000.0
10001002410,346920000.0
10001002413,436380000.0
10001002414,16380000.0
10001002420,27300000.0
10001002423,456300000.0
10001002510,210460000.0
10001002511,411300000.0
10001002517,472380000.0
10001002518,256380000.0
10001002520,321840000.0
10001002523,21840000.0
10001002608,16380000.0
10001002611,230120000.0
10001002613,37460000.0
10001002617,10920000.0
10001002620,10920000.0
10001002623,252760000.0
10001002708,20430000.0
10001002711,253620000.0
10001002713,21840000.0
10001002715,16380000.0
10001002720,27000000.0
10001002723,63920000.0
10002002808,250920000.0
10002002810,95460000.0
10002002815,644000000.0
10002002816,17080000.0
10002002820,186840000.0
10002002823,258780000.0
10002002908,341840000.0
10002002911,27840000.0
10002002913,132520000.0
10002002914,186520000.0
10002002920,116920000.0
10002002923,276920000.0
10002003010,300240000.0
10002003011,128380000.0
10002003017,370920000.0
10002003020,16380000.0
10002003023,21840000.0
10003003108,281030000.0
10003003111,27030000.0
10003003114,430070000.0
10003003117,525460000.0
10003003120,315000000.0
10003003123,77460000.0
10003003207,356920000.0
10003003211,645380000.0
10003003213,50920000.0
10003003217,17580000.0
10003003220,19565000.0
10003003223,238920000.0
10003003309,16380000.0
10003003312,10920000.0
10003003315,21840000.0
10003003318,170880000.0
10003003320,450760000.0
10003003323,394840000.0
10003003507,223130000.0
10003003508,21840000.0
10003003514,55460000.0
10003003517,383140000.0
10003003520,573840000.0
10003003523,10920000.0
10004003611,231780000.0
10004003612,337260000.0
10004003614,227940000.0
10004003617,59000000.0
10004003620,457010000.0
10004003623,688000000.0
10004003808,19460000.0
10004003809,22880000.0
10004003817,391840000.0
10004003818,95920000.0
10004003820,50220000.0
10004003823,165380000.0
10004003911,68300000.0
10004003912,28000000.0
10004003916,98340000.0
10004003918,226920000.0
10004003920,141380000.0
10004003923,621840000.0
10004004008,188080000.0
10004004009,38890000.0
10004004014,176380000.0
10004004016,27880000.0
10004004020,36120000.0
10004004023,723000000.0
10004004109,442920000.0
10004004111,21840000.0
10004004115,305220000.0
10004004118,183815000.0
10004004120,11970000.0
10004004123,206920000.0
10004004210,112300000.0
10004004211,747300000.0
10004004215,257460000.0
10004004217,219460000.0
10004004220,21840000.0
10004004223,630920000.0
10004004308,276380000.0
10004004309,101720000.0
10004004317,16620000.0
10004004318,11720000.0
10004004320,196380000.0
10004004323,10920000.0
10004004411,326380000.0
10004004412,121460000.0
10004004413,236380000.0
10004004414,230380000.0
10004004420,213920000.0
10004004423,323840000.0
10004004508,27000000.0
10004004511,804000000.0
10004004513,28720000.0
10004004514,27300000.0
10004004520,472040000.0
10004004523,417760000.0
10005004608,10920000.0
10005004611,25240000.0
10005004613,788380000.0
10005004618,16380000.0
10005004620,10920000.0
10005004623,171320000.0
10005004707,213840000.0
10005004709,114540000.0
10005004713,27300000.0
10005004717,106640000.0
10005004720,70380000.0
10005004723,32760000.0
10005004808,526141500.0
10005004810,454920000.0
10005004814,23560000.0
10005004817,200920000.0
10005004820,302380000.0
10005004823,330880000.0
